sample	strain	date	date_bp	country	province	country_lat	country_lon	province_lat	province_lon	biovar	branch_major	branch_minor	biosample_accession	biosample_comment	branch_number	continent	date_mean	date_bp_mean	date_err	lat	lon	host_human	sequencing_technology	assembly_method	host_raw	host_order	population_color	population	geometry	root_rtt_dist	clade_rtt_dist	population_rtt_dist
GCA_000255895.1_ASM25589v1_genomic	AS200901509	2009.0	-12	United States of America	New Mexico	39.7837304	-100.4458825	34.5708167	-105.993007	Orientalis	1.ORI	1.ORI1	SAMN01831181	KEEP: Assembly Modern	1	North America	2009.0	12.0	0.0	34.5708167	-105.993007	Non-Human	454 FLX	Newbler v. 2.3	Cynomys gunnisoni	Rodentia	#ff0000	1.ORI	POINT (-105.993007 34.5708167)	7.138089999999998e-05	?	4.593800000000001e-06
GCA_000255875.1_ASM25587v1_genomic	AS200901434	2009.0	-12	United States of America	New Mexico	39.7837304	-100.4458825	34.5708167	-105.993007	Orientalis	1.ORI	1.ORI1	SAMN01831180	KEEP: Assembly Modern	1	North America	2009.0	12.0	0.0	34.5708167	-105.993007	Non-Human	454 FLX	Newbler v. 2.0.01.14	Sylvilagus audobonii	Lagomorpha	#ff0000	1.ORI	POINT (-105.993007 34.5708167)	7.159289999999998e-05	?	4.805800000000001e-06
GCA_000255775.1_ASM25577v1_genomic	AS200901156	2009.0	-12	United States of America	New Mexico	39.7837304	-100.4458825	34.5708167	-105.993007	Orientalis	1.ORI	1.ORI1	SAMN01831179	KEEP: Assembly Modern	1	North America	2009.0	12.0	0.0	34.5708167	-105.993007	Non-Human	454 FLX	Newbler v. 2.0.01.14	Felis catus	Carnivora	#ff0000	1.ORI	POINT (-105.993007 34.5708167)	6.994389999999999e-05	?	3.1568e-06
GCA_000182485.1_ASM18248v1_genomic	Nepal516	1967.0	-54	Nepal	Gandaki Pradesh	28.108392900000002	84.0917139	28.3840962	84.03632755245305	Antiqua	2.ANT	2.ANT1	SAMN02403941	KEEP: Assembly Modern Morelli 2010 Cui 2013 Keller 2019	2	Asia	1967.0	54.0	0.0	28.3840962	84.03632755245305	Human	?	?	Homo sapiens	Human	#97fca7	2.ANT	POINT (84.03632755245305 28.3840962)	7.075469999999999e-05	?	9.2473e-06
GCA_000181455.2_ASM18145v2_genomic	CA88-4125	1988.0	-33	United States of America	California	39.7837304	-100.4458825	36.7014631	-118.755997	Orientalis	1.ORI	1.ORI1	SAMN02403940	KEEP: Assembly Modern Morelli 2010 Cui 2013 Keller 2019	1	North America	1988.0	33.0	0.0	36.7014631	-118.755997	Human	?	?	Homo sapiens	Human	#ff0000	1.ORI	POINT (-118.755997 36.7014631)	6.9873e-05	?	3.0859e-06
GCA_000325485.1_ASM32548v1_genomic	YN663	1982.0	-39	China	Yunnan	35.000074	104.999927	25.0	102.0	Orientalis	1.ORI	1.ORI2	SAMN02403108	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1982.0	39.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Xenopsylla cneopis roths	Siphonaptera	#ff0000	1.ORI	POINT (102 25)	7.23368e-05	?	5.5496999999999996e-06
GCA_000325465.1_ASM32546v1_genomic	YN472	1957.0	-64	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403107	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1957.0	64.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Neopsyllini specialis	Siphonaptera	#ff4824	1.IN	POINT (102 25)	6.42825e-05	?	4.5859e-06
GCA_000325445.1_ASM32544v1_genomic	YN2588	2000.0	-21	China	Guangxi Zhuang	35.000074	104.999927	24.0	109.0	Orientalis	1.ORI	1.ORI2	SAMN02403106	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	2000.0	21.0	0.0	24.0	109.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Rattus flavipectus	Rodentia	#ff0000	1.ORI	POINT (109 24)	7.29553e-05	?	6.1682e-06
GCA_000325425.1_ASM32542v1_genomic	YN2551	2002.0	-19	China	Yunnan	35.000074	104.999927	25.0	102.0	Orientalis	1.ORI	1.ORI2	SAMN02403105	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	2002.0	19.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Rattus flavipectus	Rodentia	#ff0000	1.ORI	POINT (102 25)	7.23e-05	?	5.512899999999999e-06
GCA_000325405.1_ASM32540v1_genomic	YN2179	1995.0	-26	Myanmar	?	17.1750495	95.9999652	?	?	Orientalis	1.ORI	1.ORI2	SAMN02403104	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1995.0	26.0	0.0	17.1750495	95.9999652	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Rattus flavipectus	Rodentia	#ff0000	1.ORI	POINT (95.99996520000001 17.1750495)	7.431090000000001e-05	?	7.5238e-06
GCA_000325385.1_ASM32538v1_genomic	YN1683	1977.0	-44	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403103	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1977.0	44.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Apodemus speciosus	Rodentia	#ff4824	1.IN	POINT (102 25)	6.34205e-05	?	3.7238999999999996e-06
GCA_000325365.1_ASM32536v1_genomic	YN1065	1954.0	-67	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403102	KEEP: Assembly Modern Cui 2013 Keller 2019 Placement	1	Asia	1954.0	67.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Stenischia humilis	Siphonaptera	#ff4824	1.IN	POINT (102 25)	6.28485e-05	?	3.1519e-06
GCA_000325345.1_ASM32534v1_genomic	SHAN12	2006.0	-15	China	Shaanxi	35.000074	104.999927	35.8894105	109.13572849999998	Medievalis	2.MED	2.MED3	SAMN02403101	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	2006.0	15.0	0.0	35.8894105	109.13572849999998	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Meriones unguiculatus	Rodentia	#c5e88a	2.MED	POINT (109.1357285 35.8894105)	7.024689999999999e-05	?	6.8550000000000004e-06
GCA_000325325.1_ASM32532v1_genomic	SHAN11	2006.0	-15	China	Shaanxi	35.000074	104.999927	35.8894105	109.13572849999998	Medievalis	2.MED	2.MED3	SAMN02403100	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	2006.0	15.0	0.0	35.8894105	109.13572849999998	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Nosopsyllus laeviceps kuzenkovi	Siphonaptera	#c5e88a	2.MED	POINT (109.1357285 35.8894105)	6.956379999999999e-05	?	6.1719e-06
GCA_000325305.1_ASM32530v1_genomic	MGJZ9	1998.0	-23	Mongolia	Govi-Altai	46.825038799999994	103.8499736	45.3463139	95.9325806	Antiqua	3.ANT	3.ANT2	SAMN02403099	KEEP: Assembly Modern Cui 2013 Keller 2019 Placement	3	Asia	1998.0	23.0	0.0	45.3463139	95.9325806	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Orip silantiwii	Siphonaptera	#3ae8d7	3.ANT	POINT (95.93258059999999 45.3463139)	6.36276e-05	?	8.2684e-06
GCA_000325285.1_ASM32528v1_genomic	MGJZ7	1997.0	-24	Mongolia	Dornogovi	46.825038799999994	103.8499736	44.4179637	109.77837530000001	Antiqua	3.ANT	3.ANT2	SAMN02403098	KEEP: Assembly Modern Cui 2013 Keller 2019	3	Asia	1997.0	24.0	0.0	44.4179637	109.77837530000001	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Meriones meridianus	Rodentia	#3ae8d7	3.ANT	POINT (109.7783753 44.4179637)	6.266169999999998e-05	?	7.3025e-06
GCA_000325265.1_ASM32526v1_genomic	MGJZ6	1997.0	-24	Mongolia	Dornogovi	46.825038799999994	103.8499736	44.4179637	109.77837530000001	Antiqua	3.ANT	3.ANT2	SAMN02403097	KEEP: Assembly Modern Cui 2013 Keller 2019	3	Asia	1997.0	24.0	0.0	44.4179637	109.77837530000001	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Meriones meridianus	Rodentia	#3ae8d7	3.ANT	POINT (109.7783753 44.4179637)	6.195499999999999e-05	?	6.5958e-06
GCA_000325245.1_ASM32524v1_genomic	MGJZ3	1980.0	-41	Mongolia	Govi-Altai	46.825038799999994	103.8499736	45.3463139	95.9325806	Antiqua	3.ANT	3.ANT2	SAMN02403096	KEEP: Assembly Modern Cui 2013 Keller 2019	3	Asia	1980.0	41.0	0.0	45.3463139	95.9325806	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota sibirica	Rodentia	#3ae8d7	3.ANT	POINT (95.93258059999999 45.3463139)	6.478179999999999e-05	?	9.4226e-06
GCA_000325225.1_ASM32522v1_genomic	MGJZ12	2002.0	-19	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Antiqua	4.ANT	4.ANT1	SAMN02403095	KEEP: Assembly Modern Cui 2013 Keller 2019	4	Asia	2002.0	19.0	0.0	48.5470083	89.8549358	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota sibirica	Rodentia	#68fcc1	4.ANT	POINT (89.85493580000001 48.5470083)	6.24323e-05	?	6.3664e-06
GCA_000325205.1_ASM32520v1_genomic	MGJZ11	2000.0	-21	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Antiqua	3.ANT	3.ANT2	SAMN02403094	KEEP: Assembly Modern Cui 2013 Keller 2019	3	Asia	2000.0	21.0	0.0	48.5470083	89.8549358	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota sibirica	Rodentia	#3ae8d7	3.ANT	POINT (89.85493580000001 48.5470083)	6.45463e-05	?	9.1871e-06
GCA_000325185.1_ASM32518v1_genomic	M0000002	2001.0	-20	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Microtus	0.PE	0.PE4m	SAMN02403093	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia	2001.0	20.0	0.0	35.40709525	95.95211573241954	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Microtus fuscus	Rodentia	#5148fc	0.PE	POINT (95.95211573241954 35.40709525)	6.291820000000001e-05	?	6.06877e-05
GCA_000325165.1_ASM32516v1_genomic	K21985002	1985.0	-36	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	1.IN	1.IN1	SAMN02403092	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1985.0	36.0	0.0	42.4804953	85.4633464	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota himalayana	Rodentia	#ff4824	1.IN	POINT (85.46334640000001 42.4804953)	6.304169999999999e-05	?	3.3451e-06
GCA_000325125.1_ASM32512v1_genomic	J1978002	1978.0	-43	China	Ningxia	35.000074	104.999927	37.0000001	105.9999999	Medievalis	2.MED	2.MED3	SAMN02403090	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1978.0	43.0	0.0	37.0000001	105.9999999	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Spermophilus alaschanicus	Rodentia	#c5e88a	2.MED	POINT (105.9999999 37.0000001)	6.904539999999997e-05	?	5.653499999999999e-06
GCA_000325105.1_ASM32510v1_genomic	J1963002	1963.0	-58	China	Gansu	35.000074	104.999927	38.0000001	101.9999999	Medievalis	2.MED	2.MED3	SAMN02403089	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1963.0	58.0	0.0	38.0000001	101.9999999	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Citellophilus tesquorum sungaris	Siphonaptera	#c5e88a	2.MED	POINT (101.9999999 38.0000001)	6.765569999999998e-05	?	4.2638e-06
GCA_000325085.1_ASM32508v1_genomic	I2001001	2001.0	-20	China	Shaanxi	35.000074	104.999927	35.8894105	109.13572849999998	Medievalis	2.MED	2.MED3	SAMN02403088	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	2001.0	20.0	0.0	35.8894105	109.13572849999998	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Meriones unguiculatus	Rodentia	#c5e88a	2.MED	POINT (109.1357285 35.8894105)	7.04588e-05	?	7.0669e-06
GCA_000325065.1_ASM32506v1_genomic	I1994006	1994.0	-27	China	Hebei	35.000074	104.999927	39.0000001	116.0	Medievalis	2.MED	2.MED3	SAMN02403087	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1994.0	27.0	0.0	39.0000001	116.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Citellophilus tesquorum sungaris	Siphonaptera	#c5e88a	2.MED	POINT (116 39.0000001)	6.99878e-05	?	6.595900000000001e-06
GCA_000325045.1_ASM32504v1_genomic	I1991001	1991.0	-30	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Medievalis	2.MED	2.MED3	SAMN02403086	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1991.0	30.0	0.0	43.2443242	114.32516640000001	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Meriones unguiculatus	Rodentia	#c5e88a	2.MED	POINT (114.3251664 43.2443242)	7.071799999999998e-05	?	7.3261e-06
GCA_000325025.1_ASM32502v1_genomic	I1970005	1970.0	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Medievalis	2.MED	2.MED3	SAMN02403085	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1970.0	51.0	0.0	43.2443242	114.32516640000001	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Meriones unguiculatus	Rodentia	#c5e88a	2.MED	POINT (114.3251664 43.2443242)	6.97683e-05	?	6.3764000000000005e-06
GCA_000325005.1_ASM32500v1_genomic	I1969003	1969.0	-52	China	Ningxia	35.000074	104.999927	37.0000001	105.9999999	Medievalis	2.MED	2.MED3	SAMN02403084	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1969.0	52.0	0.0	37.0000001	105.9999999	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Meriones unguiculatus	Rodentia	#c5e88a	2.MED	POINT (105.9999999 37.0000001)	6.810319999999998e-05	?	4.711299999999999e-06
GCA_000324985.1_ASM32498v1_genomic	I160001	1987.0	-34	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Medievalis	2.MED	2.MED2	SAMN02403083	KEEP: Assembly Modern Cui 2013	2	Asia	1987.0	34.0	0.0	42.4804953	85.4633464	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota himalayana	Rodentia	#c5e88a	2.MED	POINT (85.46334640000001 42.4804953)	6.716089999999998e-05	?	3.769e-06
GCA_000324965.1_ASM32496v1_genomic	H1959004	1959.0	-62	China	Jilin	35.000074	104.999927	42.9995032	125.9816054	Antiqua	2.ANT	2.ANT3	SAMN02403082	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1959.0	62.0	0.0	42.9995032	125.9816054	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Rattus norvegicus	Rodentia	#97fca7	2.ANT	POINT (125.9816054 42.9995032)	6.67134e-05	?	5.206e-06
GCA_000324945.1_ASM32494v1_genomic	H1958004	1958.0	-63	China	Jilin	35.000074	104.999927	42.9995032	125.9816054	Medievalis	2.MED	2.MED3	SAMN02403081	KEEP: Assembly Modern Cui 2013	2	Asia	1958.0	63.0	0.0	42.9995032	125.9816054	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Spermophilus dauricus	Rodentia	#c5e88a	2.MED	POINT (125.9816054 42.9995032)	6.92809e-05	?	5.889e-06
GCA_000324925.1_ASM32492v1_genomic	G8786	[1950:2000]	[-71:-21]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN02403080	KEEP: Assembly Modern Modern Cui 2013 Keller 2019	0	Asia	1975.0	46.0	25.0	41.52653525	43.2469570403887	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Microtus arvalis	Rodentia	#5148fc	0.PE	POINT (43.2469570403887 41.52653525)	9.72293e-05	?	9.499879999999999e-05
GCA_000324905.1_ASM32490v1_genomic	G1996010	1996.0	-25	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN02403079	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1996.0	25.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Pseudois nayaur	Artiodactyla	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.595989999999996e-05	?	4.452500000000001e-06
GCA_000324885.1_ASM32488v1_genomic	G1996006	1996.0	-25	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN02403078	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1996.0	25.0	0.0	29.8556443	90.87498070000001	Human	Illumina GA II	Soapdenovo v. 2009.07.14	Homo sapiens	Human	#97fca7	2.ANT	POINT (90.87498070000001 29.8556443)	6.525319999999997e-05	?	3.7458000000000006e-06
GCA_000324865.1_ASM32486v1_genomic	F1984001	1984.0	-37	China	Yunnan	35.000074	104.999927	25.0	102.0	Orientalis	1.ORI	1.ORI2	SAMN02403077	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1984.0	37.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Rattus flavipectus	Rodentia	#ff0000	1.ORI	POINT (102 25)	7.23368e-05	?	5.5496999999999996e-06
GCA_000324845.1_ASM32484v1_genomic	F1954001	1954.0	-67	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403076	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1954.0	67.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Rattus flavipectus	Rodentia	#ff4824	1.IN	POINT (102 25)	6.468290000000001e-05	?	4.9863e-06
GCA_000324825.1_ASM32482v1_genomic	F1946001	1946.0	-75	China	Fujian	35.000074	104.999927	26.5450001	117.84277800000001	Orientalis	1.ORI	1.ORI1	SAMN02403075	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1946.0	75.0	0.0	26.5450001	117.84277800000001	Human	Illumina GA II	Soapdenovo v. 2009.07.14	Homo sapiens	Human	#ff0000	1.ORI	POINT (117.842778 26.5450001)	7.135719999999999e-05	?	4.5701000000000005e-06
GCA_000324765.1_ASM32476v1_genomic	E1977001	1977.0	-44	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403073	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1977.0	44.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Ctenophthalmus quadratus	Siphonaptera	#ff4824	1.IN	POINT (102 25)	6.33403e-05	?	3.6437e-06
GCA_000324745.1_ASM32474v1_genomic	D1991004	1991.0	-30	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403072	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1991.0	30.0	0.0	35.40709525	95.95211573241954	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota himalayana	Rodentia	#ff4824	1.IN	POINT (95.95211573241954 35.40709525)	6.377199999999999e-05	?	4.0754e-06
GCA_000324725.1_ASM32472v1_genomic	D1982001	1982.0	-39	China	Gansu	35.000074	104.999927	38.0000001	101.9999999	Antiqua	1.IN	1.IN2	SAMN02403071	KEEP: Assembly Modern Cui 2013 Keller 2019 Placement	1	Asia	1982.0	39.0	0.0	38.0000001	101.9999999	Human	Illumina GA II	Soapdenovo v. 2009.07.14	Homo sapiens	Human	#ff4824	1.IN	POINT (101.9999999 38.0000001)	6.332449999999999e-05	?	3.6279e-06
GCA_000324705.1_ASM32470v1_genomic	D1964002	1964.0	-57	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403070	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1964.0	57.0	0.0	35.40709525	95.95211573241954	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Canis faliaris	Carnivora	#ff4824	1.IN	POINT (95.95211573241954 35.40709525)	6.311249999999998e-05	?	3.4159e-06
GCA_000324685.1_ASM32468v1_genomic	D1964001	1964.0	-57	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403069	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1964.0	57.0	0.0	35.40709525	95.95211573241954	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota himalayana	Rodentia	#ff4824	1.IN	POINT (95.95211573241954 35.40709525)	6.426669999999999e-05	?	4.5701000000000005e-06
GCA_000324665.1_ASM32466v1_genomic	CMCCN010025	2000.0	-21	China	Sečuán	35.000074	104.999927	30.500000099999998	102.4999999	Microtus	0.PE	0.PE4m	SAMN02403068	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia	2000.0	21.0	0.0	30.500000099999998	102.4999999	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Microtus fuscus	Rodentia	#5148fc	0.PE	POINT (102.4999999 30.5000001)	6.2233e-05	?	6.00025e-05
GCA_000324645.1_ASM32464v1_genomic	CMCCK110001	1991.0	-30	China	Yunnan	35.000074	104.999927	25.0	102.0	Orientalis	1.ORI	1.ORI2	SAMN02403067	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1991.0	30.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Rattus flavipectus	Rodentia	#ff0000	1.ORI	POINT (102 25)	7.34129e-05	?	6.625799999999999e-06
GCA_000324625.1_ASM32462v1_genomic	CMCCK100001	1991.0	-30	China	Yunnan	35.000074	104.999927	25.0	102.0	Orientalis	1.ORI	1.ORI2	SAMN02403066	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1991.0	30.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Rattus flavipectus	Rodentia	#ff0000	1.ORI	POINT (102 25)	7.39622e-05	?	7.1751e-06
GCA_000324605.1_ASM32460v1_genomic	CMCC99103	1970.0	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Medievalis	2.MED	2.MED3	SAMN02403065	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1970.0	51.0	0.0	43.2443242	114.32516640000001	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Meriones unguiculatus	Rodentia	#c5e88a	2.MED	POINT (114.3251664 43.2443242)	7.090349999999999e-05	?	7.5116e-06
GCA_000324585.1_ASM32458v1_genomic	CMCC96007	1989.0	-32	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Antiqua	2.ANT	2.ANT3	SAMN02403064	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1989.0	32.0	0.0	43.2443242	114.32516640000001	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Meles meles	Carnivora	#97fca7	2.ANT	POINT (114.3251664 43.2443242)	6.706239999999999e-05	?	5.555e-06
GCA_000324565.1_ASM32456v1_genomic	CMCC96001	1957.0	-64	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Antiqua	2.ANT	2.ANT3	SAMN02403063	KEEP: Assembly Modern Cui 2013 Keller 2019 Placement	2	Asia	1957.0	64.0	0.0	43.2443242	114.32516640000001	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Vulpes vulpes	Carnivora	#97fca7	2.ANT	POINT (114.3251664 43.2443242)	6.7146e-05	?	5.6386e-06
GCA_000324545.1_ASM32454v1_genomic	CMCC95001	1970.0	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Antiqua	2.ANT	2.ANT3	SAMN02403062	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1970.0	51.0	0.0	43.2443242	114.32516640000001	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Spermophilus dauricus	Rodentia	#97fca7	2.ANT	POINT (114.3251664 43.2443242)	6.757259999999998e-05	?	6.065199999999999e-06
GCA_000324525.1_ASM32452v1_genomic	CMCC93014	1970.0	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Microtus	0.PE	0.PE4m	SAMN02403061	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia	1970.0	51.0	0.0	43.2443242	114.32516640000001	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Microtus brandti	Rodentia	#5148fc	0.PE	POINT (114.3251664 43.2443242)	6.668509999999998e-05	?	6.44546e-05
GCA_000324505.1_ASM32450v1_genomic	CMCC92010	1971.0	-50	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Antiqua	2.ANT	2.ANT3	SAMN02403060	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1971.0	50.0	0.0	43.2443242	114.32516640000001	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Spermophilus dauricus	Rodentia	#97fca7	2.ANT	POINT (114.3251664 43.2443242)	6.785859999999999e-05	?	6.3511999999999994e-06
GCA_000324485.1_ASM32448v1_genomic	CMCC92004	1957.0	-64	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Medievalis	2.MED	2.MED3	SAMN02403059	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1957.0	64.0	0.0	43.2443242	114.32516640000001	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Ophthalmopsylla kiritschenkoi	Siphonaptera	#c5e88a	2.MED	POINT (114.3251664 43.2443242)	6.93045e-05	?	5.9126e-06
GCA_000324465.1_ASM32446v1_genomic	CMCC91090	1970.0	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Microtus	0.PE	0.PE4m	SAMN02403058	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia	1970.0	51.0	0.0	43.2443242	114.32516640000001	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Microtus brandti	Rodentia	#5148fc	0.PE	POINT (114.3251664 43.2443242)	6.391829999999999e-05	?	6.16878e-05
GCA_000324445.1_ASM32444v1_genomic	CMCC90027	1970.0	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Medievalis	2.MED	2.MED3	SAMN02403057	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1970.0	51.0	0.0	43.2443242	114.32516640000001	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Meriones unguiculatus	Rodentia	#c5e88a	2.MED	POINT (114.3251664 43.2443242)	6.883339999999998e-05	?	5.4414999999999995e-06
GCA_000324425.1_ASM32442v1_genomic	CMCC87001	1982.0	-39	China	Yunnan	35.000074	104.999927	25.0	102.0	Orientalis	1.ORI	1.ORI2	SAMN02403056	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1982.0	39.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Rattus flavipectus	Rodentia	#ff0000	1.ORI	POINT (102 25)	7.18421e-05	?	5.055e-06
