#name, A, B, C, D, E, F, G, H, I, J, K, L
GCA_013392085.1_ASM1339208v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0000316, 7.33666793588914e-10, 5.090712261635364e-10, 5.079642645668398e-10, 5.324902975921428e-10, 5.170698602156606e-10, 5.090327999317157e-10, 5.545149342206604e-10, 1.0618722930610557e-09, 1.9883480497358658e-09, 0.9999999919167841, 5.845927437112979e-10, 5.845927436824082e-10
NODE_0000317, 6.993763891260072e-10, 5.0813184667034e-10, 5.070334208653099e-10, 5.315573222049578e-10, 5.160784851300024e-10, 5.080602877699644e-10, 5.535530545380837e-10, 9.18163063488083e-10, 1.3958803402667767e-09, 0.9999999927110352, 5.755652416402558e-10, 5.755652416000555e-10
NODE_0000318, 6.980782807155926e-10, 5.072863714476134e-10, 5.061951760129794e-10, 5.3067300144625e-10, 5.152191582365321e-10, 5.072168542378691e-10, 5.52641380333605e-10, 9.161695299697416e-10, 1.3920003487258115e-09, 0.9999999927253909, 5.745645865286515e-10, 5.745645864884839e-10
GCA_000323645.1_ASM32364v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
GCA_000324985.1_ASM32498v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000319, 6.987110886166183e-10, 5.077081810225397e-10, 5.066133819380823e-10, 5.311142164109743e-10, 5.156478555281548e-10, 5.076376246120359e-10, 5.530962483092502e-10, 9.170930740812271e-10, 1.3935992581928157e-09, 0.9999999927186581, 5.750604097798908e-10, 5.750604097397008e-10
GCA_000169655.1_ASM16965v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000320, 6.980776778412462e-10, 5.072860187151346e-10, 5.061948285046973e-10, 5.306726325862823e-10, 5.152187994377033e-10, 5.072165031194572e-10, 5.526410038264564e-10, 9.161684534706467e-10, 1.391997736827324e-09, 0.9999999927253981, 5.745641506203591e-10, 5.745641505801915e-10
GCA_000323565.1_ASM32356v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
GCA_000323725.1_ASM32372v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0000321, 6.993781148667836e-10, 5.081329025331199e-10, 5.070344610698102e-10, 5.315584264931159e-10, 5.160795589952362e-10, 5.080613386395451e-10, 5.535541816828509e-10, 9.181658633742108e-10, 1.3958858657211924e-09, 0.9999999927110163, 5.755665293101019e-10, 5.755665292699013e-10
NODE_0000322, 6.993450459015338e-10, 5.081306935802765e-10, 5.070322803963661e-10, 5.315561666155463e-10, 5.160772677783705e-10, 5.080590946243387e-10, 5.535518667022945e-10, 9.180184832604164e-10, 1.3952018472737666e-09, 0.999999992711913, 5.755570904929291e-10, 5.755570904527187e-10
NODE_0000323, 6.980782520207945e-10, 5.072863700838554e-10, 5.061951746663604e-10, 5.30673000070036e-10, 5.152191567968194e-10, 5.072168528278664e-10, 5.526413789226632e-10, 9.161693847406257e-10, 1.3919995735293233e-09, 0.9999999927253916, 5.745645790975654e-10, 5.745645790573978e-10
GCA_016102575.1_ASM1610257v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
GCA_016102755.1_ASM1610275v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000324, 6.987110598958322e-10, 5.077081796576488e-10, 5.06613380590352e-10, 5.311142150336173e-10, 5.156478540872455e-10, 5.076376232008648e-10, 5.530962468971486e-10, 9.170929287058608e-10, 1.3935984821069253e-09, 0.9999999927186591, 5.750604023423979e-10, 5.750604023022079e-10
GCA_016102545.1_ASM1610254v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000325, 6.980776778148456e-10, 5.072860187135552e-10, 5.061948285031399e-10, 5.306726325846794e-10, 5.152187994360364e-10, 5.072165031178257e-10, 5.526410038248167e-10, 9.161684533245465e-10, 1.3919977359406622e-09, 0.999999992725398, 5.745641506134899e-10, 5.745641505733223e-10
GCA_010974855.1_ASM1097485v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
GCA_016102565.1_ASM1610256v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0000326, 6.993461968655831e-10, 5.081313977806728e-10, 5.070329741518024e-10, 5.315569031129248e-10, 5.160779839855398e-10, 5.080597954938679e-10, 5.535526184407064e-10, 9.180203504971504e-10, 1.3952055312322285e-09, 0.9999999927119003, 5.755579492983914e-10, 5.755579492581811e-10
NODE_0000327, 6.993455918545652e-10, 5.081310438747648e-10, 5.070326254947854e-10, 5.315565330259604e-10, 5.160776239923373e-10, 5.080594432101215e-10, 5.535522406935471e-10, 9.18019269947159e-10, 1.3952029091057566e-09, 0.9999999927119078, 5.755575118956819e-10, 5.755575118554725e-10
NODE_0000328, 6.987110603904578e-10, 5.077081799491175e-10, 5.066133808757006e-10, 5.311142153384479e-10, 5.156478543838451e-10, 5.076376234902589e-10, 5.530962472052332e-10, 9.170929294980293e-10, 1.3935984833263808e-09, 0.9999999927186592, 5.750604027060661e-10, 5.75060402665876e-10
GCA_001617735.1_Yersinia_pestis_M-1763_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000329, 6.980776778152934e-10, 5.072860187137979e-10, 5.061948285033759e-10, 5.306726325849331e-10, 5.152187994362835e-10, 5.072165031180661e-10, 5.526410038250706e-10, 9.16168453325343e-10, 1.3919977359420602e-09, 0.9999999927253981, 5.745641506138038e-10, 5.745641505736361e-10
GCA_001613895.1_ASM161389v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
GCA_003074295.1_ASM307429v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0000330, 6.987122097895613e-10, 5.077088832706699e-10, 5.066140737708215e-10, 5.311149509167879e-10, 5.156485696965581e-10, 5.076383234870934e-10, 5.530969980149162e-10, 9.170947939126871e-10, 1.393602160940662e-09, 0.9999999927186466, 5.75061260399533e-10, 5.750612603593452e-10
GCA_003086095.1_ASM308609v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000331, 6.993455913036808e-10, 5.081310435784137e-10, 5.070326252046449e-10, 5.315565327161237e-10, 5.160776236906491e-10, 5.08059442915757e-10, 5.535522403803806e-10, 9.180192688552751e-10, 1.395202906089897e-09, 0.9999999927119079, 5.755575115159917e-10, 5.755575114757824e-10
NODE_0000332, 6.987110603899578e-10, 5.0770817994887e-10, 5.066133808754596e-10, 5.311142153381888e-10, 5.156478543835926e-10, 5.076376234900132e-10, 5.53096247204974e-10, 9.170929294969306e-10, 1.3935984833229273e-09, 0.9999999927186594, 5.750604027057374e-10, 5.750604026655472e-10
GCA_002412305.1_Y.pestis_A-1809_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000333, 6.98077677815293e-10, 5.072860187137976e-10, 5.061948285033757e-10, 5.306726325849328e-10, 5.152187994362833e-10, 5.07216503118066e-10, 5.526410038250705e-10, 9.161684533253419e-10, 1.3919977359420562e-09, 0.9999999927253981, 5.745641506138035e-10, 5.745641505736359e-10
GCA_003086075.1_ASM308607v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
GCA_003086115.1_ASM308611v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0000334, 6.993455902615313e-10, 5.081310429923128e-10, 5.070326246308276e-10, 5.31556532103252e-10, 5.160776230941118e-10, 5.080594423337013e-10, 5.535522397609263e-10, 9.180192669781448e-10, 1.3952029018735703e-09, 0.9999999927119079, 5.755575107748932e-10, 5.75557510734684e-10
NODE_0000335, 6.987110603890125e-10, 5.077081799483807e-10, 5.066133808749835e-10, 5.311142153376775e-10, 5.156478543830943e-10, 5.076376234895285e-10, 5.53096247204462e-10, 9.170929294950414e-10, 1.393598483318096e-09, 0.9999999927186592, 5.750604027050962e-10, 5.750604026649063e-10
GCA_000275685.1_ASM27568v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000336, 6.980776778152921e-10, 5.072860187137972e-10, 5.061948285033753e-10, 5.306726325849325e-10, 5.152187994362829e-10, 5.072165031180655e-10, 5.5264100382507e-10, 9.1616845332534e-10, 1.3919977359420507e-09, 0.9999999927253981, 5.74564150613803e-10, 5.745641505736354e-10
GCA_004023585.1_ASM402358v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
GCA_004023595.1_ASM402359v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0000337, 6.987110603890125e-10, 5.077081799483807e-10, 5.066133808749835e-10, 5.311142153376775e-10, 5.156478543830943e-10, 5.076376234895285e-10, 5.53096247204462e-10, 9.170929294950414e-10, 1.393598483318096e-09, 0.9999999927186592, 5.750604027050962e-10, 5.750604026649063e-10
GCA_000323245.1_ASM32324v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000338, 6.980776778152921e-10, 5.072860187137972e-10, 5.061948285033753e-10, 5.306726325849325e-10, 5.152187994362829e-10, 5.072165031180655e-10, 5.5264100382507e-10, 9.1616845332534e-10, 1.3919977359420507e-09, 0.9999999927253981, 5.74564150613803e-10, 5.745641505736354e-10
GCA_000323205.1_ASM32320v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
GCA_000323225.1_ASM32322v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0000339, 6.987122108614703e-10, 5.077088838600675e-10, 5.066140743478662e-10, 5.311149515330558e-10, 5.156485702965113e-10, 5.076383240724823e-10, 5.530969986378055e-10, 9.170947959428325e-10, 1.393602166062628e-09, 0.9999999927186465, 5.750612611497588e-10, 5.750612611095707e-10
GCA_009909635.1_ASM990963v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0000340, 6.99346168091698e-10, 5.081313964128133e-10, 5.070329728011531e-10, 5.315569017325547e-10, 5.160779825415055e-10, 5.080597940796424e-10, 5.535526170255379e-10, 9.180202048270082e-10, 1.3952047533576237e-09, 0.9999999927119014, 5.755579418472436e-10, 5.755579418070342e-10
NODE_0000341, 6.993455907849736e-10, 5.081310432865883e-10, 5.070326249189278e-10, 5.31556532410968e-10, 5.160776233936281e-10, 5.080594426259428e-10, 5.535522400719347e-10, 9.180192679214462e-10, 1.3952029039938507e-09, 0.9999999927119079, 5.755575111470478e-10, 5.755575111068384e-10
NODE_0000342, 6.987110603894873e-10, 5.077081799486264e-10, 5.066133808752226e-10, 5.311142153379341e-10, 5.156478543833444e-10, 5.076376234897719e-10, 5.53096247204719e-10, 9.170929294959906e-10, 1.3935984833205254e-09, 0.9999999927186592, 5.750604027054182e-10, 5.750604026652282e-10
GCA_016102645.1_ASM1610264v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000343, 6.980776778152926e-10, 5.072860187137974e-10, 5.061948285033755e-10, 5.306726325849326e-10, 5.152187994362831e-10, 5.072165031180657e-10, 5.526410038250703e-10, 9.161684533253409e-10, 1.3919977359420531e-09, 0.9999999927253981, 5.745641506138033e-10, 5.745641505736357e-10
GCA_010974835.1_ASM1097483v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
GCA_016102555.1_ASM1610255v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0000344, 6.987110603894873e-10, 5.077081799486264e-10, 5.066133808752226e-10, 5.311142153379341e-10, 5.156478543833444e-10, 5.076376234897719e-10, 5.53096247204719e-10, 9.170929294959906e-10, 1.3935984833205254e-09, 0.9999999927186592, 5.750604027054182e-10, 5.750604026652282e-10
GCA_016102775.1_ASM1610277v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000345, 6.980776778152926e-10, 5.072860187137974e-10, 5.061948285033755e-10, 5.306726325849326e-10, 5.152187994362831e-10, 5.072165031180657e-10, 5.526410038250703e-10, 9.161684533253409e-10, 1.3919977359420531e-09, 0.9999999927253981, 5.745641506138033e-10, 5.745641505736357e-10
GCA_016102665.1_ASM1610266v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
GCA_016102685.1_ASM1610268v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0000346, 6.993467433135989e-10, 5.081317483665849e-10, 5.070333195355007e-10, 5.315572698281356e-10, 5.160783404960526e-10, 5.080601443689801e-10, 5.535529927399685e-10, 9.180211379770619e-10, 1.3952065942842766e-09, 0.999999992711895, 5.755583710649048e-10, 5.755583710246964e-10
NODE_0000347, 6.993461675701239e-10, 5.081313961195155e-10, 5.070329725140044e-10, 5.315569014258594e-10, 5.160779822429851e-10, 5.080597937883689e-10, 5.535526167155515e-10, 9.180202038873452e-10, 1.3952047512460092e-09, 0.9999999927119014, 5.755579414763661e-10, 5.755579414361566e-10
NODE_0000348, 6.993455913051025e-10, 5.081310435791502e-10, 5.07032625205361e-10, 5.315565327168918e-10, 5.160776236913987e-10, 5.080594429164855e-10, 5.535522403811493e-10, 9.180192688581191e-10, 1.3952029060971725e-09, 0.9999999927119079, 5.755575115169563e-10, 5.755575114767461e-10
NODE_0000349, 6.987110603899592e-10, 5.077081799488707e-10, 5.066133808754602e-10, 5.311142153381894e-10, 5.156478543835933e-10, 5.076376234900139e-10, 5.530962472049746e-10, 9.170929294969335e-10, 1.3935984833229358e-09, 0.9999999927186594, 5.750604027057381e-10, 5.750604026655481e-10
GCA_003074355.1_ASM307435v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000350, 6.98077677815293e-10, 5.072860187137976e-10, 5.061948285033757e-10, 5.306726325849328e-10, 5.152187994362833e-10, 5.07216503118066e-10, 5.526410038250705e-10, 9.161684533253419e-10, 1.3919977359420562e-09, 0.9999999927253981, 5.745641506138035e-10, 5.745641505736359e-10
GCA_003074335.1_ASM307433v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
GCA_003074375.1_ASM307437v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0000351, 6.987116340478437e-10, 5.077085310239294e-10, 5.066137267495892e-10, 5.311145825148827e-10, 5.156482114438065e-10, 5.076379729067644e-10, 5.530966219907769e-10, 9.170938598277552e-10, 1.3936003179150427e-09, 0.9999999927186529, 5.750608308117921e-10, 5.750608307716044e-10
GCA_000006645.1_ASM664v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0000352, 6.987104856904139e-10, 5.077078282882322e-10, 5.066130344280463e-10, 5.311138475491577e-10, 5.156474967273806e-10, 5.07637273491742e-10, 5.530958718002912e-10, 9.170919972892815e-10, 1.3935966445146661e-09, 0.9999999927186655, 5.75059973859102e-10, 5.75059973818912e-10
GCA_000970105.1_ASM97010v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0000353, 6.980776772946906e-10, 5.072860184209897e-10, 5.061948282167033e-10, 5.306726322787511e-10, 5.152187991382616e-10, 5.072165028272787e-10, 5.526410035155975e-10, 9.161684523877237e-10, 1.3919977338363195e-09, 0.9999999927253982, 5.745641502435734e-10, 5.745641502034058e-10
GCA_000182705.1_ASM18270v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
GCA_001261975.1_YPW_8_IHQD_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0000354, 6.987116356115406e-10, 5.077085319033283e-10, 5.066137276105559e-10, 5.311145834344478e-10, 5.15648212338866e-10, 5.07637973780094e-10, 5.530966229202171e-10, 9.170938626443953e-10, 1.3936003242419429e-09, 0.9999999927186529, 5.750608319237628e-10, 5.75060831883575e-10
GCA_006376435.1_ASM637643v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000355, 6.987116340478448e-10, 5.07708531023931e-10, 5.066137267495917e-10, 5.311145825148843e-10, 5.156482114438079e-10, 5.076379729067665e-10, 5.530966219907789e-10, 9.17093859827755e-10, 1.3936003179150375e-09, 0.9999999927186528, 5.750608308117945e-10, 5.750608307716055e-10
GCA_006376415.1_ASM637641v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0000356, 6.993444413832479e-10, 5.081303399648548e-10, 5.070319320237422e-10, 5.315557968323867e-10, 5.160769080807663e-10, 5.080587426290143e-10, 5.535514892621918e-10, 9.180174034988169e-10, 1.3951992263571042e-09, 0.9999999927119205, 5.755566534526025e-10, 5.755566534123932e-10
NODE_0000357, 6.98078251472796e-10, 5.072863697889752e-10, 5.06195174377651e-10, 5.306729997617363e-10, 5.152191564966291e-10, 5.072168525349592e-10, 5.52641378611035e-10, 9.161693836547172e-10, 1.3919995705300361e-09, 0.9999999927253916, 5.745645787198116e-10, 5.745645786796442e-10
GCA_001559935.1_ASM155993v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
GCA_001613865.1_ASM161386v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000358, 6.987116330052214e-10, 5.077085304375821e-10, 5.06613726175533e-10, 5.311145819017544e-10, 5.156482108470184e-10, 5.07637972324465e-10, 5.530966213710657e-10, 9.170938579496786e-10, 1.3936003136962983e-09, 0.9999999927186528, 5.750608300703719e-10, 5.750608300301841e-10
GCA_015159615.1_ASM1515961v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000359, 6.987104856894683e-10, 5.077078282877428e-10, 5.066130344275703e-10, 5.31113847548646e-10, 5.156474967268822e-10, 5.076372734912571e-10, 5.53095871799779e-10, 9.170919972873915e-10, 1.3935966445098323e-09, 0.9999999927186657, 5.750599738584608e-10, 5.750599738182708e-10
GCA_006376495.1_ASM637649v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0000360, 6.980776772946897e-10, 5.072860184209893e-10, 5.06194828216703e-10, 5.306726322787507e-10, 5.152187991382613e-10, 5.072165028272783e-10, 5.52641003515597e-10, 9.16168452387722e-10, 1.3919977338363137e-09, 0.9999999927253982, 5.745641502435727e-10, 5.745641502034052e-10
GCA_006376535.1_ASM637653v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
GCA_006376535.2_ASM637653v2_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0000361, 6.993461675691785e-10, 5.081313961190263e-10, 5.070329725135289e-10, 5.315569014253495e-10, 5.160779822424873e-10, 5.080597937878842e-10, 5.535526167150391e-10, 9.180202038854551e-10, 1.3952047512411766e-09, 0.9999999927119014, 5.755579414757251e-10, 5.755579414355166e-10
NODE_0000362, 6.993450166061237e-10, 5.081306919191225e-10, 5.070322787585717e-10, 5.315561649284849e-10, 5.160772660358188e-10, 5.080590929188438e-10, 5.535518649771428e-10, 9.180183366509111e-10, 1.3952010672896068e-09, 0.999999992711914, 5.755570826709169e-10, 5.755570826307063e-10
NODE_0000363, 6.980782519938724e-10, 5.07286370082028e-10, 5.061951746645616e-10, 5.30673000068174e-10, 5.152191567949e-10, 5.072168528259893e-10, 5.526413789207641e-10, 9.161693845932849e-10, 1.391999572638204e-09, 0.9999999927253916, 5.745645790903631e-10, 5.745645790501956e-10
GCA_001188815.1_ASM118881v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
GCA_001617785.1_Yersinia_pestis_M-549_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000364, 6.987110598688859e-10, 5.077081796558199e-10, 5.066133805885517e-10, 5.311142150317539e-10, 5.156478540853245e-10, 5.076376231989859e-10, 5.530962468952478e-10, 9.170929285583715e-10, 1.3935984812147837e-09, 0.9999999927186594, 5.750604023351893e-10, 5.750604022949993e-10
GCA_006376475.1_ASM637647v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000365, 6.980776778148207e-10, 5.072860187135533e-10, 5.061948285031379e-10, 5.306726325846773e-10, 5.152187994360343e-10, 5.072165031178236e-10, 5.526410038248146e-10, 9.161684533243981e-10, 1.391997735939643e-09, 0.9999999927253981, 5.745641506134832e-10, 5.745641505733156e-10
GCA_001188735.1_ASM118873v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
GCA_001617805.1_Yersinia_pestis_173_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0000366, 6.987122092694087e-10, 5.07708882978107e-10, 5.066140734843876e-10, 5.311149506108612e-10, 5.156485693987853e-10, 5.076383231965488e-10, 5.530969977056998e-10, 9.170947929758654e-10, 1.393602158836321e-09, 0.9999999927186466, 5.75061260029619e-10, 5.750612599894312e-10
GCA_009296005.1_ASM929600v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000367, 6.993444419062134e-10, 5.08130340258884e-10, 5.070319323116034e-10, 5.315557971398449e-10, 5.160769083800315e-10, 5.080587429210116e-10, 5.535514895729421e-10, 9.180174044411628e-10, 1.3951992284749327e-09, 0.9999999927119204, 5.75556653824433e-10, 5.755566537842237e-10
NODE_0000368, 6.9807825147327e-10, 5.072863697892205e-10, 5.061951743778897e-10, 5.306729997619926e-10, 5.152191564968789e-10, 5.072168525352023e-10, 5.526413786112917e-10, 9.161693836556649e-10, 1.39199957053246e-09, 0.9999999927253918, 5.745645787201331e-10, 5.745645786799656e-10
GCA_009909655.1_ASM990965v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
GCA_010974845.1_ASM1097484v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000369, 6.987116340473729e-10, 5.077085310236856e-10, 5.066137267493533e-10, 5.311145825146287e-10, 5.156482114435596e-10, 5.076379729065235e-10, 5.530966219905233e-10, 9.170938598268124e-10, 1.3936003179126263e-09, 0.9999999927186529, 5.750608308114729e-10, 5.750608307712851e-10
GCA_016102655.1_ASM1610265v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0000370, 6.987116345684458e-10, 5.07708531316736e-10, 5.066137270362614e-10, 5.31114582821064e-10, 5.156482117418272e-10, 5.076379731975515e-10, 5.530966223002495e-10, 9.170938607653735e-10, 1.3936003200207819e-09, 0.9999999927186529, 5.750608311820215e-10, 5.750608311418336e-10
GCA_001617725.1_Yersinia_pestis_M-1484_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000371, 6.99345017126721e-10, 5.081306922119269e-10, 5.070322790452406e-10, 5.315561652346635e-10, 5.160772663338366e-10, 5.080590932096277e-10, 5.535518652866124e-10, 9.180183375885248e-10, 1.3952010693953327e-09, 0.9999999927119139, 5.755570830411427e-10, 5.755570830009332e-10
NODE_0000372, 6.980782519943443e-10, 5.072863700822723e-10, 5.061951746647993e-10, 5.306730000684293e-10, 5.152191567951488e-10, 5.072168528262313e-10, 5.526413789210197e-10, 9.161693845942278e-10, 1.3919995726406144e-09, 0.9999999927253918, 5.745645790906831e-10, 5.745645790505155e-10
GCA_015350455.1_ASM1535045v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
GCA_016102945.1_ASM1610294v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000373, 6.993461665256103e-10, 5.081313955321912e-10, 5.070329719389972e-10, 5.315569008117101e-10, 5.160779816452013e-10, 5.080597932051018e-10, 5.53552616094818e-10, 9.180202020054855e-10, 1.3952047470175841e-09, 0.9999999927119013, 5.755579407336645e-10, 5.755579406934552e-10
NODE_0000374, 6.987116345693901e-10, 5.077085313172245e-10, 5.066137270367357e-10, 5.311145828215741e-10, 5.156482117423245e-10, 5.076379731980346e-10, 5.530966223007598e-10, 9.17093860767264e-10, 1.3936003200256176e-09, 0.9999999927186528, 5.750608311826618e-10, 5.75060831142474e-10
GCA_015350435.1_ASM1535043v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
