sample	strain	date	date_bp	country	province	country_lat	country_lon	province_lat	province_lon	biovar	branch_major	branch_minor	biosample_accession	biosample_comment	branch_number	continent	date_mean	date_bp_mean	date_err	lat	lon	host_human	sequencing_technology	assembly_method	host_raw	host_order	library_layout	tstv	cds_sites	ns_sites	ss_sites	ns_ss_ratio	other_var	other_var_ratio	homo_het_sites	homo_sites	het_sites	het_ratio	external_branch_length	population_color	population	geometry	root_rtt_dist	population_rtt_dist	node_type	branch_length	branch_support	branch_support_conf_char	branch_support_conf_category	timetree_date	timetree_CI_height	timetree_CI_date	mugration_country	mugration_province	mugration_continent	mugration_host_order	mugration_population	mugration_country_confidence	mugration_country_lat_confidence	mugration_country_lon_confidence	mugration_province_confidence	mugration_province_lat_confidence	mugration_province_lon_confidence	mugration_continent_confidence	mugration_host_order_confidence	mugration_population_confidence	mugration_country_lat	mugration_country_lon	mugration_province_lat	mugration_province_lon	branch_length_sub	branch_length_time	rate_sub	rate_sub_year	date_lower	date_upper	divtree_coord_x	divtree_coord_y	rtt_dist	timetree_coord_x	timetree_coord_y	timetree_date_calendar	timetree_CI_lower_err	timetree_CI_upper_err	country_date_strain	province_date_strain	root_geo_dist	population_geo_dist
GCA_016102675.1_ASM1610267v1_genomic	378	2015.0	-6	Russia	Republic of Kalmykia	64.6863136	97.7453061	46.90171160000001	45.249161	Medievalis	2.MED	2.MED1	SAMN15062813	KEEP: Assembly Modern	2.0	Europe	2015.0	6.0	0.0	46.90171160000001	45.249161	Non-Human	IonTorrent	Newbler v. 2.6	Meriones meridianus	Rodentia	NA	1.761	223.0	125.0	52.0	2.40385	0.0	0.0	248.0	223.0	25.0	0.100806	2.3500000000000002e-08	#c5e88a	2.MED	POINT (45.249161 46.90171160000001)	7.323190000000008e-05	9.623e-06	terminal	2.35e-08	0.0		LOW	-6	NA	NA	Russia	Republic of Kalmykia	Europe	Rodentia	2.MED	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	64.6863136	97.7453061	46.90171160000001	45.249161	0.099753317	19.8317	1.1849715354709882e-09	0.005029993243141031	2015.0	2015.0	7.323190000000008e-05	477.0	7.323190000000008e-05	5540.01261	477.0	2015.0	0.0	0.0	Russia (2015.0) 378	Russia (2015.0) 378	3257.92765865	3336.85563555
GCA_016102645.1_ASM1610264v1_genomic	165	1932.0	-89	Kazakhstan	West Kazakhstan Region	47.2286086	65.20931970000001	49.5568479	50.2227409	Medievalis	2.MED	2.MED1	SAMN15055973	KEEP: Assembly Modern	2.0	Asia	1932.0	89.0	0.0	49.5568479	50.2227409	Human	IonTorrent	Newbler v. 2.6	Homo sapiens	Human	NA	1.786	219.0	122.0	47.0	2.59574	1.0	0.0212766	229.0	219.0	10.0	0.0436681	3.5206000000000002e-06	#c5e88a	2.MED	POINT (50.2227409 49.5568479)	7.351340000000001e-05	9.9045e-06	terminal	3.5206e-06	0.0		LOW	-89	NA	NA	Kazakhstan	West Kazakhstan Region	Asia	Human	2.MED	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	47.2286086	65.20931970000001	49.5568479	50.2227409	14.944320333199999	232.309	1.5154815353688407e-08	0.06432949361927433	1932.0	1932.0	7.351340000000001e-05	438.0	7.351340000000001e-05	5457.012300000001	438.0	1932.0	0.0	0.0	Kazakhstan (1932.0) 165	Kazakhstan (1932.0) 165	2858.7010392	3553.12954736
GCA_016102545.1_ASM1610254v1_genomic	146	1931.0	-90	Azerbaijan	Nagorno-Karabakh Republic	40.3936294	47.787250799999995	39.97461145	46.64969832546284	Medievalis	2.MED	2.MED1	SAMN15055918	KEEP: Assembly Modern	2.0	Asia	1931.0	90.0	0.0	39.97461145	46.64969832546284	Human	IonTorrent	Newbler v. 2.6	Homo sapiens	Human	NA	1.895	226.0	131.0	50.0	2.62	1.0	0.02	246.0	226.0	20.0	0.0813008	5.163500000000001e-06	#c5e88a	2.MED	POINT (46.64969832546284 39.97461145)	7.58134e-05	1.2204499999999996e-05	terminal	5.1635e-06	0.0		LOW	-90	NA	NA	Azerbaijan	Nagorno-Karabakh Republic	Asia	Human	2.MED	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	40.3936294	47.787250799999995	39.97461145	46.64969832546284	21.918138397	250.851	2.0583932294469623e-08	0.08737512865007514	1931.0	1931.0	7.58134e-05	413.0	7.58134e-05	5456.0124000000005	413.0	1931.0	0.0	0.0	Azerbaijan (1931.0) 146	Azerbaijan (1931.0) 146	4210.00757103	4981.81651508
GCA_016102585.1_ASM1610258v1_genomic	48	1966.0	-55	Kazakhstan	Aktobe Region	47.2286086	65.20931970000001	48.23965820000001	57.721328899999996	Medievalis	2.MED	2.MED1	SAMN15054255	KEEP: Assembly Modern Ambiguous Province Western or Aktobe	2.0	Asia	1966.0	55.0	0.0	48.23965820000001	57.721328899999996	Human	IonTorrent	Newbler v. 2.6	Homo sapiens	Human	NA	1.881	218.0	119.0	53.0	2.24528	0.0	0.0	245.0	218.0	27.0	0.110204	2.3469999999999998e-07	#c5e88a	2.MED	POINT (57.7213289 48.23965820000001)	7.175320000000007e-05	8.1443e-06	terminal	2.347e-07	0.0		LOW	-55	NA	NA	Kazakhstan	Aktobe Region	Asia	Human	2.MED	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	47.2286086	65.20931970000001	48.23965820000001	57.721328899999996	0.9962597234	82.5517	2.8430668296352468e-09	0.012068312625905948	1966.0	1966.0	7.175320000000007e-05	462.0	7.175320000000007e-05	5491.012610000001	462.0	1966.0	0.0	0.0	Kazakhstan (1966.0) 48	Kazakhstan (1966.0) 48	2858.7010392	3553.12954736
GCA_016102575.1_ASM1610257v1_genomic	4	1917.0	-104	Kazakhstan	West Kazakhstan Region	47.2286086	65.20931970000001	49.5568479	50.2227409	Medievalis	2.MED	2.MED1	SAMN15053851	KEEP: Assembly Modern	2.0	Asia	1917.0	104.0	0.0	49.5568479	50.2227409	Non-Human	IonTorrent	Newbler v. 2.6	Camelus	Artiodactyla	NA	1.911	210.0	121.0	45.0	2.68889	0.0	0.0	236.0	210.0	26.0	0.110169	1.8775999999999998e-06	#c5e88a	2.MED	POINT (50.2227409 49.5568479)	7.229280000000001e-05	8.6839e-06	terminal	1.8776e-06	0.0		LOW	-104	NA	NA	Kazakhstan	West Kazakhstan Region	Asia	Artiodactyla	2.MED	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	47.2286086	65.20931970000001	49.5568479	50.2227409	7.9700777872	157.462	1.1924146778270315e-08	0.05061588057563095	1917.0	1917.0	7.229280000000001e-05	414.0	7.229280000000001e-05	5442.0129	414.0	1917.0	0.0	0.0	Kazakhstan (1917.0) 4	Kazakhstan (1917.0) 4	2858.7010392	3553.12954736
GCA_015190655.1_ASM1519065v1_genomic	S19960127	1996.0	-25	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021983	KEEP: Assembly Modern	2.0	Asia	1996.0	25.0	0.0	29.8556443	90.87498070000001	Human	NA	NA	Homo sapiens	Human	NA	1.731	175.0	96.0	39.0	2.4615400000000003	1.0	0.025641000000000004	213.0	175.0	38.0	0.178404	2.3469999999999998e-07	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.440700000000002e-05	3.8492e-06	terminal	2.347e-07	0.0		LOW	-25	NA	NA	China	Tibet	Asia	Human	2.ANT	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.9962597234	29.7648	7.885152932322744e-09	0.03347107064048809	1996.0	1996.0	6.440700000000002e-05	366.0	6.440700000000002e-05	5521.01245	366.0	1996.0	0.0	0.0	China (1996.0) S19960127	China (1996.0) S19960127	823.02714885	0.0
GCA_015158485.1_ASM1515848v1_genomic	S20070086	2007.0	-14	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Orientalis	1.IN	1.IN2	SAMN13021982	KEEP: Assembly Modern	1.0	Asia	2007.0	14.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	NA	2.1	82.0	52.0	17.0	3.05882	0.0	0.0	101.0	82.0	19.0	0.188119	1.6429e-06	#ff4824	1.IN	POINT (90.87498069999999 29.8556443)	6.187999999999997e-05	3.1216000000000003e-06	terminal	1.6429e-06	0.0		LOW	-14	NA	NA	China	Tibet	Asia	Rodentia	1.IN	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	6.9738180638	234.162	7.016082882790547e-09	0.02978202297469273	2007.0	2007.0	6.187999999999998e-05	259.0	6.187999999999998e-05	5532.012300000001	259.0	2007.0	0.0	0.0	China (2007.0) S20070086	China (2007.0) S20070086	823.02714885	0.0
GCA_015158475.1_ASM1515847v1_genomic	S20080153	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Orientalis	1.IN	1.IN2	SAMN13021981	KEEP: Assembly Modern	1.0	Asia	2008.0	13.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	NA	2.167	72.0	41.0	17.0	2.41176	0.0	0.0	99.0	72.0	27.0	0.272727	2.3500000000000002e-08	#ff4824	1.IN	POINT (90.87498069999999 29.8556443)	6.0729999999999976e-05	1.9715999999999995e-06	terminal	2.35e-08	0.0		LOW	-13	NA	NA	China	Tibet	Asia	Rodentia	1.IN	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	34.3763	6.83610510729776e-10	0.002901804935376989	2008.0	2008.0	6.0729999999999976e-05	244.0	6.0729999999999976e-05	5533.012600000001	244.0	2008.0	0.0	0.0	China (2008.0) S20080153	China (2008.0) S20080153	823.02714885	0.0
GCA_015158575.1_ASM1515857v1_genomic	S19990082	1999.0	-22	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Orientalis	1.IN	1.IN2	SAMN13021980	KEEP: Assembly Modern	1.0	Asia	1999.0	22.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	hare	Lagomorpha	NA	1.844	85.0	49.0	20.0	2.45	2.0	0.1	111.0	85.0	26.0	0.23423400000000005	2.3500000000000002e-08	#ff4824	1.IN	POINT (90.87498069999999 29.8556443)	6.307699999999999e-05	4.3186000000000005e-06	terminal	2.35e-08	0.0		LOW	-22	NA	NA	China	Tibet	Asia	Lagomorpha	1.IN	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	3.0	7.833333333333332e-09	0.03325110566666666	1999.0	1999.0	6.307699999999999e-05	263.0	6.307699999999999e-05	5524.011870000001	263.0	1999.0	0.0	0.0	China (1999.0) S19990082	China (1999.0) S19990082	823.02714885	0.0
GCA_015158585.1_ASM1515858v1_genomic	S19990078	1999.0	-22	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Orientalis	1.IN	1.IN2	SAMN13021979	KEEP: Assembly Modern	1.0	Asia	1999.0	22.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	NA	2.231	80.0	45.0	21.0	2.14286	0.0	0.0	101.0	80.0	21.0	0.207921	7.041e-07	#ff4824	1.IN	POINT (90.87498069999999 29.8556443)	6.28188e-05	4.0604e-06	terminal	7.041e-07	0.0		LOW	-22	NA	NA	China	Tibet	Asia	Rodentia	1.IN	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	2.9887791702	62.011	1.1354437115995548e-08	0.048197564467594455	1999.0	1999.0	6.28188e-05	262.0	6.28188e-05	5524.011870000001	262.0	1999.0	0.0	0.0	China (1999.0) S19990078	China (1999.0) S19990078	823.02714885	0.0
GCA_015158615.1_ASM1515861v1_genomic	S19990068	1999.0	-22	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Orientalis	1.IN	1.IN2	SAMN13021978	KEEP: Assembly Modern	1.0	Asia	1999.0	22.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	NA	2.375	77.0	44.0	19.0	2.31579	0.0	0.0	97.0	77.0	20.0	0.206186	4.6939999999999995e-07	#ff4824	1.IN	POINT (90.87498069999999 29.8556443)	6.234939999999997e-05	3.5910000000000004e-06	terminal	4.694e-07	0.0		LOW	-22	NA	NA	China	Tibet	Asia	Rodentia	1.IN	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	1.9925194468	64.8347	7.2399502118464345e-09	0.030732299938150406	1999.0	1999.0	6.234939999999998e-05	261.0	6.234939999999998e-05	5524.011800000001	261.0	1999.0	0.0	0.0	China (1999.0) S19990068	China (1999.0) S19990068	823.02714885	0.0
GCA_015158635.1_ASM1515863v1_genomic	S19960067	1996.0	-25	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Orientalis	1.IN	1.IN2	SAMN13021977	KEEP: Assembly Modern	1.0	Asia	1996.0	25.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	NA	2.1790000000000003	85.0	48.0	20.0	2.4	3.0	0.15	105.0	85.0	20.0	0.190476	2.3500000000000002e-08	#ff4824	1.IN	POINT (90.87498069999999 29.8556443)	6.307699999999999e-05	4.3186000000000005e-06	terminal	2.35e-08	0.0		LOW	-25	NA	NA	China	Tibet	Asia	Rodentia	1.IN	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	0.0	0.0	0.0	1996.0	1996.0	6.307699999999999e-05	264.0	6.307699999999999e-05	5521.011870000001	264.0	1996.0	0.0	0.0	China (1996.0) S19960067	China (1996.0) S19960067	823.02714885	0.0
GCA_015158625.1_ASM1515862v1_genomic	S19940051	1994.0	-27	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Orientalis	1.IN	1.IN2	SAMN13021976	KEEP: Assembly Modern	1.0	Asia	1994.0	27.0	0.0	29.8556443	90.87498070000001	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	NA	2.25	74.0	41.0	19.0	2.15789	0.0	0.0	104.0	74.0	30.0	0.288462	2.3500000000000002e-08	#ff4824	1.IN	POINT (90.87498069999999 29.8556443)	6.0729999999999976e-05	1.9715999999999995e-06	terminal	2.35e-08	0.0		LOW	-27	NA	NA	China	Tibet	Asia	Human	1.IN	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	20.3763	1.1533006483021942e-09	0.0048955559645274165	1994.0	1994.0	6.0729999999999976e-05	245.0	6.0729999999999976e-05	5519.012600000001	245.0	1994.0	0.0	0.0	China (1994.0) S19940051	China (1994.0) S19940051	823.02714885	0.0
GCA_015158675.1_ASM1515867v1_genomic	S20070189	2007.0	-14	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT1	SAMN13021975	KEEP: Assembly Modern	2.0	Asia	2007.0	14.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	NA	1.868	177.0	92.0	47.0	1.95745	0.0	0.0	223.0	177.0	46.0	0.206278	2.3500000000000002e-08	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.461820000000002e-05	4.0604e-06	terminal	2.35e-08	0.0		LOW	-14	NA	NA	China	Tibet	Asia	Rodentia	2.ANT	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	25.8827	9.079423707727555e-10	0.0038540537501883495	2007.0	2007.0	6.461820000000002e-05	360.0	6.461820000000002e-05	5532.012	360.0	2007.0	0.0	0.0	China (2007.0) S20070189	China (2007.0) S20070189	823.02714885	0.0
GCA_015158715.1_ASM1515871v1_genomic	S20040188	2004.0	-17	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT1	SAMN13021974	KEEP: Assembly Modern	2.0	Asia	2004.0	17.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	NA	2.0	176.0	89.0	41.0	2.17073	1.0	0.0243902	215.0	176.0	39.0	0.181395	4.6939999999999995e-07	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.389060000000001e-05	3.332800000000001e-06	terminal	4.694e-07	0.0		LOW	-17	NA	NA	China	Tibet	Asia	Rodentia	2.ANT	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	1.9925194468	48.5029	9.67777184457012e-09	0.04108041883681182	2004.0	2004.0	6.389060000000001e-05	346.0	6.389060000000001e-05	5529.012600000001	346.0	2004.0	0.0	0.0	China (2004.0) S20040188	China (2004.0) S20040188	823.02714885	0.0
GCA_015158695.1_ASM1515869v1_genomic	S20080165	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021973	KEEP: Assembly Modern	2.0	Asia	2008.0	13.0	0.0	29.8556443	90.87498070000001	Human	Illumina HiSeq	SOAPdenovo v. 2	Homo sapiens	Human	NA	1.924	173.0	90.0	37.0	2.43243	1.0	0.027027	212.0	173.0	39.0	0.183962	2.3500000000000002e-08	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.321000000000001e-05	2.6522e-06	terminal	2.35e-08	0.0		LOW	-13	NA	NA	China	Tibet	Asia	Human	2.ANT	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	31.9302	7.359803571540422e-10	0.003124105611615336	2008.0	2008.0	6.321000000000001e-05	362.0	6.321000000000001e-05	5533.0122	362.0	2008.0	0.0	0.0	China (2008.0) S20080165	China (2008.0) S20080165	823.02714885	0.0
GCA_015158705.1_ASM1515870v1_genomic	S20080164	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021972	KEEP: Assembly Modern	2.0	Asia	2008.0	13.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	NA	1.833	180.0	90.0	39.0	2.30769	2.0	0.0512821	218.0	180.0	38.0	0.174312	2.3500000000000002e-08	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.321000000000001e-05	2.6522e-06	terminal	2.35e-08	0.0		LOW	-13	NA	NA	China	Tibet	Asia	Rodentia	2.ANT	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	31.9302	7.359803571540422e-10	0.003124105611615336	2008.0	2008.0	6.321000000000001e-05	363.0	6.321000000000001e-05	5533.0122	363.0	2008.0	0.0	0.0	China (2008.0) S20080164	China (2008.0) S20080164	823.02714885	0.0
GCA_015158755.1_ASM1515875v1_genomic	S20080163	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021971	KEEP: Assembly Modern Placement	2.0	Asia	2008.0	13.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	NA	1.784	181.0	99.0	43.0	2.30233	2.0	0.0465116	214.0	181.0	33.0	0.15420599999999998	9.387999999999999e-07	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.506409999999999e-05	4.5063e-06	terminal	9.388e-07	0.0		LOW	-13	NA	NA	China	Tibet	Asia	Rodentia	2.ANT	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	3.9850388936	52.8649	1.7758474904899093e-08	0.07538156496276358	2008.0	2008.0	6.50641e-05	364.0	6.50641e-05	5533.0124	364.0	2008.0	0.0	0.0	China (2008.0) S20080163	China (2008.0) S20080163	823.02714885	0.0
GCA_015158765.1_ASM1515876v1_genomic	S20080158	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021970	KEEP: Assembly Modern	2.0	Asia	2008.0	13.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	NA	1.984	166.0	90.0	39.0	2.30769	1.0	0.025641000000000004	206.0	166.0	40.0	0.194175	2.3469999999999998e-07	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.393760000000002e-05	3.3798000000000002e-06	terminal	2.347e-07	0.0		LOW	-13	NA	NA	China	Tibet	Asia	Rodentia	2.ANT	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.9962597234	28.1552	8.335937943967721e-09	0.03538457277518895	2008.0	2008.0	6.393760000000002e-05	350.0	6.393760000000002e-05	5533.012659999999	350.0	2008.0	0.0	0.0	China (2008.0) S20080158	China (2008.0) S20080158	823.02714885	0.0
GCA_015158805.1_ASM1515880v1_genomic	S20080157	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT1	SAMN13021969	KEEP: Assembly Modern	2.0	Asia	2008.0	13.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	NA	1.855	179.0	93.0	47.0	1.97872	0.0	0.0	224.0	179.0	45.0	0.200893	4.6939999999999995e-07	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.506410000000002e-05	4.5063e-06	terminal	4.694e-07	0.0		LOW	-13	NA	NA	China	Tibet	Asia	Rodentia	2.ANT	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	1.9925194468	26.8827	1.746104371956686e-08	0.07411902252377923	2008.0	2008.0	6.506410000000002e-05	361.0	6.506410000000002e-05	5533.012	361.0	2008.0	0.0	0.0	China (2008.0) S20080157	China (2008.0) S20080157	823.02714885	0.0
GCA_015158795.1_ASM1515879v1_genomic	S19960156	1996.0	-25	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021968	KEEP: Assembly Modern	2.0	Asia	1996.0	25.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	NA	2.015	175.0	94.0	40.0	2.35	2.0	0.05	215.0	175.0	40.0	0.186047	0.0	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.424280000000003e-05	3.685e-06	terminal	0.0	0.0		LOW	-25	NA	NA	China	Tibet	Asia	Rodentia	2.ANT	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.0	0.0	0.0	0.0	1996.0	1996.0	6.424280000000003e-05	373.0	6.424280000000003e-05	5521.012390000001	373.0	1996.0	0.0	0.0	China (1996.0) S19960156	China (1996.0) S19960156	823.02714885	0.0
GCA_015158815.1_ASM1515881v1_genomic	S20080154	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT1	SAMN13021967	KEEP: Assembly Modern	2.0	Asia	2008.0	13.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	NA	2.125	181.0	89.0	41.0	2.17073	8.0	0.195122	225.0	181.0	44.0	0.195556	2.3469999999999998e-07	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.367940000000003e-05	3.1216000000000007e-06	terminal	2.347e-07	0.0		LOW	-13	NA	NA	China	Tibet	Asia	Rodentia	2.ANT	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.9962597234	30.8231	7.614419055837991e-09	0.032321853525440335	2008.0	2008.0	6.367940000000003e-05	347.0	6.367940000000003e-05	5533.0126	347.0	2008.0	0.0	0.0	China (2008.0) S20080154	China (2008.0) S20080154	823.02714885	0.0
GCA_015158845.1_ASM1515884v1_genomic	S20070088	2007.0	-14	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021966	KEEP: Assembly Modern	2.0	Asia	2007.0	14.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	NA	1.803	186.0	94.0	41.0	2.29268	9.0	0.219512	209.0	186.0	23.0	0.110048	2.3469999999999998e-07	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.393760000000002e-05	3.3798000000000002e-06	terminal	2.347e-07	0.0		LOW	-14	NA	NA	China	Tibet	Asia	Rodentia	2.ANT	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.9962597234	27.1552	8.642911854819703e-09	0.03668762238539948	2007.0	2007.0	6.393760000000002e-05	351.0	6.393760000000002e-05	5532.012659999999	351.0	2007.0	0.0	0.0	China (2007.0) S20070088	China (2007.0) S20070088	823.02714885	0.0
GCA_015158875.1_ASM1515887v1_genomic	S20080151	2008.0	-13	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	2.ANT	2.ANT2	SAMN13021965	KEEP: Assembly Modern	2.0	Asia	2008.0	13.0	0.0	29.8556443	90.87498070000001	Non-Human	Illumina HiSeq	SOAPdenovo v. 2	Marmota himalayana	Rodentia	NA	2.031	171.0	94.0	41.0	2.29268	1.0	0.0243902	212.0	171.0	41.0	0.193396	2.3500000000000002e-08	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.419580000000002e-05	3.638e-06	terminal	2.35e-08	0.0		LOW	-13	NA	NA	China	Tibet	Asia	Rodentia	2.ANT	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.000074	104.999927	29.8556443	90.87498070000001	0.099753317	34.9779	6.718527984813268e-10	0.0028518955397551023	2008.0	2008.0	6.419580000000002e-05	367.0	6.419580000000002e-05	5533.01242	367.0	2008.0	0.0	0.0	China (2008.0) S20080151	China (2008.0) S20080151	823.02714885	0.0
