sample	strain	date	date_bp	country	province	country_lat	country_lon	province_lat	province_lon	biovar	branch_major	branch_minor	biosample_accession	biosample_comment	branch_number	continent	date_mean	date_bp_mean	date_err	lat	lon	branch_support_char	node_type	branch_length	branch_support	branch_support_conf_category	timetree_date	timetree_CI_height	timetree_CI_date	mugration_country	mugration_province	mugration_branch_major	mugration_branch_minor	mugration_country_confidence	mugration_country_lat_confidence	mugration_country_lon_confidence	mugration_province_confidence	mugration_province_lat_confidence	mugration_province_lon_confidence	mugration_branch_major_confidence	mugration_branch_minor_confidence	mugration_country_lat	mugration_country_lon	mugration_province_lat	mugration_province_lon	geometry	geometry_size	branch_length_sub	branch_length_time	sub_rate	geo_rate_sub	geo_rate_time	rate_sub	rate_geo_sub	rate_geo_time	date_lower	date_upper	divtree_coord_x	divtree_coord_y	rtt_dist	branch_major_color	timetree_coord_x	timetree_coord_y	timetree_date_calendar	timetree_CI_lower_err	timetree_CI_upper_err	country_date_strain	province_date_strain	root_rtt_dist	clade_rtt_dist
SAMEA5661389	UNT003	[433:599]	[-1588:-1422]	Germany	Bavaria	51.0834196	10.4234469	48.9467562	11.4038717	Antiqua	0.ANT	0.ANT4	SAMEA5661389	KEEP: SRA Ancient	0.0	Europe	516.0	1505.0	83.0	48.9467562	11.4038717		terminal	2.36e-08	100.0	HIGH	-1454.39	{1449.98,1565.86}	{-1565.86,-1449.98}	Germany	Bavaria	0.ANT	0.ANT4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	51.0834196	10.4234469	48.9467562	11.4038717	POINT (11.4038717 48.9467562)	6.0	0.09967474159999999	1.73956	NA	NA	NA	0.057298823610568185	0.0	0.0	433.0	599.0	5.21229e-05	42.0	5.21229e-05	#1996f3	3673.70066	42.0	567.0	111.0	5.0	Germany (433:599) UNT003	Germany (433:599) UNT003	5.21229e-05	1.3217699999999999e-05
SAMEA5661384	VAL001	[432:610]	[-1589:-1411]	Spain	Valencia Community	39.3260685	-4.8379791	39.6819591	-0.7654406	Antiqua	0.ANT	0.ANT4	SAMEA5661384	KEEP: SRA Ancient	0.0	Europe	521.0	1500.0	89.0	39.6819591	-0.7654406		terminal	1.4155e-06	100.0	HIGH	-1411	{1411,1542.46}	{-1542.46,-1411}	Spain	Valencia Community	0.ANT	0.ANT4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	39.3260685	-4.8379791	39.6819591	-0.7654406	POINT (-0.7654406 39.6819591)	1.0	5.978372743	62.5132	NA	NA	NA	0.09563376603661308	0.0	0.0	432.0	610.0	5.2985800000000004e-05	38.0	5.2985800000000004e-05	#1996f3	3717.086	38.0	610.0	131.0	0.0	Spain (432:610) VAL001	Spain (432:610) VAL001	5.2985800000000004e-05	1.40806e-05
SAMEA5661372	LSD020	[650:880]	[-1371:-1141]	France	Centre-Loire Valley	46.603354	1.8883335	47.5490251	1.7324061999999998	Antiqua	0.ANT	0.ANT4	SAMEA5661372	KEEP: SRA Ancient	0.0	Europe	765.0	1256.0	115.0	47.5490251	1.7324061999999998		terminal	5.8979e-06	100.0	HIGH	-1141	{1141,1354.95}	{-1354.95,-1141}	France	Centre-Loire Valley	0.ANT	0.ANT4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	46.603354	1.8883335	47.5490251	1.7324061999999998	POINT (1.7324062 47.5490251)	1.0	24.9098160374	332.513	NA	NA	NA	0.07491381100107364	0.0	0.0	650.0	880.0	5.77613e-05	40.0	5.77613e-05	#1996f3	3987.0858	40.0	880.0	213.0	0.0	France (650:880) LSD020	France (650:880) LSD020	5.77613e-05	1.8856099999999997e-05
SAMEA5661365	EDI004	[500:650]	[-1521:-1371]	England	East of England	52.5310214	-1.2649062	52.2199774	0.4875777469166293	Antiqua	0.ANT	0.ANT4	SAMEA5661365	KEEP: SRA Ancient	0.0	Europe	575.0	1446.0	75.0	52.2199774	0.4875777469166293		terminal	2.36e-08	100.0	HIGH	-1471.77	{1450,1521}	{-1521,-1450}	England	East of England	0.ANT	0.ANT4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	52.5310214	-1.2649062	52.2199774	0.4875777469166293	POINT (0.4875777469166293 52.2199774)	2.0	0.09967474159999999	1.73956	NA	NA	NA	0.057298823610568185	0.0	0.0	500.0	650.0	5.16175e-05	39.0	5.16175e-05	#1996f3	3656.31236	39.0	550.0	50.0	21.0	England (500:650) EDI004	England (500:650) EDI004	5.16175e-05	1.2712299999999999e-05
SAMEA5054093	SLC1006	[1279:1389]	[-742:-632]	France	Occitanie	46.603354	1.8883335	43.64878510000001	2.3435684	Second Pandemic	1.PRE	1.PRE1	SAMEA5054093	KEEP: SRA Ancient	1.0	Europe	1334.0	687.0	55.0	43.64878510000001	2.3435684		terminal	1.4155e-06	100.0	HIGH	-632	{632,693.252}	{-693.252,-632}	France	Occitanie	1.PRE	1.PRE1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	46.603354	1.8883335	43.64878510000001	2.3435684	POINT (2.3435684 43.64878510000001)	1.0	5.978372743	88.8865	NA	NA	NA	0.06725850093096253	0.0	0.0	1279.0	1389.0	5.02778e-05	54.0	5.02778e-05	#e6ce74	4496.081399999999	54.0	1389.0	61.0	0.0	France (1279:1389) SLC1006	France (1279:1389) SLC1006	5.02778e-05	1.6986000000000001e-06
SAMEA5054092	OSL1	[1270:1390]	[-751:-631]	Norway	Oslo	60.5000209	9.0999715	59.9133301	10.7389701	Second Pandemic	1.PRE	1.PRE1	SAMEA5054092	KEEP: SRA Ancient	1.0	Europe	1330.0	691.0	60.0	59.9133301	10.7389701		terminal	7.077e-07	100.0	HIGH	-668.722	{631,710.961}	{-710.961,-631}	Norway	Oslo	1.PRE	1.PRE1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	60.5000209	9.0999715	59.9133301	10.7389701	POINT (10.7389701 59.9133301)	1.0	2.9889751962	52.1648	NA	NA	NA	0.05729869943333436	633.9811169658328	36.326293467434844	1270.0	1390.0	4.957e-05	53.0	4.957e-05	#e6ce74	4459.359699999999	53.0	1353.0	42.0	37.0	Norway (1270:1390) OSL1	Norway (1270:1390) OSL1	4.957e-05	9.908e-07
SAMEA5054090	Ber45	[1300:1400]	[-721:-621]	The Netherlands	North Brabant	52.5001698	5.7480821	51.6017723	5.444139099999999	Second Pandemic	1.PRE	1.PRE2	SAMEA5054090	KEEP: SRA Ancient Placement	1.0	Europe	1350.0	671.0	50.0	51.6017723	5.444139099999999		terminal	6.165e-07	100.0	HIGH	-675.444	{621,720.886}	{-720.886,-621}	The Netherlands	North Brabant	1.PRE	1.PRE2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	52.5001698	5.7480821	51.6017723	5.444139099999999	POINT (5.444139099999999 51.6017723)	1.0	2.603791449	45.4424	NA	NA	NA	0.0572987220965442	0.0	0.0	1300.0	1400.0	5.04535e-05	72.0	5.04535e-05	#e6ce74	4452.637299999999	72.0	1346.0	45.0	54.0	The Netherlands (1300:1400) Ber45	The Netherlands (1300:1400) Ber45	5.04535e-05	1.8743e-06
SAMEA104233048	Post6	[-2007:-1882]	[-4028:-3903]	Germany	Bavaria	51.0834196	10.4234469	48.9467562	11.4038717	Bronze Age	0.PRE	0.PRE1	SAMEA104233048	KEEP: SRA Ancient	0.0	Europe	-1944.5	3965.5	62.5	48.9467562	11.4038717		terminal	2.1232e-06	100.0	HIGH	-4028	{3903,4028}	{-4028,-3903}	Germany	Bavaria	0.PRE	0.PRE1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	51.0834196	10.4234469	48.9467562	11.4038717	POINT (11.4038717 48.9467562)	6.0	8.9673479392	346.352	NA	NA	NA	0.02589085075068139	0.0	0.0	-2007.0	-1882.0	5.8898200000000005e-05	7.0	5.8898200000000005e-05	#8000ff	1100.0846	7.0	-2007.0	0.0	125.0	Germany (-2007:-1882) Post6	Germany (-2007:-1882) Post6	5.8898200000000005e-05	5.8898200000000005e-05
SAMEA104233049	1343UnTal85	[-2396:-2148]	[-4417:-4169]	Germany	Bavaria	51.0834196	10.4234469	48.9467562	11.4038717	Bronze Age	0.PRE	0.PRE1	SAMEA104233049	KEEP: SRA Ancient	0.0	Europe	-2272.0	4293.0	124.0	48.9467562	11.4038717		terminal	3.8604e-06	100.0	HIGH	-4278.58	{4169,4417}	{-4417,-4169}	Germany	Bavaria	0.PRE	0.PRE1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	51.0834196	10.4234469	48.9467562	11.4038717	POINT (11.4038717 48.9467562)	6.0	16.304422562400003	284.551	NA	NA	NA	0.05729877091417709	0.0	0.0	-2396.0	-2148.0	4.4130000000000006e-05	6.0	4.4130000000000006e-05	#8000ff	849.5005999999998	6.0	-2257.0	139.0	109.0	Germany (-2396:-2148) 1343UnTal85	Germany (-2396:-2148) 1343UnTal85	4.4130000000000006e-05	4.4130000000000006e-05
SAMEA104233047	KunilaII	[-2574:-2340]	[-4595:-4361]	Estonia	Pärnu maakond	58.75237779999999	25.3319078	58.31950685	24.30261214859043	Bronze Age	0.PRE	0.PRE1	SAMEA104233047	KEEP: SRA Ancient Placement	0.0	Europe	-2457.0	4478.0	117.0	58.31950685	24.30261214859043		terminal	2.7516e-06	100.0	HIGH	-4453.72	{4361,4595}	{-4595,-4361}	Estonia	Pärnu maakond	0.PRE	0.PRE1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	58.75237779999999	25.3319078	58.31950685	24.30261214859043	POINT (24.30261214859043 58.31950685)	1.0	11.6213991096	202.821	NA	NA	NA	0.0572987960299969	0.0	0.0	-2574.0	-2340.0	3.1382400000000006e-05	3.0	3.1382400000000006e-05	#8000ff	674.361	3.0	-2432.0	142.0	92.0	Estonia (-2574:-2340) KunilaII	Estonia (-2574:-2340) KunilaII	3.1382400000000006e-05	3.1382400000000006e-05
SAMEA104233046	Gyvakarai1	[-2621:-2472]	[-4642:-4493]	Lithuania	Panevezys County	55.35000030000001	23.7499997	55.9156048	25.03115989218585	Bronze Age	0.PRE	0.PRE1	SAMEA104233046	KEEP: SRA Ancient	0.0	Europe	-2546.5	4567.5	74.5	55.9156048	25.03115989218585		terminal	3.9258e-06	100.0	HIGH	-4509.58	{4493,4642}	{-4642,-4493}	Lithuania	Panevezys County	0.PRE	0.PRE1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	55.35000030000001	23.7499997	55.9156048	25.03115989218585	POINT (25.03115989218585 55.9156048)	1.0	16.580639854799998	289.372	NA	NA	NA	0.05729870151500489	0.0	0.0	-2621.0	-2472.0	1.9516e-05	2.0	1.9516e-05	#8000ff	618.502	2.0	-2488.0	133.0	16.0	Lithuania (-2621:-2472) Gyvakarai1	Lithuania (-2621:-2472) Gyvakarai1	1.9516e-05	1.9516e-05
SAMEA104488961	RT5	[-1918:-1754]	[-3939:-3775]	Russia	Samara Oblast	64.6863136	97.7453061	53.2128813	50.8914633	Bronze Age	0.PE	0.PE8	SAMEA104488961	KEEP: SRA Ancient Placement	0.0	Europe	-1836.0	3857.0	82.0	53.2128813	50.8914633		terminal	1.4155e-06	100.0	HIGH	-3775	{3775,3939}	{-3939,-3775}	Russia	Samara Oblast	0.PE	0.PE8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	64.6863136	97.7453061	53.2128813	50.8914633	POINT (50.8914633 53.2128813)	1.0	5.978372743	0.0	NA	NA	NA	0.0	670.0237415968007	0.0	-1918.0	-1754.0	2.9745500000000005e-05	19.0	2.9745500000000005e-05	#4c4ffc	1353.084	19.0	-1754.0	164.0	0.0	Russia (-1918:-1754) RT5	Russia (-1918:-1754) RT5	2.9745500000000005e-05	2.77289e-05
SAMEA4354665	AE1175	[426:571]	[-1595:-1450]	Germany	Bavaria	51.0834196	10.4234469	48.9467562	11.4038717	Antiqua	0.ANT	0.ANT4	SAMEA4354665	KEEP: SRA Ancient	0.0	Europe	498.5	1522.5	72.5	48.9467562	11.4038717		terminal	2.36e-08	100.0	HIGH	-1454.39	{1450,1577.93}	{-1577.93,-1450}	Germany	Bavaria	0.ANT	0.ANT4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	51.0834196	10.4234469	48.9467562	11.4038717	POINT (11.4038717 48.9467562)	6.0	0.09967474159999999	1.73956	NA	NA	NA	0.057298823610568185	0.0	0.0	426.0	571.0	5.21229e-05	41.0	5.21229e-05	#1996f3	3673.70066	41.0	567.0	123.0	4.0	Germany (426:571) AE1175	Germany (426:571) AE1175	5.21229e-05	1.3217699999999999e-05
SAMEA3937654	BolgarCity2370	[1362:1400]	[-659:-621]	Russia	Tatarstan	64.6863136	97.7453061	55.44821700000001	50.4763591	Second Pandemic	1.PRE	1.PRE3	SAMEA3937654	KEEP: SRA Ancient Placement	1.0	Europe	1381.0	640.0	19.0	55.44821700000001	50.4763591		terminal	4.09e-07	100.0	HIGH	-659	{621,659}	{-659,-621}	Russia	Tatarstan	1.PRE	1.PRE3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	64.6863136	97.7453061	55.44821700000001	50.4763591	POINT (50.4763591 55.44821700000001)	2.0	1.7274139540000002	61.8865	NA	NA	NA	0.02791261347789906	0.0	0.0	1362.0	1400.0	4.98044e-05	71.0	4.98044e-05	#e6ce74	4469.081399999999	71.0	1362.0	0.0	38.0	Russia (1362:1400) BolgarCity2370	Russia (1362:1400) BolgarCity2370	4.98044e-05	1.2252000000000001e-06
SAMEA3937653	Barcelona3031	[1300:1420]	[-721:-601]	Spain	Catalonia	39.3260685	-4.8379791	41.8523094	1.5745043	Second Pandemic	1.PRE	1.PRE1	SAMEA3937653	KEEP: SRA Ancient	1.0	Europe	1360.0	661.0	60.0	41.8523094	1.5745043		terminal	2.36e-08	100.0	HIGH	-703.639	{671,720.886}	{-720.886,-671}	Spain	Catalonia	1.PRE	1.PRE1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	39.3260685	-4.8379791	41.8523094	1.5745043	POINT (1.5745043 41.8523094)	1.0	0.09967474159999999	1.73956	NA	NA	NA	0.057298823610568185	0.0	0.0	1300.0	1420.0	4.88859e-05	55.0	4.88859e-05	#e6ce74	4424.442859999999	55.0	1318.0	17.0	32.0	Spain (1300:1420) Barcelona3031	Spain (1300:1420) Barcelona3031	4.88859e-05	3.0669999999999996e-07
SAMEA3713714	OBS124	[1720:1722]	[-301:-299]	France	Provence-Alpes-Côte d'Azur	46.603354	1.8883335	44.0580563	6.0638505999999985	Second Pandemic	1.PRE	1.PRE1	SAMEA3713714	KEEP: SRA Ancient	1.0	Europe	1721.0	300.0	1.0	44.0580563	6.0638505999999985		terminal	1.1796e-06	100.0	HIGH	-299	{299,301}	{-301,-299}	France	Provence-Alpes-Côte d'Azur	1.PRE	1.PRE1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	46.603354	1.8883335	44.0580563	6.0638505999999985	POINT (6.063850599999999 44.0580563)	1.0	4.9820476776	87.0	NA	NA	NA	0.05726491583448275	541.2345795516726	30.993752644738198	1720.0	1722.0	7.254689999999999e-05	68.0	7.254689999999999e-05	#e6ce74	4829.081199999999	68.0	1722.0	2.0	0.0	France (1720:1722) OBS124	France (1720:1722) OBS124	7.254689999999999e-05	2.39677e-05
SAMN00715800	8291	[1348:1350]	[-673:-671]	England	Greater London	52.5310214	-1.2649062	51.4893335	-0.14405508452768728	Second Pandemic	1.PRE	1.PRE1	SAMN00715800	KEEP: SRA Ancient	1.0	Europe	1349.0	672.0	1.0	51.4893335	-0.14405508452768728		terminal	2.359e-07	100.0	HIGH	-673	{671,673}	{-673,-671}	England	Greater London	1.PRE	1.PRE1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	52.5310214	-1.2649062	51.4893335	-0.14405508452768728	POINT (-0.1440550845276873 51.4893335)	2.0	0.9963250654	32.3781	NA	NA	NA	0.030771572927379923	1083.481928575241	33.34044318065127	1348.0	1350.0	4.9098200000000004e-05	56.0	4.9098200000000004e-05	#e6ce74	4455.081399999999	56.0	1348.0	0.0	2.0	England (1348:1350) 8291	England (1348:1350) 8291	4.9098200000000004e-05	5.19e-07
SAMEA3541827	RISE509	[-2876:-2677]	[-4897:-4698]	Russia	Krasnoyarsk Krai	64.6863136	97.7453061	63.3233807	97.0979974	Bronze Age	0.PRE	0.PRE2	SAMEA3541827	KEEP: SRA Ancient Placement	0.0	Europe	-2776.5	4797.5	99.5	63.3233807	97.0979974		terminal	5.5565e-06	100.0	HIGH	-4698	{4698,4833.21}	{-4833.21,-4698}	Russia	Krasnoyarsk Krai	0.PRE	0.PRE2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	64.6863136	97.7453061	63.3233807	97.0979974	POINT (97.0979974 63.3233807)	1.0	23.467911089	329.24	NA	NA	NA	0.0712790398766857	0.0	0.0	-2876.0	-2677.0	9.0221e-06	1.0	9.0221e-06	#8000ff	430.08500000000004	1.0	-2677.0	135.0	0.0	Russia (-2876:-2677) RISE509	Russia (-2876:-2677) RISE509	9.0221e-06	9.0221e-06
SAMEA3541826	RISE505	[-1746:-1626]	[-3767:-3647]	Russia	Altai Krai	64.6863136	97.7453061	52.6932243	82.69314240000001	Bronze Age	0.PRE	0.PRE1	SAMEA3541826	KEEP: SRA Ancient	0.0	Europe	-1686.0	3707.0	60.0	52.6932243	82.69314240000001		terminal	3.6534e-05	100.0	HIGH	-3647	{3647,3767}	{-3767,-3647}	Russia	Altai Krai	0.PRE	0.PRE1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	64.6863136	97.7453061	52.6932243	82.69314240000001	POINT (82.69314240000001 52.6932243)	1.0	154.301568204	727.352	NA	NA	NA	0.212141532853419	31.21972322252773	6.6229999396865145	-1746.0	-1626.0	9.3309e-05	8.0	9.3309e-05	#8000ff	1481.0846	8.0	-1626.0	120.0	0.0	Russia (-1746:-1626) RISE505	Russia (-1746:-1626) RISE505	9.3309e-05	9.3309e-05
SAMEA1061800	DA101	[214:261]	[-1807:-1760]	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT4	SAMEA1061800	KEEP: SRA Ancient Placement	0.0	Asia	237.5	1783.5	23.5	42.06103415	78.17073232346421		terminal	3.1793e-06	100.0	HIGH	-1760	{1760,1807}	{-1807,-1760}	Kyrgyzstan	Issyk-Kul Region	0.ANT	0.ANT4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	41.5089324	74.724091	42.06103415	78.17073232346421	POINT (78.17073232346421 42.06103415)	3.0	13.4277926258	210.389	NA	NA	NA	0.06382364394431268	0.0	0.0	214.0	261.0	4.52832e-05	37.0	4.52832e-05	#1996f3	3368.0858000000003	37.0	261.0	47.0	0.0	Kyrgyzstan (214:261) DA101	Kyrgyzstan (214:261) DA101	4.52832e-05	6.378000000000001e-06
SAMEA7293136	COL001	[1300:1400]	[-721:-621]	Italy	Lazio	42.6384261	12.674297	41.9808038	12.766231199999998	Second Pandemic	1.PRE	1.PRE1	SAMEA7293136	KEEP: SRA Ancient	1.0	Europe	1350.0	671.0	50.0	41.9808038	12.766231199999998		terminal	1.1796e-06	100.0	HIGH	-633.938	{621,689.772}	{-689.772,-621}	Italy	Lazio	1.PRE	1.PRE1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	42.6384261	12.674297	41.9808038	12.766231199999998	POINT (12.7662312 41.9808038)	1.0	4.9820476776	86.9486	NA	NA	NA	0.05729876821018395	0.0	0.0	1300.0	1400.0	5.0558e-05	57.0	5.0558e-05	#e6ce74	4494.143499999999	57.0	1388.0	56.0	12.0	Italy (1300:1400) COL001	Italy (1300:1400) COL001	5.0558e-05	1.9788e-06
SAMEA7293135	CHE1	[1500:1800]	[-521:-221]	Russia	Chechnya	64.6863136	97.7453061	43.39761470000001	45.6985005	Second Pandemic	1.PRE	1.PRE1	SAMEA7293135	KEEP: SRA Ancient	1.0	Europe	1650.0	371.0	150.0	43.39761470000001	45.6985005		terminal	9.0878e-06	100.0	HIGH	-221	{221,334.42}	{-334.42,-221}	Russia	Chechnya	1.PRE	1.PRE1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	64.6863136	97.7453061	43.39761470000001	45.6985005	POINT (45.6985005 43.39761470000001)	2.0	38.382377826799996	165.0	NA	NA	NA	0.23262047167757574	15.768549294117658	3.6680873744687537	1500.0	1800.0	8.07919e-05	69.0	8.07919e-05	#e6ce74	4907.081199999999	69.0	1800.0	113.0	0.0	Russia (1500:1800) CHE1	Russia (1500:1800) CHE1	8.07919e-05	3.22127e-05
SAMEA6812877	GLZ002	[-2569:-2467]	[-4590:-4488]	Russia	Irkutsk Oblast	64.6863136	97.7453061	56.6370122	104.719221	Bronze Age	0.PRE	0.PRE1	SAMEA6812877	KEEP: SRA Ancient	0.0	Europe	-2518.0	4539.0	51.0	56.6370122	104.719221		terminal	2.36e-08	100.0	HIGH	-4550.47	{4511.46,4590}	{-4590,-4511.46}	Russia	Irkutsk Oblast	0.PRE	0.PRE1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	64.6863136	97.7453061	56.6370122	104.719221	POINT (104.719221 56.6370122)	2.0	0.09967474159999999	1.73956	NA	NA	NA	0.057298823610568185	0.0	0.0	-2569.0	-2467.0	3.09729e-05	5.0	3.09729e-05	#8000ff	577.6165599999999	5.0	-2529.0	40.0	39.0	Russia (-2569:-2467) GLZ002	Russia (-2569:-2467) GLZ002	3.09729e-05	3.09729e-05
SAMEA6812876	GLZ001	[-2838:-2495]	[-4859:-4516]	Russia	Irkutsk Oblast	64.6863136	97.7453061	56.6370122	104.719221	Bronze Age	0.PRE	0.PRE1	SAMEA6812876	KEEP: SRA Ancient	0.0	Europe	-2666.5	4687.5	171.5	56.6370122	104.719221		terminal	4.718e-07	100.0	HIGH	-4517.43	{4516,4600.84}	{-4600.84,-4516}	Russia	Irkutsk Oblast	0.PRE	0.PRE1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	64.6863136	97.7453061	56.6370122	104.719221	POINT (104.719221 56.6370122)	2.0	1.9926501308	34.7765	NA	NA	NA	0.05729875435423346	0.0	0.0	-2838.0	-2495.0	3.14211e-05	4.0	3.14211e-05	#8000ff	610.6534999999999	4.0	-2496.0	83.0	1.0	Russia (-2838:-2495) GLZ001	Russia (-2838:-2495) GLZ001	3.14211e-05	3.14211e-05
SAMEA7313236_38	Rostov2033	[1762:1773]	[-259:-248]	Russia	Rostov Oblast	64.6863136	97.7453061	47.6222451	40.7957942	Second Pandemic	1.PRE	1.PRE1	SAMEA7313236_38	KEEP: SRA Ancient Combined Record	1.0	Europe	1767.5	253.5	5.5	47.6222451	40.7957942		terminal	4.2206e-06	100.0	HIGH	-248	{248,259}	{-259,-248}	Russia	Rostov Oblast	1.PRE	1.PRE1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	64.6863136	97.7453061	47.6222451	40.7957942	POINT (40.7957942 47.6222451)	3.0	17.8257294236	138.0	NA	NA	NA	0.12917195234492754	0.0	0.0	1762.0	1773.0	7.59247e-05	70.0	7.59247e-05	#e6ce74	4880.081199999999	70.0	1773.0	11.0	0.0	Russia (1762:1773) Rostov2033	Russia (1762:1773) Rostov2033	7.59247e-05	2.7345499999999998e-05
SAMEA7313243_45	Azov38	[1400:1700]	[-621:-321]	Russia	Rostov Oblast	64.6863136	97.7453061	47.6222451	40.7957942	Second Pandemic	1.PRE	1.PRE1	SAMEA7313243_45	KEEP: SRA Ancient Combined Record	1.0	Europe	1550.0	471.0	150.0	47.6222451	40.7957942		terminal	8.931e-07	100.0	HIGH	-321	{321,433.206}	{-433.206,-321}	Russia	Rostov Oblast	1.PRE	1.PRE1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	64.6863136	97.7453061	47.6222451	40.7957942	POINT (40.7957942 47.6222451)	3.0	3.7720132086	65.0	NA	NA	NA	0.058030972439999995	0.0	0.0	1400.0	1700.0	6.892009999999999e-05	66.0	6.892009999999999e-05	#e6ce74	4807.081199999999	66.0	1700.0	112.0	0.0	Russia (1400:1700) Azov38	Russia (1400:1700) Azov38	6.892009999999999e-05	2.03409e-05
SAMEA7313246_49	Gdansk8	[1400:1700]	[-621:-321]	Poland	Pomeranian Voivodeship	52.215933	19.134422	54.24556	18.1099	Second Pandemic	1.PRE	1.PRE1	SAMEA7313246_49	KEEP: SRA Ancient Combined Record	1.0	Europe	1550.0	471.0	150.0	54.24556	18.1099		terminal	2.359e-07	100.0	HIGH	-621	{521.71,621}	{-621,-521.71}	Poland	Pomeranian Voivodeship	1.PRE	1.PRE1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	52.215933	19.134422	54.24556	18.1099	POINT (18.1099 54.24556)	1.0	0.9963250654	65.4582	NA	NA	NA	0.015220783116553768	0.0	0.0	1400.0	1700.0	5.4750700000000004e-05	59.0	5.4750700000000004e-05	#e6ce74	4507.081399999999	59.0	1400.0	0.0	100.0	Poland (1400:1700) Gdansk8	Poland (1400:1700) Gdansk8	5.4750700000000004e-05	6.171499999999999e-06
SAMEA6651390	AGU010	[1435:1477]	[-586:-544]	Lithuania	Vilnius County	55.35000030000001	23.7499997	54.82269205	25.24953400167952	Second Pandemic	1.PRE	1.PRE1	SAMEA6651390	KEEP: SRA Ancient	1.0	Europe	1456.0	565.0	21.0	54.82269205	25.24953400167952		terminal	2.36e-08	100.0	HIGH	-586	{544,586}	{-586,-544}	Lithuania	Vilnius County	1.PRE	1.PRE1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	55.35000030000001	23.7499997	54.82269205	25.24953400167952	POINT (25.24953400167952 54.82269205)	2.0	0.09967474159999999	29.1063	NA	NA	NA	0.0034245074640198167	0.0	0.0	1435.0	1477.0	5.4585599999999995e-05	61.0	5.4585599999999995e-05	#e6ce74	4542.081399999999	61.0	1435.0	0.0	42.0	Lithuania (1435:1477) AGU010	Lithuania (1435:1477) AGU010	5.4585599999999995e-05	6.0064e-06
SAMEA6637002	AGU007B	[1463:1632]	[-558:-389]	Lithuania	Vilnius County	55.35000030000001	23.7499997	54.82269205	25.24953400167952	Second Pandemic	1.PRE	1.PRE1	SAMEA6637002	KEEP: SRA Ancient	1.0	Europe	1547.5	473.5	84.5	54.82269205	25.24953400167952		terminal	2.36e-08	100.0	HIGH	-558	{446.029,558}	{-558,-446.029}	Lithuania	Vilnius County	1.PRE	1.PRE1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	55.35000030000001	23.7499997	54.82269205	25.24953400167952	POINT (25.24953400167952 54.82269205)	2.0	0.09967474159999999	128.458	NA	NA	NA	0.0007759325351476747	0.0	0.0	1463.0	1632.0	5.4585599999999995e-05	62.0	5.4585599999999995e-05	#e6ce74	4570.081199999999	62.0	1463.0	0.0	112.0	Lithuania (1463:1632) AGU007B	Lithuania (1463:1632) AGU007B	5.4585599999999995e-05	6.0064e-06
NODE0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	0.0	100.0	HIGH	-5128.08	{5000.56,5228.77}	{-5228.77,-5000.56}	Russia	Qinghai	0.PRE	0.PE7	0.74	0.736518620927636	0.736518620927636	0.37	0.36909196025154173	0.36909196025154173	0.5	0.29	64.6863136	97.7453061	35.40709525	95.95211573241954	POINT (95.95211573241954 35.40709525)	10.0	0.0	0.0	NA	NA	NA	0.0	0.0	0.0	NA	NA	0.0	8.366416928358376	0.0	#8000ff	0.0	8.366416928358376	-3107.0	100.0	128.0	NA	NA	0	0
