sample	strain	date	date_bp	country	province	country_lat	country_lon	province_lat	province_lon	biovar	branch_major	branch_minor	biosample_accession	biosample_comment	branch_number	continent	date_mean	date_bp_mean	date_err	lat	lon	host_human	sequencing_technology	assembly_method	host_raw	host_order	library_layout	tstv	cds_sites	ns_sites	ss_sites	ns_ss_ratio	other_var	other_var_ratio	homo_het_sites	homo_sites	het_sites	het_ratio	external_branch_length	population_color	population	geometry	root_rtt_dist	population_rtt_dist
GCA_000324745.1_ASM32474v1_genomic	D1991004	1991.0	-30	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403072	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1991.0	30.0	0.0	35.40709525	95.95211573241954	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota himalayana	Rodentia	?	1.618	79.0	43.0	18.0	2.38889	0.0	0.0	79.0	79.0	0.0	0.0	1.1735e-06	#ff4824	1.IN	POINT (95.95211573241954 35.40709525)	6.281929999999999e-05	4.0609e-06
GCA_000324725.1_ASM32472v1_genomic	D1982001	1982.0	-39	China	Gansu	35.000074	104.999927	38.0000001	101.9999999	Antiqua	1.IN	1.IN2	SAMN02403071	KEEP: Assembly Modern Cui 2013 Keller 2019 Placement	1	Asia	1982.0	39.0	0.0	38.0000001	101.9999999	Human	Illumina GA II	Soapdenovo v. 2009.07.14	Homo sapiens	Human	?	1.929	76.0	42.0	16.0	2.625	0.0	0.0	76.0	76.0	0.0	0.0	7.041e-07	#ff4824	1.IN	POINT (101.9999999 38.0000001)	6.23734e-05	3.615e-06
GCA_000324705.1_ASM32470v1_genomic	D1964002	1964.0	-57	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403070	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1964.0	57.0	0.0	35.40709525	95.95211573241954	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Canis faliaris	Carnivora	?	2.455	75.0	42.0	17.0	2.47059	0.0	0.0	75.0	75.0	0.0	0.0	4.694e-07	#ff4824	1.IN	POINT (95.95211573241954 35.40709525)	6.213869999999999e-05	3.3803e-06
GCA_000324685.1_ASM32468v1_genomic	D1964001	1964.0	-57	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403069	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1964.0	57.0	0.0	35.40709525	95.95211573241954	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota himalayana	Rodentia	?	1.656	81.0	48.0	16.0	3.0	0.0	0.0	81.0	81.0	0.0	0.0	1.6429e-06	#ff4824	1.IN	POINT (95.95211573241954 35.40709525)	6.33357e-05	4.577299999999999e-06
GCA_000324665.1_ASM32466v1_genomic	CMCCN010025	2000.0	-21	China	Sečuán	35.000074	104.999927	30.5000001	102.4999999	Microtus	0.PE	0.PE4m	SAMN02403068	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia	2000.0	21.0	0.0	30.5000001	102.4999999	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Microtus fuscus	Rodentia	?	1.5490000000000002	381.0	207.0	81.0	2.55556	1.0	0.012345700000000001	381.0	381.0	0.0	0.0	2.347e-07	#5148fc	0.PE	POINT (102.4999999 30.5000001)	6.0928600000000005e-05	5.869900000000001e-05
GCA_000324605.1_ASM32460v1_genomic	CMCC99103	1970.0	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Medievalis	2.MED	2.MED3	SAMN02403065	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1970.0	51.0	0.0	43.2443242	114.3251664	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Meriones unguiculatus	Rodentia	?	1.676	176.0	100.0	41.0	2.43902	0.0	0.0	176.0	176.0	0.0	0.0	1.4082e-06	#c5e88a	2.MED	POINT (114.3251664 43.2443242)	6.990190000000002e-05	6.292999999999999e-06
GCA_000324585.1_ASM32458v1_genomic	CMCC96007	1989.0	-32	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Antiqua	2.ANT	2.ANT3	SAMN02403064	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1989.0	32.0	0.0	43.2443242	114.3251664	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Meles meles	Carnivora	?	1.912	153.0	84.0	39.0	2.15385	0.0	0.0	153.0	153.0	0.0	0.0	9.388e-07	#97fca7	2.ANT	POINT (114.3251664 43.2443242)	6.56281e-05	5.0703e-06
GCA_000324565.1_ASM32456v1_genomic	CMCC96001	1957.0	-64	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Antiqua	2.ANT	2.ANT3	SAMN02403063	KEEP: Assembly Modern Cui 2013 Keller 2019 Placement	2	Asia	1957.0	64.0	0.0	43.2443242	114.3251664	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Vulpes vulpes	Carnivora	?	1.903	170.0	91.0	41.0	2.2195099999999996	0.0	0.0	170.0	170.0	0.0	0.0	1.0244e-06	#97fca7	2.ANT	POINT (114.3251664 43.2443242)	6.57137e-05	5.1559e-06
GCA_000324545.1_ASM32454v1_genomic	CMCC95001	1970.0	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Antiqua	2.ANT	2.ANT3	SAMN02403062	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1970.0	51.0	0.0	43.2443242	114.3251664	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Spermophilus dauricus	Rodentia	?	1.774	161.0	89.0	40.0	2.225	0.0	0.0	161.0	161.0	0.0	0.0	4.694e-07	#97fca7	2.ANT	POINT (114.3251664 43.2443242)	6.61388e-05	5.5810000000000004e-06
GCA_000324505.1_ASM32450v1_genomic	CMCC92010	1971.0	-50	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Antiqua	2.ANT	2.ANT3	SAMN02403060	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1971.0	50.0	0.0	43.2443242	114.3251664	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Spermophilus dauricus	Rodentia	?	1.672	166.0	90.0	40.0	2.25	0.0	0.0	166.0	166.0	0.0	0.0	7.546e-07	#97fca7	2.ANT	POINT (114.3251664 43.2443242)	6.6424e-05	5.866200000000001e-06
GCA_000324485.1_ASM32448v1_genomic	CMCC92004	1957.0	-64	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Medievalis	2.MED	2.MED3	SAMN02403059	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1957.0	64.0	0.0	43.2443242	114.3251664	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Ophthalmopsylla kiritschenkoi	Siphonaptera	?	1.726	166.0	97.0	40.0	2.425	0.0	0.0	166.0	166.0	0.0	0.0	1.6429e-06	#c5e88a	2.MED	POINT (114.3251664 43.2443242)	6.832640000000002e-05	4.7175e-06
GCA_000324465.1_ASM32446v1_genomic	CMCC91090	1970.0	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Microtus	0.PE	0.PE4m	SAMN02403058	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia	1970.0	51.0	0.0	43.2443242	114.3251664	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Microtus brandti	Rodentia	?	1.5119999999999998	380.0	209.0	84.0	2.4881	0.0	0.0	380.0	380.0	0.0	0.0	5.6329e-06	#5148fc	0.PE	POINT (114.3251664 43.2443242)	6.241120000000001e-05	6.018160000000001e-05
GCA_000324445.1_ASM32444v1_genomic	CMCC90027	1970.0	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Medievalis	2.MED	2.MED3	SAMN02403057	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1970.0	51.0	0.0	43.2443242	114.3251664	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Meriones unguiculatus	Rodentia	?	1.871	169.0	94.0	41.0	2.29268	0.0	0.0	169.0	169.0	0.0	0.0	1.1735e-06	#c5e88a	2.MED	POINT (114.3251664 43.2443242)	6.785700000000002e-05	4.2481e-06
GCA_000324425.1_ASM32442v1_genomic	CMCC87001	1982.0	-39	China	Yunnan	35.000074	104.999927	25.0	102.0	Orientalis	1.ORI	1.ORI2	SAMN02403056	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1982.0	39.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Rattus flavipectus	Rodentia	?	1.7	53.0	30.0	15.0	2.0	0.0	0.0	53.0	53.0	0.0	0.0	2.35e-08	#ff0000	1.ORI	POINT (102 25)	7.069510000000001e-05	5.059799999999999e-06
GCA_000324405.1_ASM32440v1_genomic	CMCC84046	1984.0	-37	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403055	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1984.0	37.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Eothenomys miletus	Rodentia	?	1.656	82.0	48.0	21.0	2.28571	0.0	0.0	82.0	82.0	0.0	0.0	3.2908e-06	#ff4824	1.IN	POINT (102 25)	6.47484e-05	5.989999999999999e-06
GCA_000324385.1_ASM32438v1_genomic	CMCC84038	1982.0	-39	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403054	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1982.0	39.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Apodemus chevrieri	Rodentia	?	1.9580000000000002	66.0	36.0	17.0	2.11765	0.0	0.0	66.0	66.0	0.0	0.0	9.388e-07	#ff4824	1.IN	POINT (102 25)	6.242279999999998e-05	3.6644e-06
GCA_000324345.1_ASM32434v1_genomic	CMCC8211	1982.0	-39	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02403052	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia	1982.0	39.0	0.0	42.4804953	85.4633464	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Citellophilus tesquorum	Siphonaptera	?	1.895	242.0	137.0	61.0	2.2459	0.0	0.0	242.0	242.0	0.0	0.0	7.041e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.96681e-05	1.7451899999999998e-05
GCA_000324325.1_ASM32432v1_genomic	CMCC71001	1961.0	-60	China	Gansu	35.000074	104.999927	38.0000001	101.9999999	Antiqua	3.ANT	3.ANT1	SAMN02403051	KEEP: Assembly Modern Cui 2013 Keller 2019	3	Asia	1961.0	60.0	0.0	38.0000001	101.9999999	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota himalayana	Rodentia	?	1.8	118.0	63.0	31.0	2.03226	0.0	0.0	118.0	118.0	0.0	0.0	9.388e-07	#3ae8d7	3.ANT	POINT (101.9999999 38.0000001)	5.8187100000000004e-05	3.7552e-06
GCA_000324305.1_ASM32430v1_genomic	CMCC67001	1959.0	-62	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Antiqua	2.ANT	2.ANT3	SAMN02403050	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1959.0	62.0	0.0	43.2443242	114.3251664	Human	Illumina GA II	Soapdenovo v. 2009.07.14	Homo sapiens	Human	?	1.839	167.0	89.0	41.0	2.17073	0.0	0.0	167.0	167.0	0.0	0.0	5.1635e-06	#97fca7	2.ANT	POINT (114.3251664 43.2443242)	6.8303e-05	7.7452e-06
GCA_000324285.1_ASM32428v1_genomic	CMCC640047	1964.0	-57	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403049	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1964.0	57.0	0.0	35.40709525	95.95211573241954	Human	Illumina GA II	Soapdenovo v. 2009.07.14	Homo sapiens	Human	?	1.875	64.0	37.0	16.0	2.3125	0.0	0.0	64.0	64.0	0.0	0.0	1.4082e-06	#ff4824	1.IN	POINT (95.95211573241954 35.40709525)	6.073429999999998e-05	1.9759e-06
GCA_000324265.1_ASM32426v1_genomic	CMCC64001	1957.0	-64	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Antiqua	2.ANT	2.ANT3	SAMN02403048	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1957.0	64.0	0.0	43.2443242	114.3251664	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Rhipicephalus sanguineus	Ixodida	?	1.889	172.0	93.0	40.0	2.325	0.0	0.0	172.0	172.0	0.0	0.0	3.2859e-06	#97fca7	2.ANT	POINT (114.3251664 43.2443242)	6.858470000000001e-05	8.0269e-06
GCA_000324245.1_ASM32424v1_genomic	CMCC51020	1954.0	-67	China	Jilin	35.000074	104.999927	42.9995032	125.9816054	Antiqua	2.ANT	2.ANT3	SAMN02403047	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1954.0	67.0	0.0	42.9995032	125.9816054	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Rattus norvegicus	Rodentia	?	1.915	162.0	89.0	37.0	2.40541	0.0	0.0	162.0	162.0	0.0	0.0	1.4082e-06	#97fca7	2.ANT	POINT (125.9816054 42.9995032)	6.670700000000001e-05	6.1492e-06
GCA_000324225.1_ASM32422v1_genomic	CMCC49003	1976.0	-45	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02403046	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia	1976.0	45.0	0.0	42.4804953	85.4633464	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Citellus undulatus	Rodentia	?	2.026	223.0	127.0	53.0	2.39623	0.0	0.0	223.0	223.0	0.0	0.0	4.4594e-06	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.417730000000001e-05	1.19611e-05
GCA_000324205.1_ASM32420v1_genomic	CMCC43032	1980.0	-41	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02403045	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia	1980.0	41.0	0.0	42.4804953	85.4633464	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Oropsylla silantiewi	Siphonaptera	?	1.774	248.0	141.0	66.0	2.13636	0.0	0.0	248.0	248.0	0.0	0.0	2.1123e-06	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	6.11233e-05	1.89071e-05
GCA_000324185.1_ASM32418v1_genomic	CMCC42007	1967.0	-54	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02403044	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia	1967.0	54.0	0.0	42.4804953	85.4633464	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota baibacina	Rodentia	?	1.6669999999999998	229.0	133.0	56.0	2.375	0.0	0.0	229.0	229.0	0.0	0.0	7.041e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.9715099999999993e-05	1.74989e-05
GCA_000324165.1_ASM32416v1_genomic	CMCC38001	1979.0	-42	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT3	SAMN02403043	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia	1979.0	42.0	0.0	42.4804953	85.4633464	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota baibacina	Rodentia	?	2.214	129.0	74.0	31.0	2.3871	0.0	0.0	129.0	129.0	0.0	0.0	7.041e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.5629e-05	1.3412800000000001e-05
GCA_000324145.1_ASM32414v1_genomic	CMCC348002	1998.0	-23	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN02403042	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1998.0	23.0	0.0	29.8556443	90.8749807	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota himalayana	Rodentia	?	1.8230000000000002	164.0	94.0	36.0	2.61111	0.0	0.0	164.0	164.0	0.0	0.0	2.347e-07	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.501740000000005e-05	4.459599999999999e-06
GCA_000324125.1_ASM32412v1_genomic	CMCC347001	1996.0	-25	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN02403041	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1996.0	25.0	0.0	29.8556443	90.8749807	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota himalayana	Rodentia	?	1.6119999999999999	162.0	91.0	37.0	2.45946	0.0	0.0	162.0	162.0	0.0	0.0	9.388e-07	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.466520000000002e-05	4.1074e-06
GCA_000324085.1_ASM32408v1_genomic	CMCC27002	1991.0	-30	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403039	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1991.0	30.0	0.0	35.40709525	95.95211573241954	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota himalayana	Rodentia	?	1.893	75.0	41.0	16.0	2.5625	0.0	0.0	75.0	75.0	0.0	0.0	4.694e-07	#ff4824	1.IN	POINT (95.95211573241954 35.40709525)	6.234989999999999e-05	3.5915000000000003e-06
GCA_000324065.1_ASM32406v1_genomic	CMCC21106	2001.0	-20	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT3	SAMN02403038	KEEP: Assembly Modern Cui 2013 Keller 2019 Placement	0	Asia	2001.0	20.0	0.0	42.4804953	85.4633464	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota baibacina	Rodentia	?	2.0709999999999997	119.0	68.0	30.0	2.26667	0.0	0.0	119.0	119.0	0.0	0.0	7.041e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.67609e-05	1.4544700000000002e-05
GCA_000324025.1_ASM32402v1_genomic	CMCC125002	1964.0	-57	China	Ningxia	35.000074	104.999927	37.0000001	105.9999999	Medievalis	2.MED	2.MED3	SAMN02403036	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1964.0	57.0	0.0	37.0000001	105.9999999	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Spermophilus alaschanicus	Rodentia	?	1.879	176.0	101.0	39.0	2.58974	0.0	0.0	176.0	176.0	0.0	0.0	4.694e-07	#c5e88a	2.MED	POINT (105.9999999 37.0000001)	6.691820000000001e-05	3.3093e-06
GCA_000324005.1_ASM32400v1_genomic	CMCC12003	1961.0	-60	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Medievalis	2.MED	2.MED3	SAMN02403035	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1961.0	60.0	0.0	35.40709525	95.95211573241954	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota himalayana	Rodentia	?	1.984	169.0	96.0	39.0	2.4615400000000003	0.0	0.0	169.0	169.0	0.0	0.0	2.35e-08	#c5e88a	2.MED	POINT (95.95211573241954 35.40709525)	6.811520000000004e-05	4.5062999999999995e-06
GCA_000323965.1_ASM32396v1_genomic	CMCC11001	1954.0	-67	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN1	SAMN02403033	KEEP: Assembly Modern Cui 2013 Keller 2019 Placement	1	Asia	1954.0	67.0	0.0	35.40709525	95.95211573241954	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota himalayana	Rodentia	?	1.571	67.0	38.0	16.0	2.375	0.0	0.0	67.0	67.0	0.0	0.0	1.4082e-06	#ff4824	1.IN	POINT (95.95211573241954 35.40709525)	6.016659999999999e-05	1.4082e-06
GCA_000323945.1_ASM32394v1_genomic	CMCC107004	2003.0	-18	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Medievalis	2.MED	2.MED3	SAMN02403032	KEEP: Assembly Modern Cui 2013 Keller 2019 Placement	2	Asia	2003.0	18.0	0.0	43.2443242	114.3251664	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Citellophilus tesquorum mongolicus	Siphonaptera	?	1.676	179.0	104.0	45.0	2.3111099999999998	0.0	0.0	179.0	179.0	0.0	0.0	4.0157e-06	#c5e88a	2.MED	POINT (114.3251664 43.2443242)	7.210740000000003e-05	8.4985e-06
GCA_000323925.1_ASM32392v1_genomic	CMCC106002	1996.0	-25	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Antiqua	2.ANT	2.ANT3	SAMN02403031	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1996.0	25.0	0.0	43.2443242	114.3251664	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Citellophilus tesquorum	Siphonaptera	?	2.036	163.0	90.0	39.0	2.30769	0.0	0.0	163.0	163.0	0.0	0.0	2.347e-07	#97fca7	2.ANT	POINT (114.3251664 43.2443242)	6.551000000000001e-05	4.9522e-06
GCA_000323905.1_ASM32390v1_genomic	CMCC104003	1989.0	-32	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Antiqua	2.ANT	2.ANT3	SAMN02403030	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1989.0	32.0	0.0	43.2443242	114.3251664	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Spermophilus dauricus	Rodentia	?	1.933	165.0	91.0	38.0	2.39474	0.0	0.0	165.0	165.0	0.0	0.0	7.041e-07	#97fca7	2.ANT	POINT (114.3251664 43.2443242)	6.595590000000001e-05	5.3981e-06
GCA_000323885.1_ASM32388v1_genomic	CMCC10012	1964.0	-57	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403029	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1964.0	57.0	0.0	35.40709525	95.95211573241954	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Ixodex crenulatus	Ixodida	?	2.0	76.0	41.0	19.0	2.15789	0.0	0.0	76.0	76.0	0.0	0.0	1.8776e-06	#ff4824	1.IN	POINT (95.95211573241954 35.40709525)	6.284279999999998e-05	4.084399999999999e-06
GCA_000323865.1_ASM32386v1_genomic	CMCC05013	1988.0	-33	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403028	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1988.0	33.0	0.0	35.40709525	95.95211573241954	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Linognathoides palaearctus	Phthiraptera	?	2.083	71.0	41.0	17.0	2.4117599999999997	0.0	0.0	71.0	71.0	0.0	0.0	4.694e-07	#ff4824	1.IN	POINT (95.95211573241954 35.40709525)	6.188049999999998e-05	3.1221e-06
GCA_000323845.1_ASM32384v1_genomic	CMCC05009	1961.0	-60	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	0.PE	0.PE7	SAMN02403027	KEEP: Assembly Modern Cui 2013 Placement	0	Asia	1961.0	60.0	0.0	35.40709525	95.95211573241954	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Allactaga sibirica	Rodentia	?	1.8	542.0	314.0	117.0	2.68376	0.0	0.0	542.0	542.0	0.0	0.0	7.041e-07	#5148fc	0.PE	POINT (95.95211573241954 35.40709525)	3.98853e-05	3.76557e-05
GCA_000323825.1_ASM32382v1_genomic	CMCC03001	1954.0	-67	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403026	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1954.0	67.0	0.0	35.40709525	95.95211573241954	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Ochotona dauurica	Lagomorpha	?	2.167	73.0	42.0	15.0	2.8	0.0	0.0	73.0	73.0	0.0	0.0	2.35e-08	#ff4824	1.IN	POINT (95.95211573241954 35.40709525)	6.169279999999999e-05	2.9344e-06
GCA_000323805.1_ASM32380v1_genomic	CMCC02041	1965.0	-56	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403025	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1965.0	56.0	0.0	35.40709525	95.95211573241954	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Mustela eversmanni	Carnivora	?	2.1109999999999998	80.0	46.0	17.0	2.70588	0.0	0.0	80.0	80.0	0.0	0.0	4.694e-07	#ff4824	1.IN	POINT (95.95211573241954 35.40709525)	6.216219999999999e-05	3.4038e-06
GCA_000323785.1_ASM32378v1_genomic	C1989001	1989.0	-32	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403024	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1989.0	32.0	0.0	35.40709525	95.95211573241954	Human	Illumina GA II	Soapdenovo v. 2009.07.14	Homo sapiens	Human	?	1.71	78.0	45.0	18.0	2.5	0.0	0.0	78.0	78.0	0.0	0.0	9.388e-07	#ff4824	1.IN	POINT (95.95211573241954 35.40709525)	6.234939999999998e-05	3.591e-06
GCA_000323765.1_ASM32376v1_genomic	C1976001	1976.0	-45	China	Gansu	35.000074	104.999927	38.0000001	101.9999999	Antiqua	3.ANT	3.ANT1	SAMN02403023	KEEP: Assembly Modern Cui 2013 Keller 2019	3	Asia	1976.0	45.0	0.0	38.0000001	101.9999999	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota himalayana	Rodentia	?	2.109	134.0	72.0	36.0	2.0	0.0	0.0	134.0	134.0	0.0	0.0	9.388e-07	#3ae8d7	3.ANT	POINT (101.9999999 38.0000001)	5.8421800000000004e-05	3.9899000000000005e-06
GCA_000323725.1_ASM32372v1_genomic	A1973001	1973.0	-48	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Medievalis	2.MED	2.MED2	SAMN02403020	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1973.0	48.0	0.0	42.4804953	85.4633464	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota caudata	Rodentia	?	1.725	166.0	95.0	36.0	2.63889	0.0	0.0	166.0	166.0	0.0	0.0	1.611e-06	#c5e88a	2.MED	POINT (85.46334640000001 42.4804953)	6.805870000000001e-05	4.4498e-06
GCA_000323705.1_ASM32370v1_genomic	A1956001	1956.0	-65	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT3	SAMN02403019	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia	1956.0	65.0	0.0	42.4804953	85.4633464	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota caudata	Rodentia	?	2.233	132.0	78.0	30.0	2.6	0.0	0.0	132.0	132.0	0.0	0.0	4.694e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.60749e-05	1.38587e-05
