sample	strain	date	date_bp	country	province	country_lat	country_lon	province_lat	province_lon	biovar	branch_major	branch_minor	biosample_accession	biosample_comment	branch_number	continent	date_mean	date_bp_mean	date_err	lat	lon	host_human	branch_support_char	node_type	branch_length	branch_support	branch_support_conf_category	timetree_date	timetree_CI_height	timetree_CI_date	mugration_country	mugration_province	mugration_branch_major	mugration_branch_minor	mugration_country_confidence	mugration_country_lat_confidence	mugration_country_lon_confidence	mugration_province_confidence	mugration_province_lat_confidence	mugration_province_lon_confidence	mugration_branch_major_confidence	mugration_branch_minor_confidence	mugration_country_lat	mugration_country_lon	mugration_province_lat	mugration_province_lon	geometry	geometry_size	branch_length_sub	branch_length_time	sub_rate	geo_rate_sub	geo_rate_time	rate_sub	rate_sub_year	rate_geo_sub	rate_geo_time	date_lower	date_upper	divtree_coord_x	divtree_coord_y	rtt_dist	branch_major_color	timetree_coord_x	timetree_coord_y	timetree_date_calendar	timetree_CI_lower_err	timetree_CI_upper_err	country_date_strain	province_date_strain	root_rtt_dist	clade_rtt_dist
NODE45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	1.1778e-06	93.0	LOW	-340.164	{291.455,397.347}	{-397.347,-291.455}	Georgia	Samtskhe-Javakheti	0.PE	0.PE2	1.0	0.9999991122684294	0.9999991122684294	1.0	0.9992719748052921	0.9992719748052921	1.0	1.0	41.6809707	44.02873820000001	41.52653525	43.2469570403887	POINT (43.2469570403887 41.52653525)	10.0	4.9810316244	0.0	NA	NA	NA	0.0	0.0	0.0	0.0	NA	NA	8.445749999999999e-05	44.75	8.445749999999999e-05	#4c4ffc	4937.765	44.75	1681.0	57.0	49.0	NA	NA	8.445749999999999e-05	8.222699999999998e-05
NODE46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	3.2979e-06	100.0	HIGH	-132.027	{70.3147,191.323}	{-191.323,-70.3147}	Georgia	Samtskhe-Javakheti	0.PE	0.PE2	1.0	0.9999994538641426	0.9999994538641426	1.0	0.9993044556313428	0.9993044556313428	1.0	1.0	41.6809707	44.02873820000001	41.52653525	43.2469570403887	POINT (43.2469570403887 41.52653525)	10.0	13.947142294199999	208.136	NA	NA	NA	1.584492831610101e-08	0.06700975465176615	0.0	0.0	NA	NA	8.775539999999999e-05	45.5	8.775539999999999e-05	#4c4ffc	5145.901000000001	45.5	1889.0	59.0	62.0	NA	NA	8.775539999999999e-05	8.552489999999998e-05
NODE47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	2.356e-07	100.0	HIGH	-340.164	{291.455,397.347}	{-397.347,-291.455}	Georgia	Samtskhe-Javakheti	0.PE	0.PE2	1.0	0.9999991084907456	0.9999991084907456	1.0	0.999999097977822	0.999999097977822	1.0	1.0	41.6809707	44.02873820000001	41.52653525	43.2469570403887	POINT (43.2469570403887 41.52653525)	10.0	0.9963754887999999	0.0	NA	NA	NA	0.0	0.0	0.0	0.0	NA	NA	8.35153e-05	49.0	8.35153e-05	#4c4ffc	4937.765	49.0	1681.0	57.0	49.0	NA	NA	8.35153e-05	8.128479999999999e-05
NODE48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	2.32e-07	100.0	HIGH	-288.057	{227.74,374.486}	{-374.486,-227.74}	Georgia	Samtskhe-Javakheti	0.PE	0.PE2	1.0	0.9999994538461114	0.9999994538461114	1.0	0.9999994702465002	0.9999994702465002	1.0	1.0	41.6809707	44.02873820000001	41.52653525	43.2469570403887	POINT (43.2469570403887 41.52653525)	10.0	0.981150736	52.1068	NA	NA	NA	4.452393929391174e-09	0.018829610262000352	0.0	0.0	NA	NA	8.374729999999999e-05	47.5	8.374729999999999e-05	#4c4ffc	4989.8718	47.5	1733.0	86.0	61.0	NA	NA	8.374729999999999e-05	8.151679999999998e-05
NODE49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	2.356e-07	100.0	HIGH	-340.164	{291.455,397.347}	{-397.347,-291.455}	Georgia	Samtskhe-Javakheti	0.PE	0.PE2	1.0	0.999999450103504	0.999999450103504	1.0	0.9999994679703657	0.9999994679703657	1.0	1.0	41.6809707	44.02873820000001	41.52653525	43.2469570403887	POINT (43.2469570403887 41.52653525)	10.0	0.9963754887999999	0.0	NA	NA	NA	0.0	0.0	0.0	0.0	NA	NA	8.37509e-05	50.5	8.37509e-05	#4c4ffc	4937.765	50.5	1681.0	57.0	49.0	NA	NA	8.37509e-05	8.152039999999999e-05
NODE50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.36e-08	81.0	LOW	-340.164	{291.455,397.347}	{-397.347,-291.455}	Georgia	Samtskhe-Javakheti	0.PE	0.PE2	1.0	0.9999994557235584	0.9999994557235584	1.0	0.999999471644238	0.999999471644238	1.0	1.0	41.6809707	44.02873820000001	41.52653525	43.2469570403887	POINT (43.2469570403887 41.52653525)	10.0	0.0998067128	0.0	NA	NA	NA	0.0	0.0	0.0	0.0	NA	NA	8.37745e-05	49.5	8.37745e-05	#4c4ffc	4937.765	49.5	1681.0	57.0	49.0	NA	NA	8.37745e-05	8.154399999999999e-05
NODE51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	1.1778e-06	100.0	HIGH	-104.149	{39.4784,140.248}	{-140.248,-39.4784}	Georgia	Samtskhe-Javakheti	0.PE	0.PE2	1.0	0.9999994557235584	0.9999994557235584	1.0	0.999999471644238	0.999999471644238	1.0	1.0	41.6809707	44.02873820000001	41.52653525	43.2469570403887	POINT (43.2469570403887 41.52653525)	10.0	4.9810316244	236.014	NA	NA	NA	4.990381926495886e-09	0.021104814224579896	0.0	0.0	NA	NA	8.492869999999999e-05	51.5	8.492869999999999e-05	#4c4ffc	5173.779	51.5	1917.0	36.0	65.0	NA	NA	8.492869999999999e-05	8.269819999999999e-05
NODE52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	1.05162e-05	100.0	HIGH	-3775	{3775,3965.69}	{-3965.69,-3775}	Russia	Qinghai	0.PE	0.PE2	0.6	0.6005960245717725	0.6005960245717725	0.98	0.9787584633829692	0.9787584633829692	1.0	0.22	64.6863136	97.7453061	35.40709525	95.95211573241954	POINT (95.95211573241954 35.40709525)	25.0	44.4740403876	573.797	NA	NA	NA	1.8327387560408992e-08	0.07750831807695055	0.0	0.0	NA	NA	3.0377299999999998e-05	86.73956183989108	3.0377299999999998e-05	#4c4ffc	1502.921	86.73956183989108	-1754.0	190.0	0.0	NA	NA	3.0377299999999998e-05	2.81468e-05
NODE53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.36e-08	78.0	LOW	-3775	{3775,3965.69}	{-3965.69,-3775}	Russia	Qinghai	0.PE	0.PE8	0.6	0.6040369554409065	0.6040369554409065	0.98	0.9832651766859641	0.9832651766859641	1.0	0.49	64.6863136	97.7453061	35.40709525	95.95211573241954	POINT (95.95211573241954 35.40709525)	25.0	0.0998067128	0.0	NA	NA	NA	0.0	0.0	0.0	0.0	NA	NA	3.04009e-05	56.203125	3.04009e-05	#4c4ffc	1502.921	56.203125	-1754.0	190.0	0.0	NA	NA	3.04009e-05	2.81704e-05
NODE54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	4.711e-07	100.0	HIGH	-3473.31	{3184.6,3798.51}	{-3798.51,-3184.6}	China	Qinghai	0.PE	0.PE10	0.81	0.8109904332027604	0.8109904332027604	1.0	0.9995710962552901	0.9995710962552901	1.0	0.48	35.000074	104.999927	35.40709525	95.95211573241954	POINT (95.95211573241954 35.40709525)	25.0	1.9923280678	301.695	NA	NA	NA	1.5615107973284276e-09	0.006603782189960059	0.0	0.0	NA	NA	3.0872e-05	59.40625	3.0872e-05	#4c4ffc	1804.616	59.40625	-1452.0	325.0	289.0	NA	NA	3.0872e-05	2.86415e-05
NODE55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	2.0067e-05	100.0	HIGH	-150.231	{79.6634,259.788}	{-259.788,-79.6634}	China	Qinghai	0.PE	0.PE10	1.0	0.9979819708202852	0.9979819708202852	1.0	0.9999985340947588	0.9999985340947588	1.0	1.0	35.000074	104.999927	35.40709525	95.95211573241954	POINT (95.95211573241954 35.40709525)	25.0	84.865309566	3323.07	NA	NA	NA	6.0386931361662556e-09	0.025538225064774437	0.0	0.0	NA	NA	5.0938999999999995e-05	54.5	5.0938999999999995e-05	#4c4ffc	5127.686	54.5	1871.0	109.0	71.0	NA	NA	5.0938999999999995e-05	4.87085e-05
NODE56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	1.76746e-05	100.0	HIGH	-2032.39	{1830.85,2283.33}	{-2283.33,-1830.85}	China	Qinghai	0.PE	0.PE4	0.81	0.8124829655136847	0.8124829655136847	0.99	0.9911892185803202	0.9911892185803202	1.0	0.47	35.000074	104.999927	35.40709525	95.95211573241954	POINT (95.95211573241954 35.40709525)	25.0	74.74761551079999	1440.91	NA	NA	NA	1.226627617269642e-08	0.051875284029398075	0.0	0.0	NA	NA	4.8546599999999994e-05	64.3125	4.8546599999999994e-05	#4c4ffc	3245.526	64.3125	-11.0	251.0	202.0	NA	NA	4.8546599999999994e-05	4.63161e-05
NODE57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	8.7159e-06	100.0	HIGH	-707.706	{548.263,909.048}	{-909.048,-548.263}	China	Qinghai	0.PE	0.PE4	1.0	0.995341366446858	0.995341366446858	0.99	0.987667964458066	0.987667964458066	1.0	1.0	35.000074	104.999927	35.40709525	95.95211573241954	POINT (95.95211573241954 35.40709525)	25.0	36.8603952582	1324.68	NA	NA	NA	6.579626777787843e-09	0.02782588644668901	0.0	0.0	NA	NA	5.7262499999999996e-05	58.6875	5.7262499999999996e-05	#4c4ffc	4570.206	58.6875	1314.0	202.0	159.0	NA	NA	5.7262499999999996e-05	5.5032000000000004e-05
NODE58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	4.9469e-06	100.0	HIGH	-113.703	{58.0217,177.323}	{-177.323,-58.0217}	China	Qinghai	0.PE	0.PE4	1.0	0.9999504630106104	0.9999504630106104	0.99	0.9896267423613344	0.9896267423613344	1.0	1.0	35.000074	104.999927	35.40709525	95.95211573241954	POINT (95.95211573241954 35.40709525)	25.0	20.9209248962	594.004	NA	NA	NA	8.328058396913151e-09	0.03522017511026861	0.0	0.0	NA	NA	6.22094e-05	56.75	6.22094e-05	#4c4ffc	5164.21	56.75	1908.0	64.0	55.0	NA	NA	6.22094e-05	5.99789e-05
NODE59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	3.608e-07	100.0	HIGH	-89.4893	{44.733,133.943}	{-133.943,-44.733}	China	Qinghai	0.PE	0.PE4	1.0	0.9999978668257908	0.9999978668257908	1.0	0.999976101548164	0.999976101548164	1.0	1.0	35.000074	104.999927	35.40709525	95.95211573241954	POINT (95.95211573241954 35.40709525)	25.0	1.5258585584	24.2136	NA	NA	NA	1.490071695245647e-08	0.06301659226219976	0.0	0.0	NA	NA	6.25702e-05	57.5	6.25702e-05	#4c4ffc	5188.4236	57.5	1932.0	44.0	45.0	NA	NA	6.25702e-05	6.03397e-05
NODE60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	7.067e-07	100.0	HIGH	-581.281	{440.188,713.148}	{-713.148,-440.188}	China	Inner Mongolia	0.PE	0.PE4	0.99	0.9918687439990928	0.9918687439990928	0.38	0.3764075397763592	0.3764075397763592	1.0	1.0	35.000074	104.999927	43.2443242	114.3251664	POINT (114.3251664 43.2443242)	20.0	2.9887035566000004	126.425	NA	NA	NA	5.589875420209611e-09	0.023640130959857626	601.9539332892368	14.230269814758959	NA	NA	5.7969199999999994e-05	60.625	5.7969199999999994e-05	#4c4ffc	4696.631	60.625	1440.0	132.0	141.0	NA	NA	5.7969199999999994e-05	5.57387e-05
NODE61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	2.1201e-06	100.0	HIGH	-182.783	{127.376,257.082}	{-257.082,-127.376}	Mongolia	Bayankhongor	0.PE	0.PE4	1.0	0.9957924400089222	0.9957924400089222	1.0	0.9982902814992404	0.9982902814992404	1.0	1.0	46.8250388	103.8499736	46.18084675	100.67009765478292	POINT (100.6700976547829 46.18084675)	2.0	8.966110669799999	398.498	NA	NA	NA	5.320227454090108e-09	0.022499763285637568	125.54957672380635	2.824835756897635	NA	NA	6.0089299999999994e-05	59.5	6.0089299999999994e-05	#4c4ffc	5095.129	59.5	1839.0	75.0	55.0	NA	NA	6.0089299999999994e-05	5.78588e-05
NODE62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	3.2979e-06	100.0	HIGH	-415.391	{328.91,558.145}	{-558.145,-328.91}	China	Inner Mongolia	0.PE	0.PE4	1.0	0.9999456189822362	0.9999456189822362	1.0	0.9982372485430032	0.9982372485430032	1.0	1.0	35.000074	104.999927	43.2443242	114.3251664	POINT (114.3251664 43.2443242)	20.0	13.947142294199999	165.89	NA	NA	NA	1.9880040991018145e-08	0.08407464159503285	0.0	0.0	NA	NA	6.126709999999999e-05	61.75	6.126709999999999e-05	#4c4ffc	4862.521000000001	61.75	1606.0	143.0	87.0	NA	NA	6.126709999999999e-05	5.90366e-05
NODE63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	1.4734e-06	100.0	HIGH	-360.627	{280.82,525.512}	{-525.512,-280.82}	China	Inner Mongolia	0.PE	0.PE4	1.0	0.9999979881976266	0.9999979881976266	1.0	0.9999943854385708	0.9999943854385708	1.0	1.0	35.000074	104.999927	43.2443242	114.3251664	POINT (114.3251664 43.2443242)	20.0	6.231152993199999	54.7636	NA	NA	NA	2.690473234045972e-08	0.11378274973157353	0.0	0.0	NA	NA	6.27405e-05	62.5	6.27405e-05	#4c4ffc	4917.284600000001	62.5	1661.0	165.0	80.0	NA	NA	6.27405e-05	6.051e-05
NODE64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	1.5214e-06	100.0	HIGH	-2032.39	{1830.85,2283.33}	{-2283.33,-1830.85}	China	Altai Republic	0.PE	0.PE4	0.5	0.5017927710305224	0.5017927710305224	0.37	0.3737745732603501	0.3737745732603501	1.0	0.46	35.000074	104.999927	50.7114101	86.8572186	POINT (86.8572186 50.7114101)	20.0	6.4341496972	0.0	NA	NA	NA	0.0	0.0	287.8285604101199	0.0	NA	NA	5.0067999999999996e-05	69.9375	5.0067999999999996e-05	#4c4ffc	3245.526	69.9375	-11.0	251.0	202.0	NA	NA	5.0067999999999996e-05	4.7837500000000004e-05
NODE65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	2.4856e-06	100.0	HIGH	-1844.97	{1593.04,2135.64}	{-2135.64,-1593.04}	Kyrgyzstan	Sughd Province	0.PE	0.PE4	0.42	0.4228611883148469	0.4228611883148469	0.37	0.37325452905611656	0.37325452905611656	1.0	0.39	41.5089324	74.724091	39.35486020000001	68.8268012	POINT (68.82680120000001 39.35486020000001)	2.0	10.5118459888	187.419	NA	NA	NA	1.3262262630789834e-08	0.05608740836734802	179.67931258829657	10.077746980304166	NA	NA	5.25536e-05	65.625	5.25536e-05	#4c4ffc	3432.9449999999997	65.625	177.0	291.0	251.0	NA	NA	5.25536e-05	5.0323100000000006e-05
NODE66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	1.97652e-05	100.0	HIGH	-104.723	{53.0838,175.368}	{-175.368,-53.0838}	Tajikistan	Sughd Province	0.PE	0.PE4	1.0	0.9979650898070292	0.9979650898070292	1.0	0.9985928094804898	0.9985928094804898	1.0	1.0	38.62817329999999	70.8156541	39.35486020000001	68.8268012	POINT (68.82680120000001 39.35486020000001)	2.0	83.58896778959999	1740.25	NA	NA	NA	1.1357678494469184e-08	0.048032735405602635	0.0	0.0	NA	NA	7.23188e-05	64.5	7.23188e-05	#4c4ffc	5173.195	64.5	1917.0	71.0	51.0	NA	NA	7.23188e-05	7.00883e-05
NODE67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	1.13049e-05	100.0	HIGH	-1257.98	{1031.04,1537.42}	{-1537.42,-1031.04}	Kyrgyzstan	Talas Region	0.PE	0.PE4	1.0	0.9983364795977144	0.9983364795977144	1.0	0.9986173800486936	0.9986173800486936	1.0	1.0	41.5089324	74.724091	42.4451869	72.14310491939636	POINT (72.14310491939636 42.4451869)	4.0	47.809529980200004	586.99	NA	NA	NA	1.9259101517913425e-08	0.08144862771120463	9.252931738760491	0.7536385924274925	NA	NA	6.38585e-05	66.75	6.38585e-05	#4c4ffc	4019.9349999999995	66.75	764.0	280.0	226.0	NA	NA	6.38585e-05	6.162800000000001e-05
NODE68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.36e-08	88.0	LOW	-619.255	{451.775,844.588}	{-844.588,-451.775}	Kyrgyzstan	Talas Region	0.PE	0.PE4	1.0	0.9999940634623474	0.9999940634623474	1.0	0.9999965352283702	0.9999965352283702	1.0	1.0	41.5089324	74.724091	42.4451869	72.14310491939636	POINT (72.14310491939636 42.4451869)	4.0	0.0998067128	638.727	NA	NA	NA	3.694849286158249e-11	0.0001562587972639328	0.0	0.0	NA	NA	6.38821e-05	67.5	6.38821e-05	#4c4ffc	4658.661999999999	67.5	1402.0	225.0	168.0	NA	NA	6.38821e-05	6.165160000000001e-05
NODE69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	7.0444e-06	100.0	HIGH	-1912.83	{1710.89,2161.95}	{-2161.95,-1710.89}	Russia	Altai Republic	0.PE	0.PE4	1.0	0.9960574104530736	0.9960574104530736	1.0	0.9985635508083104	0.9985635508083104	1.0	1.0	64.6863136	97.7453061	50.7114101	86.8572186	POINT (86.8572186 50.7114101)	20.0	29.791457951199998	119.565	NA	NA	NA	5.8916907121649314e-08	0.24916537407435285	0.0	0.0	NA	NA	5.711239999999999e-05	74.25	5.711239999999999e-05	#4c4ffc	3365.091	74.25	109.0	249.0	202.0	NA	NA	5.711239999999999e-05	5.48819e-05
NODE70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	1.1778e-06	100.0	HIGH	-1659.52	{1447.77,1880.33}	{-1880.33,-1447.77}	Russia	Altai Republic	0.PE	0.PE4	1.0	0.9999692092527754	0.9999692092527754	1.0	0.99999623707071	0.99999623707071	1.0	1.0	64.6863136	97.7453061	50.7114101	86.8572186	POINT (86.8572186 50.7114101)	20.0	4.9810316244	253.306	NA	NA	NA	4.6497122057906245e-09	0.019664088590084717	0.0	0.0	NA	NA	5.829019999999999e-05	71.25	5.829019999999999e-05	#4c4ffc	3618.397	71.25	362.0	221.0	212.0	NA	NA	5.829019999999999e-05	5.60597e-05
NODE71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	2.356e-07	100.0	HIGH	-1659.52	{1447.77,1880.33}	{-1880.33,-1447.77}	Russia	Altai Republic	0.PE	0.PE4	1.0	0.9999981309823316	0.9999981309823316	1.0	0.9999994884012756	0.9999994884012756	1.0	1.0	64.6863136	97.7453061	50.7114101	86.8572186	POINT (86.8572186 50.7114101)	20.0	0.9963754887999999	0.0	NA	NA	NA	0.0	0.0	0.0	0.0	NA	NA	5.8525799999999995e-05	69.75	5.8525799999999995e-05	#4c4ffc	3618.397	69.75	362.0	221.0	212.0	NA	NA	5.8525799999999995e-05	5.62953e-05
NODE72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	9.423e-07	100.0	HIGH	-1659.52	{1447.77,1880.33}	{-1880.33,-1447.77}	Russia	Altai Republic	0.PE	0.PE4	1.0	0.9999983582840578	0.9999983582840578	1.0	0.9999994966961312	0.9999994966961312	1.0	1.0	64.6863136	97.7453061	50.7114101	86.8572186	POINT (86.8572186 50.7114101)	20.0	3.9850790454	0.0	NA	NA	NA	0.0	0.0	0.0	0.0	NA	NA	5.9468099999999994e-05	70.5	5.9468099999999994e-05	#4c4ffc	3618.397	70.5	362.0	221.0	212.0	NA	NA	5.9468099999999994e-05	5.72376e-05
NODE73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	4.711e-07	100.0	HIGH	-1261.87	{1020.4,1542.18}	{-1542.18,-1020.4}	Russia	Altai Republic	0.PE	0.PE4	1.0	0.9999981309823316	0.9999981309823316	1.0	0.9999994884012756	0.9999994884012756	1.0	1.0	64.6863136	97.7453061	50.7114101	86.8572186	POINT (86.8572186 50.7114101)	20.0	1.9923280678	397.65	NA	NA	NA	1.1847101722620394e-09	0.005010255420093047	0.0	0.0	NA	NA	5.8761299999999996e-05	72.75	5.8761299999999996e-05	#4c4ffc	4016.047	72.75	760.0	281.0	241.0	NA	NA	5.8761299999999996e-05	5.6530800000000004e-05
NODE74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.36e-08	71.0	LOW	-531.144	{329.153,712.479}	{-712.479,-329.153}	Russia	Altai Republic	0.PE	0.PE4	1.0	0.9999983582840578	0.9999983582840578	1.0	0.9999994966961312	0.9999994966961312	1.0	1.0	64.6863136	97.7453061	50.7114101	86.8572186	POINT (86.8572186 50.7114101)	20.0	0.0998067128	730.726	NA	NA	NA	3.2296647443775094e-11	0.00013658568711117438	0.0	0.0	NA	NA	5.8784899999999993e-05	73.5	5.8784899999999993e-05	#4c4ffc	4746.773	73.5	1490.0	181.0	202.0	NA	NA	5.8784899999999993e-05	5.65544e-05
NODE75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	2.5912e-06	100.0	HIGH	-1901.44	{1663.68,2104.75}	{-2104.75,-1663.68}	Russia	Altai Republic	0.PE	0.PE4	1.0	0.9999692092142096	0.9999692092142096	1.0	0.9999962370705888	0.9999962370705888	1.0	1.0	64.6863136	97.7453061	50.7114101	86.8572186	POINT (86.8572186 50.7114101)	20.0	10.9584387376	11.3891	NA	NA	NA	2.2751578263427313e-07	0.9621865413070393	0.0	0.0	NA	NA	5.9703599999999995e-05	77.25	5.9703599999999995e-05	#4c4ffc	3376.4800999999998	77.25	120.0	203.0	238.0	NA	NA	5.9703599999999995e-05	5.7473100000000004e-05
NODE76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*	internal	2.1138e-06	99.0	HIGH	-1828.72	{1598.51,2098.82}	{-2098.82,-1598.51}	Russia	Altai Republic	0.PE	0.PE4	1.0	0.9999981441492221	0.9999981441492221	1.0	0.9999994894119616	0.9999994894119616	1.0	1.0	64.6863136	97.7453061	50.7114101	86.8572186	POINT (86.8572186 50.7114101)	20.0	8.9394673524	72.719	NA	NA	NA	2.90680564914259e-08	0.12293165957177629	0.0	0.0	NA	NA	6.18174e-05	75.5	6.18174e-05	#4c4ffc	3449.1991	75.5	193.0	270.0	230.0	NA	NA	6.18174e-05	5.9586900000000004e-05
NODE77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.36e-08	4.0	LOW	-1901.44	{1663.68,2104.75}	{-2104.75,-1663.68}	Russia	Altai Republic	0.PE	0.PE4	1.0	0.999998117505144	0.999998117505144	1.0	0.99999948738455	0.99999948738455	1.0	1.0	64.6863136	97.7453061	50.7114101	86.8572186	POINT (86.8572186 50.7114101)	20.0	0.0998067128	0.0	NA	NA	NA	0.0	0.0	0.0	0.0	NA	NA	5.972719999999999e-05	79.0	5.972719999999999e-05	#4c4ffc	3376.4800999999998	79.0	120.0	203.0	238.0	NA	NA	5.972719999999999e-05	5.74967e-05
NODE78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	5.01e-08	71.0	LOW	-603.68	{339.715,837.031}	{-837.031,-339.715}	Russia	Altai Republic	0.PE	0.PE4	1.0	0.9999983581799016	0.9999983581799016	1.0	0.9999994966941136	0.9999994966941136	1.0	1.0	64.6863136	97.7453061	50.7114101	86.8572186	POINT (86.8572186 50.7114101)	20.0	0.21187780979999998	1297.76	NA	NA	NA	3.860498089014918e-11	0.00016326424747256811	0.0	0.0	NA	NA	5.9777299999999994e-05	77.5	5.9777299999999994e-05	#4c4ffc	4674.2401	77.5	1418.0	234.0	264.0	NA	NA	5.9777299999999994e-05	5.75468e-05
NODE79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.36e-08	14.0	LOW	-1901.44	{1663.68,2104.75}	{-2104.75,-1663.68}	Russia	Altai Republic	0.PE	0.PE4	1.0	0.9999983349383376	0.9999983349383376	1.0	0.9999994947031964	0.9999994947031964	1.0	1.0	64.6863136	97.7453061	50.7114101	86.8572186	POINT (86.8572186 50.7114101)	20.0	0.0998067128	0.0	NA	NA	NA	0.0	0.0	0.0	0.0	NA	NA	5.975079999999999e-05	80.5	5.975079999999999e-05	#4c4ffc	3376.4800999999998	80.5	120.0	203.0	238.0	NA	NA	5.975079999999999e-05	5.75203e-05
