sample	strain	date	date_bp	country	province	country_lat	country_lon	province_lat	province_lon	biovar	branch_major	branch_minor	biosample_accession	biosample_comment	branch_number	continent	date_mean	date_bp_mean	date_err	lat	lon	host_human	sequencing_technology	assembly_method	host_raw	host_order	population_color	population	geometry	root_rtt_dist	clade_rtt_dist	population_rtt_dist	node_type	branch_length	branch_support	branch_support_conf_char	branch_support_conf_category	timetree_date	timetree_CI_height	timetree_CI_date	mugration_country	mugration_province	mugration_continent	mugration_host_order	mugration_population	mugration_country_confidence	mugration_country_lat_confidence	mugration_country_lon_confidence	mugration_province_confidence	mugration_province_lat_confidence	mugration_province_lon_confidence	mugration_continent_confidence	mugration_host_order_confidence	mugration_population_confidence	mugration_country_lat	mugration_country_lon	mugration_province_lat	mugration_province_lon	branch_length_sub	branch_length_time	rate_sub	rate_sub_year	date_lower	date_upper	divtree_coord_x	divtree_coord_y	rtt_dist	timetree_coord_x	timetree_coord_y	timetree_date_calendar	timetree_CI_lower_err	timetree_CI_upper_err	country_date_strain	province_date_strain
SAMEA3541827	RISE509	[-2876:-2677]	[-4897:-4698]	Russia	Krasnoyarsk Krai	64.6863136	97.7453061	63.3233807	97.0979974	Bronze Age	0.PRE	0.PRE2	SAMEA3541827	KEEP: SRA Ancient Placement	0.0	Europe	-2776.5	4797.5	99.5	63.3233807	97.0979974	Human	Illumina HiSeq 2500	NA	Homo sapiens	Human	#8000ff	0.PRE	POINT (97.09799740000001 63.3233807)	8.9963e-06	NA	5.5222e-06	terminal	5.5222e-06	0.0		LOW	-4698	{4698,4883.81}	{-4883.81,-4698}	Russia	Krasnoyarsk Krai	Europe	Human	0.PRE	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	64.6863136	97.7453061	63.3233807	97.0979974	23.353924975600002	349.313	1.580874459295818e-08	0.06685673014059025	-2876.0	-2677.0	8.9963e-06	1.0	8.9963e-06	580.0	1.0	-2677.0	185.0	0.0	Russia (-2876:-2677) RISE509	Russia (-2876:-2677) RISE509
SAMEA3541826	RISE505	[-1746:-1626]	[-3767:-3647]	Russia	Altai Krai	64.6863136	97.7453061	52.6932243	82.69314240000001	Bronze Age	0.PRE	0.PRE1	SAMEA3541826	KEEP: SRA Ancient	0.0	Europe	-1686.0	3707.0	60.0	52.6932243	82.69314240000001	Human	Illumina HiSeq 2500	NA	Homo sapiens	Human	#8000ff	0.PRE	POINT (82.69314240000001 52.6932243)	9.866879999999999e-05	NA	9.51947e-05	terminal	3.87971e-05	0.0		LOW	-3647	{3647,3767}	{-3767,-3647}	Russia	Altai Krai	Europe	Human	0.PRE	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	64.6863136	97.7453061	52.6932243	82.69314240000001	164.0767380158	736.809	5.265557288252451e-08	0.22268557796633864	-1746.0	-1626.0	9.86688e-05	8.0	9.86688e-05	1631.0	8.0	-1626.0	120.0	0.0	Russia (-1746:-1626) RISE505	Russia (-1746:-1626) RISE505
SAMEA1061800	DA101	[214:261]	[-1807:-1760]	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT4	SAMEA1061800	KEEP: SRA Ancient Placement	0.0	Asia	237.5	1783.5	23.5	42.06103415	78.17073232346421	Human	Illumina HiSeq 4000	NA	Homo sapiens	Human	#0cc1e8	0.ANT4	POINT (78.17073232346421 42.06103415)	4.92224e-05	NA	3.4116e-06	terminal	3.4116e-06	0.0		LOW	-1806.05	{1760,1807}	{-1807,-1760}	Kyrgyzstan	Issyk-Kul Region	Asia	Human	0.ANT4	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	41.5089324	74.724091	42.06103415	78.17073232346421	14.4279907368	240.003	1.4214822314721067e-08	0.06011587662154223	214.0	261.0	4.92224e-05	181.0	4.92224e-05	3471.9525000000003	181.0	215.0	1.0	46.0	Kyrgyzstan (214:261) DA101	Kyrgyzstan (214:261) DA101
SAMEA7293136	COL001	[1300:1400]	[-721:-621]	Italy	Lazio	42.6384261	12.674297	41.9808038	12.766231199999998	Second Pandemic	1.PRE	1.PRE1	SAMEA7293136	KEEP: SRA Ancient	1.0	Europe	1350.0	671.0	50.0	41.9808038	12.766231199999998	Human	Illumina HiSeq 2500	NA	Homo sapiens	Human	#f3c16a	1.PRE	POINT (12.7662312 41.9808038)	5.51472e-05	NA	1.8845e-06	terminal	1.1778e-06	0.0		LOW	-622.383	{621,689.806}	{-689.806,-621}	Italy	Lazio	Europe	Human	1.PRE	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	42.6384261	12.674297	41.9808038	12.766231199999998	4.9810316244	82.8573	1.421480062710226e-08	0.06011578490247691	1300.0	1400.0	5.51472e-05	403.0	5.51472e-05	4655.6228	403.0	1399.0	67.0	1.0	Italy (1300:1400) COL001	Italy (1300:1400) COL001
SAMEA7293135	CHE1	[1500:1800]	[-521:-221]	Russia	Chechnya	64.6863136	97.7453061	43.39761470000001	45.6985005	Second Pandemic	1.PRE	1.PRE1	SAMEA7293135	KEEP: SRA Ancient	1.0	Europe	1650.0	371.0	150.0	43.39761470000001	45.6985005	Human	Illumina HiSeq 2500	NA	Homo sapiens	Human	#f3c16a	1.PRE	POINT (45.6985005 43.39761470000001)	8.878920000000001e-05	NA	3.55265e-05	terminal	1.15408e-05	0.0		LOW	-221	{221,338.256}	{-338.256,-221}	Russia	Chechnya	Europe	Human	1.PRE	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	64.6863136	97.7453061	43.39761470000001	45.6985005	48.8071741984	181.857	6.346085110828838e-08	0.2683821585003602	1500.0	1800.0	8.87892e-05	412.0	8.87892e-05	5057.0055	412.0	1800.0	117.0	0.0	Russia (1500:1800) CHE1	Russia (1500:1800) CHE1
SAMEA6812877	GLZ002	[-2569:-2467]	[-4590:-4488]	Russia	Irkutsk Oblast	64.6863136	97.7453061	56.6370122	104.719221	Bronze Age	0.PRE	0.PRE1	SAMEA6812877	KEEP: SRA Ancient	0.0	Europe	-2518.0	4539.0	51.0	56.6370122	104.719221	Human	Illumina HiSeq 4000	NA	Homo sapiens	Human	#8000ff	0.PRE	POINT (104.719221 56.6370122)	3.2690099999999994e-05	NA	2.9216e-05	terminal	2.36e-08	0.0		LOW	-4548.81	{4516,4590}	{-4590,-4516}	Russia	Irkutsk Oblast	Europe	Human	0.PRE	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	64.6863136	97.7453061	56.6370122	104.719221	0.0998067128	1.66024	1.4214812316291622e-08	0.060115834337204264	-2569.0	-2467.0	3.2690099999999994e-05	5.0	3.2690099999999994e-05	729.1862400000001	5.0	-2527.0	42.0	32.0	Russia (-2569:-2467) GLZ002	Russia (-2569:-2467) GLZ002
SAMEA6812876	GLZ001	[-2838:-2495]	[-4859:-4516]	Russia	Irkutsk Oblast	64.6863136	97.7453061	56.6370122	104.719221	Bronze Age	0.PRE	0.PRE1	SAMEA6812876	KEEP: SRA Ancient	0.0	Europe	-2666.5	4687.5	171.5	56.6370122	104.719221	Human	Illumina HiSeq 4000	NA	Homo sapiens	Human	#8000ff	0.PRE	POINT (104.719221 56.6370122)	3.31995e-05	NA	2.97254e-05	terminal	5.33e-07	0.0		LOW	-4516	{4516,4601.45}	{-4601.45,-4516}	Russia	Irkutsk Oblast	Europe	Human	0.PRE	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	64.6863136	97.7453061	56.6370122	104.719221	2.254109234	34.4741	1.5460882227527334e-08	0.06538558610667139	-2838.0	-2495.0	3.31995e-05	4.0	3.31995e-05	762.0001000000001	4.0	-2495.0	85.0	0.0	Russia (-2838:-2495) GLZ001	Russia (-2838:-2495) GLZ001
SAMEA7313236_38	Rostov2033	[1762:1773]	[-259:-248]	Russia	Rostov Oblast	64.6863136	97.7453061	47.6222451	40.7957942	Second Pandemic	1.PRE	1.PRE1	SAMEA7313236_38	KEEP: SRA Ancient Combined Record	1.0	Europe	1767.5	253.5	5.5	47.6222451	40.7957942	Human	NextSeq 500	NA	Homo sapiens	Human	#f3c16a	1.PRE	POINT (40.7957942 47.6222451)	8.125339999999999e-05	NA	2.7990700000000003e-05	terminal	4.005e-06	0.0		LOW	-248	{248,259}	{-259,-248}	Russia	Rostov Oblast	Europe	Human	1.PRE	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	64.6863136	97.7453061	47.6222451	40.7957942	16.93753749	154.857	2.5862569983920648e-08	0.10937534299385886	1762.0	1773.0	8.125339999999999e-05	413.0	8.125339999999999e-05	5030.0055	413.0	1773.0	11.0	0.0	Russia (1762:1773) Rostov2033	Russia (1762:1773) Rostov2033
SAMEA7313243_45	Azov38	[1400:1700]	[-621:-321]	Russia	Rostov Oblast	64.6863136	97.7453061	47.6222451	40.7957942	Second Pandemic	1.PRE	1.PRE1	SAMEA7313243_45	KEEP: SRA Ancient Combined Record	1.0	Europe	1550.0	471.0	150.0	47.6222451	40.7957942	Human	NextSeq 500	NA	Homo sapiens	Human	#f3c16a	1.PRE	POINT (40.7957942 47.6222451)	7.54024e-05	NA	2.2139699999999997e-05	terminal	1.2023e-06	0.0		LOW	-321	{321,428.619}	{-428.619,-321}	Russia	Rostov Oblast	Europe	Human	1.PRE	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	64.6863136	97.7453061	47.6222451	40.7957942	5.0846445254	81.8571	1.4687791285056518e-08	0.06211610874804995	1400.0	1700.0	7.54024e-05	411.0	7.54024e-05	4957.0056	411.0	1700.0	107.0	0.0	Russia (1400:1700) Azov38	Russia (1400:1700) Azov38
SAMEA7313246_49	Gdansk8	[1400:1700]	[-621:-321]	Poland	Pomeranian Voivodeship	52.215933	19.134422	54.24556	18.1099	Second Pandemic	1.PRE	1.PRE1	SAMEA7313246_49	KEEP: SRA Ancient Combined Record	1.0	Europe	1550.0	471.0	150.0	54.24556	18.1099	Human	NextSeq 500	NA	Homo sapiens	Human	#f3c16a	1.PRE	POINT (18.1099 54.24556)	6.0134799999999985e-05	NA	6.8721000000000015e-06	terminal	5.131e-07	0.0		LOW	-536.822	{410.397,566.501}	{-566.501,-410.397}	Poland	Pomeranian Voivodeship	Europe	Human	1.PRE	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	52.215933	19.134422	54.24556	18.1099	2.1699501838	36.0962	1.4214792692859635e-08	0.0601157513477873	1400.0	1700.0	6.0134799999999985e-05	423.0	6.0134799999999985e-05	4741.18324	423.0	1485.0	30.0	126.0	Poland (1400:1700) Gdansk8	Poland (1400:1700) Gdansk8
SAMEA6651390	AGU010	[1435:1477]	[-586:-544]	Lithuania	Vilnius County	55.35000030000001	23.7499997	54.82269205	25.24953400167952	Second Pandemic	1.PRE	1.PRE1	SAMEA6651390	KEEP: SRA Ancient	1.0	Europe	1456.0	565.0	21.0	54.82269205	25.24953400167952	Human	NextSeq 500	NA	Homo sapiens	Human	#f3c16a	1.PRE	POINT (25.24953400167952 54.82269205)	5.959809999999999e-05	NA	6.3353999999999995e-06	terminal	2.36e-08	0.0		LOW	-586	{544,586}	{-586,-544}	Lithuania	Vilnius County	Europe	Human	1.PRE	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	55.35000030000001	23.7499997	54.82269205	25.24953400167952	0.0998067128	5.15739	4.575957994256785e-09	0.01935217480159538	1435.0	1477.0	5.959809999999999e-05	420.0	5.959809999999999e-05	4692.0054900000005	420.0	1435.0	0.0	42.0	Lithuania (1435:1477) AGU010	Lithuania (1435:1477) AGU010
SAMEA6637004	AGU025	[1441:1612]	[-580:-409]	Lithuania	Vilnius County	55.35000030000001	23.7499997	54.82269205	25.24953400167952	Second Pandemic	1.PRE	1.PRE1	SAMEA6637004	KEEP: SRA Ancient	1.0	Europe	1526.5	494.5	85.5	54.82269205	25.24953400167952	Human	NextSeq 500	NA	Homo sapiens	Human	#f3c16a	1.PRE	POINT (25.24953400167952 54.82269205)	6.0563999999999985e-05	NA	7.3013000000000016e-06	terminal	9.423e-07	0.0		LOW	-506.628	{409,557.18}	{-557.18,-409}	Lithuania	Vilnius County	Europe	Human	1.PRE	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	55.35000030000001	23.7499997	54.82269205	25.24953400167952	3.9850790454	66.2901	1.4214792254046985e-08	0.0601157494920056	1441.0	1612.0	6.0563999999999985e-05	422.0	6.0563999999999985e-05	4771.3771400000005	422.0	1515.0	51.0	97.0	Lithuania (1441:1612) AGU025	Lithuania (1441:1612) AGU025
SAMEA6637002	AGU007B	[1463:1632]	[-558:-389]	Lithuania	Vilnius County	55.35000030000001	23.7499997	54.82269205	25.24953400167952	Second Pandemic	1.PRE	1.PRE1	SAMEA6637002	KEEP: SRA Ancient	1.0	Europe	1547.5	473.5	84.5	54.82269205	25.24953400167952	Human	Illumina HiSeq 4000	NA	Homo sapiens	Human	#f3c16a	1.PRE	POINT (25.24953400167952 54.82269205)	5.9621699999999985e-05	NA	6.359e-06	terminal	2.36e-08	0.0		LOW	-558	{473.703,558}	{-558,-473.703}	Lithuania	Vilnius County	Europe	Human	1.PRE	100.0	1.0	1.0	100.0	1.0	1.0	100.0	100.0	100.0	55.35000030000001	23.7499997	54.82269205	25.24953400167952	0.0998067128	16.5787	1.4235133032143653e-09	0.006020177263597266	1463.0	1632.0	5.9621699999999985e-05	421.0	5.9621699999999985e-05	4720.0055	421.0	1463.0	0.0	85.0	Lithuania (1463:1632) AGU007B	Lithuania (1463:1632) AGU007B
NODE0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	0.0	100.0	*	HIGH	-5278	{5084.38,5465.7}	{-5465.7,-5084.38}	Russia	Qinghai	Europe	Human	0.PRE	85.0	0.8505956015067885	0.8505956015067885	56.0	0.5619532356449689	0.5619532356449689	52.0	92.0	49.0	64.6863136	97.7453061	35.40709525	95.95211573241954	0.0	0.0	0.0	0.0	NA	NA	0.0	17.206214761236385	0.0	0.0	17.206214761236385	-3257.0	187.0	194.0	NA	NA
NODE1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	3.4741e-06	100.0	*	HIGH	-5047.31	{4938.89,5047.31}	{-5047.31,-4938.89}	Russia	Krasnoyarsk Krai	Europe	Human	0.PRE	99.0	0.9956745383169427	0.9956745383169427	48.0	0.4889022371411832	0.4889022371411832	98.0	99.0	99.0	64.6863136	97.7453061	63.3233807	97.0979974	14.6923093618	230.687	1.5059799641939076e-08	0.06368936854612527	NA	NA	3.4741e-06	2.078125	3.4741e-06	230.687	2.078125	-3026.0	0.0	109.0	NA	NA
NODE2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	1.33431e-05	100.0	*	HIGH	-4823.19	{4696.1,4913.92}	{-4913.92,-4696.1}	Russia	Panevezys County	Europe	Human	0.PRE	98.0	0.986388636084316	0.986388636084316	46.0	0.4627568767102816	0.4627568767102816	99.0	99.0	99.0	64.6863136	97.7453061	55.9156048	25.03115989218585	56.429277523799996	224.12	5.953551668748884e-08	0.2517815345520257	NA	NA	1.68172e-05	3.15625	1.68172e-05	454.807	3.15625	-2802.0	90.0	127.0	NA	NA
NODE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	1.33104e-05	100.0	*	HIGH	-4659.97	{4588.93,4735.23}	{-4735.23,-4588.93}	Russia	Pärnu maakond	Europe	Human	0.PRE	98.0	0.9856170531226418	0.9856170531226418	44.0	0.44803228941381	0.44803228941381	99.0	99.0	99.0	64.6863136	97.7453061	58.31950685	24.30261214859043	56.290986019200005	163.226	8.15458321590923e-08	0.34486531569235296	NA	NA	3.01276e-05	4.3125	3.01276e-05	618.033	4.3125	-2638.0	76.0	71.0	NA	NA
NODE4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	9.235e-07	100.0	*	HIGH	-4659.97	{4588.93,4735.23}	{-4735.23,-4588.93}	Russia	Irkutsk Oblast	Europe	Human	0.PRE	99.0	0.9922328429518996	0.9922328429518996	38.0	0.3828078017101216	0.3828078017101216	99.0	99.0	99.0	64.6863136	97.7453061	56.6370122	104.719221	3.905572003	0.0	0.0	0.0	NA	NA	3.10511e-05	5.625	3.10511e-05	618.033	5.625	-2638.0	76.0	71.0	NA	NA
NODE5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	1.6154e-06	100.0	*	HIGH	-4550.47	{4516,4621.02}	{-4621.02,-4516}	Russia	Irkutsk Oblast	Europe	Human	0.PRE	99.0	0.9999746605876118	0.9999746605876118	99.0	0.998596295943552	0.998596295943552	99.0	99.0	99.0	64.6863136	97.7453061	56.6370122	104.719221	6.8316849092	109.493	1.4753454558738915e-08	0.06239380516745363	NA	NA	3.2666499999999996e-05	4.5	3.2666499999999996e-05	727.5260000000001	4.5	-2529.0	71.0	34.0	NA	NA
NODE6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	1.09491e-05	100.0	*	HIGH	-4556.66	{4466.92,4665.73}	{-4665.73,-4466.92}	Russia	Bavaria	Europe	Human	0.PRE	59.0	0.5949598092010859	0.5949598092010859	99.0	0.9944443552682816	0.9944443552682816	99.0	99.0	99.0	64.6863136	97.7453061	48.9467562	11.4038717	46.304816911799996	103.309	1.059839897782381e-07	0.44821667920316716	NA	NA	4.20002e-05	6.75	4.20002e-05	721.342	6.75	-2535.0	109.0	90.0	NA	NA
NODE7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	1.78715e-05	100.0	*	HIGH	-4383.81	{4279.93,4529.56}	{-4529.56,-4279.93}	Russia	Bavaria	Europe	Human	0.PRE	59.0	0.5950014557256221	0.5950014557256221	99.0	0.9932979276608236	0.9932979276608236	99.0	99.0	99.0	64.6863136	97.7453061	48.9467562	11.4038717	75.580324907	172.849	1.0339371358816078e-07	0.4372621473482636	NA	NA	5.98717e-05	7.5	5.98717e-05	894.191	7.5	-2362.0	146.0	104.0	NA	NA
NODE8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.2305e-06	100.0	*	HIGH	-5107.37	{4900.14,5328.55}	{-5328.55,-4900.14}	Russia	Qinghai	Asia	Human	0.PE	71.0	0.710821958010245	0.710821958010245	98.0	0.987365717713576	0.987365717713576	94.0	87.0	99.0	64.6863136	97.7453061	35.40709525	95.95211573241954	9.433003089	170.627	1.3072374243232313e-08	0.055284351767305284	NA	NA	2.2305e-06	32.33430452247277	2.2305e-06	170.627	32.33430452247277	-3086.0	221.0	207.0	NA	NA
NODE9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	3.71835e-05	100.0	*	HIGH	-221.437	{124.195,360.663}	{-360.663,-124.195}	China	Qinghai	Asia	Human	0.PE	99.0	0.9924125850654362	0.9924125850654362	99.0	0.9999734963193688	0.9999734963193688	99.0	84.0	99.0	35.000074	104.999927	35.40709525	95.95211573241954	157.25266548300002	4885.94	7.61030630748638e-09	0.032184731184378035	NA	NA	3.9414e-05	9.5	3.9414e-05	5056.567	9.5	1800.0	139.0	97.0	NA	NA
NODE10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	1.76306e-05	100.0	*	HIGH	-4348.89	{4155.96,4637.8}	{-4637.8,-4155.96}	Russia	Qinghai	Asia	Human	0.PE	72.0	0.7201737719427718	0.7201737719427718	97.0	0.9798514182446784	0.9798514182446784	95.0	74.0	99.0	64.6863136	97.7453061	35.40709525	95.95211573241954	74.5615351988	758.488	2.3244402020862556e-08	0.09830285409762579	NA	NA	1.98611e-05	55.16860904494554	1.98611e-05	929.115	55.16860904494554	-2327.0	289.0	193.0	NA	NA
NODE11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	3.59106e-05	100.0	*	HIGH	-2519.64	{2189.37,2857.98}	{-2857.98,-2189.37}	Russia	Republic of Dagestan	Asia	Rodentia	0.PE	88.0	0.8850727819484683	0.8850727819484683	36.0	0.3643370236342077	0.3643370236342077	92.0	58.0	99.0	64.6863136	97.7453061	43.0883099	47.14988017944229	151.8694466388	1829.24	1.9631431632809256e-08	0.08302324825545036	NA	NA	5.57717e-05	23.59765625	5.57717e-05	2758.355	23.59765625	-498.0	338.0	330.0	NA	NA
NODE12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	1.84072e-05	100.0	*	HIGH	-2106.59	{1871.92,2369.67}	{-2369.67,-1871.92}	Russia	Republic of Dagestan	Europe	Rodentia	0.PE	99.0	0.9992562292516822	0.9992562292516822	99.0	0.9985509804564872	0.9985509804564872	97.0	94.0	99.0	64.6863136	97.7453061	43.0883099	47.14988017944229	77.8458527056	413.052	4.4563880576779677e-08	0.18846501821949777	NA	NA	7.41789e-05	13.4921875	7.41789e-05	3171.407	13.4921875	-85.0	263.0	235.0	NA	NA
NODE13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.36e-08	49.0		LOW	-2106.59	{1871.92,2369.67}	{-2369.67,-1871.92}	Russia	Republic of Dagestan	Europe	Rodentia	0.PE	99.0	0.9999930550812915	0.9999930550812915	99.0	0.9999961781199128	0.9999961781199128	99.0	98.0	99.0	64.6863136	97.7453061	43.0883099	47.14988017944229	0.0998067128	0.0	0.0	0.0	NA	NA	7.42025e-05	15.984375	7.42025e-05	3171.407	15.984375	-85.0	263.0	235.0	NA	NA
NODE14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	5.01e-08	68.0		LOW	-2106.59	{1871.92,2369.67}	{-2369.67,-1871.92}	Russia	Republic of Dagestan	Europe	Rodentia	0.PE	99.0	0.9999982976406666	0.9999982976406666	99.0	0.9999994527308504	0.9999994527308504	99.0	99.0	99.0	64.6863136	97.7453061	43.0883099	47.14988017944229	0.21187780979999998	0.0	0.0	0.0	NA	NA	7.42526e-05	13.625	7.42526e-05	3171.407	13.625	-85.0	263.0	235.0	NA	NA
NODE15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	1.4134e-06	99.0	*	HIGH	-1653.64	{1331.66,2053.58}	{-2053.58,-1331.66}	Russia	Republic of Dagestan	Europe	Rodentia	0.PE	99.0	0.999998359522966	0.999998359522966	99.0	0.9999994623589032	0.9999994623589032	99.0	99.0	99.0	64.6863136	97.7453061	43.0883099	47.14988017944229	5.977407113200001	452.948	3.1204464971696535e-09	0.013196674040287187	NA	NA	7.566599999999999e-05	12.5	7.566599999999999e-05	3624.355	12.5	368.0	400.0	322.0	NA	NA
NODE16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	4.852e-07	98.0	*	HIGH	-2106.59	{1871.92,2369.67}	{-2369.67,-1871.92}	Russia	Republic of Dagestan	Europe	Rodentia	0.PE	99.0	0.9999983479574556	0.9999983479574556	99.0	0.9999994612403642	0.9999994612403642	99.0	99.0	99.0	64.6863136	97.7453061	43.0883099	47.14988017944229	2.0519583496	0.0	0.0	0.0	NA	NA	7.473779999999999e-05	14.75	7.473779999999999e-05	3171.407	14.75	-85.0	263.0	235.0	NA	NA
NODE17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.3556e-06	90.0		LOW	-2106.59	{1871.92,2369.67}	{-2369.67,-1871.92}	Russia	Republic of Dagestan	Europe	Rodentia	0.PE	99.0	0.9999983598977858	0.9999983598977858	99.0	0.999999462377861	0.999999462377861	99.0	99.0	99.0	64.6863136	97.7453061	43.0883099	47.14988017944229	9.9620632488	0.0	0.0	0.0	NA	NA	7.709339999999999e-05	15.5	7.709339999999999e-05	3171.407	15.5	-85.0	263.0	235.0	NA	NA
NODE18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.36e-08	6.0		LOW	-1291.63	{1076.12,1542.64}	{-1542.64,-1076.12}	Russia	Republic of Dagestan	Europe	Rodentia	0.PE	99.0	0.9999983094848204	0.9999983094848204	99.0	0.9999994538658696	0.9999994538658696	99.0	96.0	99.0	64.6863136	97.7453061	43.0883099	47.14988017944229	0.0998067128	814.956	2.8958618624809192e-11	0.00012246883610894332	NA	NA	7.42261e-05	18.34375	7.42261e-05	3986.3630000000003	18.34375	730.0	251.0	215.0	NA	NA
NODE19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	internal	2.36e-08	23.0		LOW	-1291.63	{1076.12,1542.64}	{-1542.64,-1076.12}	Russia	Republic of Dagestan	Europe	Rodentia	0.PE	99.0	0.9999983363028704	0.9999983363028704	99.0	0.9999994601194664	0.9999994601194664	99.0	76.0	99.0	64.6863136	97.7453061	43.0883099	47.14988017944229	0.0998067128	0.0	0.0	0.0	NA	NA	7.42497e-05	19.6875	7.42497e-05	3986.3630000000003	19.6875	730.0	251.0	215.0	NA	NA
