sample	strain	date	date_bp	country	province	country_lat	country_lon	province_lat	province_lon	biovar	branch_major	branch_minor	biosample_accession	biosample_comment	branch_number	continent	date_mean	date_bp_mean	date_err	lat	lon	host_human	sequencing_technology	assembly_method	host_raw	host_order	library_layout
GCA_003074315.1_ASM307431v1_genomic	I-3223	1987.0	-34	Russia	Tuva Republic	64.6863136	97.7453061	51.401714899999995	93.8582593	Antiqua	4.ANT	4.ANT1	SAMN05225379	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	4	Europe	1987.0	34.0	0.0	51.401714899999995	93.8582593	Non-Human	IonTorrent	Newbler v. 2.6	Citellophilus tesquorum	Siphonaptera	NA
GCA_003074295.1_ASM307429v1_genomic	244	1967.0	-54	Kazakhstan	Kyzylorda Region	47.2286086	65.20931970000001	45.20588529999999	63.9155202	Medievalis	2.MED	2.MED1	SAMN05225376	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Asia	1967.0	54.0	0.0	45.20588529999999	63.9155202	Human	IonTorrent	Newbler v. 2.6	Homo sapiens	Human	NA
GCA_003074215.1_ASM307421v1_genomic	349	2015.0	-6	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Antiqua	4.ANT	4.ANT1	SAMN05219223	KEEP: Assembly Modern	4	Europe	2015.0	6.0	0.0	50.7114101	86.8572186	Non-Human	IonTorrent	Newbler v. 2.6	Oropsylla silantiewi	Siphonaptera	NA
GCA_003074195.1_ASM307419v1_genomic	337	2015.0	-6	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Antiqua	4.ANT	4.ANT1	SAMN05219221	KEEP: Assembly Modern	4	Europe	2015.0	6.0	0.0	50.7114101	86.8572186	NA	IonTorrent	Newbler v. 2.6	NA	NA	NA
GCA_003074155.1_ASM307415v1_genomic	338	2015.0	-6	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Antiqua	4.ANT	4.ANT1	SAMN05219204	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	4	Europe	2015.0	6.0	0.0	50.7114101	86.8572186	Non-Human	IonTorrent	Newbler v. 2.6	Marmota baibacina	Rodentia	NA
GCA_003085995.1_ASM308599v1_genomic	1906	2014.0	-7	Russia	Republic of Kalmykia	64.6863136	97.7453061	46.901711600000006	45.249161	Medievalis	2.MED	2.MED1	SAMN05162893	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Europe	2014.0	7.0	0.0	46.901711600000006	45.249161	Non-Human	IonTorrent	Newbler v. 2.6	Meriones meridianus	Rodentia	NA
GCA_003086015.1_ASM308601v1_genomic	M-1944	2012.0	-9	Russia	Tuva Republic	64.6863136	97.7453061	51.401714899999995	93.8582593	Antiqua	4.ANT	4.ANT1	SAMN05162583	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	4	Europe	2012.0	9.0	0.0	51.401714899999995	93.8582593	Non-Human	IonTorrent	Newbler v. 2.6	Marmota sibirica	Rodentia	NA
GCA_003085935.1_ASM308593v1_genomic	835	1958.0	-63	Armenia	Shirak Province	40.7696272	44.6736646	40.829434899999995	43.8276008	Caucasica	0.PE	0.PE2	SAMN05162581	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	Asia	1958.0	63.0	0.0	40.829434899999995	43.8276008	Human	IonTorrent	Newbler v. 2.6	Homo sapiens	Human	NA
GCA_003085975.1_ASM308597v1_genomic	1530	2014.0	-7	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Medievalis	2.MED	2.MED1	SAMN05162580	KEEP: Assembly Modern	2	Europe	2014.0	7.0	0.0	50.7114101	86.8572186	NA	IonTorrent	Newbler v. 2.6	NA	NA	NA
GCA_003086055.1_ASM308605v1_genomic	595	2014.0	-7	Russia	Astrakhan Oblast	64.6863136	97.7453061	47.1878186	47.608851	Medievalis	2.MED	2.MED1	SAMN05162559	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Europe	2014.0	7.0	0.0	47.1878186	47.608851	Non-Human	IonTorrent	Newbler v. 2.6	Mus musculus	Rodentia	NA
GCA_002412245.1_Y.pestis_A-1691_genomic	A-1691	1971.0	-50	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT5	SAMN05150065	KEEP: Assembly Modern Eroshenko 2017 Keller 2019	0	Asia	1971.0	50.0	0.0	42.06103415	78.17073232346421	NA	IonTorrent	Newbler v. 2.6	NA	NA	NA
GCA_002412225.1_Y.pestis_A-1486_genomic	A-1486	1966.0	-55	Kyrgyzstan	Osh Region	41.5089324	74.724091	40.1537925	73.35273504013053	Antiqua	0.ANT	0.ANT3	SAMN05149973	KEEP: Assembly Modern Eroshenko 2017 Keller 2019	0	Asia	1966.0	55.0	0.0	40.1537925	73.35273504013053	Non-Human	IonTorrent	Newbler v. 2.6	Marmota caudata	Rodentia	NA
GCA_003085875.1_ASM308587v1_genomic	M-986	1975.0	-46	Armenia	Syunik Province	40.7696272	44.6736646	39.3281408	46.1530296	Caucasica	0.PE	0.PE2	SAMN05149970	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	Asia	1975.0	46.0	0.0	39.3281408	46.1530296	Human	IonTorrent	Newbler v. 2.6	Homo sapiens	Human	NA
GCA_003085915.1_ASM308591v1_genomic	517	2014.0	-7	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Antiqua	4.ANT	4.ANT1	SAMN05017795	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	4	Europe	2014.0	7.0	0.0	50.7114101	86.8572186	Human	IonTorrent	Newbler v. 2.6	Homo sapiens	Human	NA
GCA_003086095.1_ASM308609v1_genomic	M-1524	1993.0	-28	Kazakhstan	Shymkent	47.2286086	65.20931970000001	42.31469620000001	69.5883282	Medievalis	2.MED	2.MED1	SAMN05017693	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Asia	1993.0	28.0	0.0	42.31469620000001	69.5883282	Non-Human	IonTorrent	Newbler v. 2.6	Rhombomys opimus	Rodentia	NA
GCA_003085855.1_ASM308585v1_genomic	M-1773	2002.0	-19	Russia	Astrakhan Oblast	64.6863136	97.7453061	47.1878186	47.608851	Medievalis	2.MED	2.MED1	SAMN05017702	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Europe	2002.0	19.0	0.0	47.1878186	47.608851	Non-Human	IonTorrent	Newbler v. 2.6	Meriones meridianus	Rodentia	NA
GCA_001509865.1_ASM150986v1_genomic	Yp1945	2009.0	-12	United States of America	Texas	39.7837304	-100.445882	31.8160381	-99.51209859999999	Orientalis	1.ORI	1.ORI1	SAMN04012733	KEEP: Assembly Modern	1	North America	2009.0	12.0	0.0	31.8160381	-99.51209859999999	Non-Human	Illumina GAIIx	ABySS v. 1.3.2	Flea	Siphonaptera	NA
GCA_001617815.1_Yersinia_pestis_M-1453_genomic	M-1453	1991.0	-30	Kazakhstan	Atyrau	47.2286086	65.20931970000001	47.660582700000006	50.806203000000004	Medievalis	2.MED	2.MED1	SAMN04376922	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Asia	1991.0	30.0	0.0	47.660582700000006	50.806203000000004	Non-Human	IonTorrent	Newbler v. 2,6	Rhombomys opimus	Rodentia	NA
GCA_001617805.1_Yersinia_pestis_173_genomic	173	1978.0	-43	Kazakhstan	Mangystau Region	47.2286086	65.20931970000001	43.736245200000006	53.1681252	Medievalis	2.MED	2.MED1	SAMN04376919	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Asia	1978.0	43.0	0.0	43.736245200000006	53.1681252	Non-Human	IonTorrent	Newbler v. 2,6	Rhombomys opimus	Rodentia	NA
GCA_001617785.1_Yersinia_pestis_M-549_genomic	M-549	1977.0	-44	Turkmenistan	Balkan	39.376380700000006	59.392460899999996	39.9353714	54.91200550000001	Medievalis	2.MED	2.MED1	SAMN04376917	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Asia	1977.0	44.0	0.0	39.9353714	54.91200550000001	Non-Human	IonTorrent	Newbler v. 2,6	Rhombomys opimus	Rodentia	NA
GCA_001617735.1_Yersinia_pestis_M-1763_genomic	M-1763	2002.0	-19	Russia	Astrakhan Oblast	64.6863136	97.7453061	47.1878186	47.608851	Medievalis	2.MED	2.MED1	SAMN04376042	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Europe	2002.0	19.0	0.0	47.1878186	47.608851	Non-Human	IonTorrent	Newbler v. 2,6	Nosopsyllus laeviceps	Siphonaptera	NA
GCA_001613895.1_ASM161389v1_genomic	KM-816	1990.0	-31	Turkmenistan	Balkan	39.376380700000006	59.392460899999996	39.9353714	54.91200550000001	Medievalis	2.MED	2.MED1	SAMN04364500	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Asia	1990.0	31.0	0.0	39.9353714	54.91200550000001	Non-Human	IonTorrent	Newbler v. 2.6	Rhombomys opimus	Rodentia	NA
GCA_001613885.1_ASM161388v1_genomic	M-978	1990.0	-31	Russia	Republic of Kalmykia	64.6863136	97.7453061	46.901711600000006	45.249161	Medievalis	2.MED	2.MED1	SAMN04364306	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Europe	1990.0	31.0	0.0	46.901711600000006	45.249161	Non-Human	IonTorrent	Newbler v. 2.6	Spermophilus pygmaeus	Rodentia	NA
GCA_001601285.1_ASM160128v1_genomic	I-1996	1970.0	-51	Russia	Zabaykalsky Krai	64.6863136	97.7453061	52.248521000000004	115.956325	Antiqua	2.ANT	2.ANT3	SAMN04357319	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Europe	1970.0	51.0	0.0	52.248521000000004	115.956325	Non-Human	IonTorrent	Newbler v. 2.6	Spermophilus dauricus	Rodentia	NA
GCA_001595585.1_ASM159558v1_genomic	M-1864	2009.0	-12	Russia	Republic of Kalmykia	64.6863136	97.7453061	46.901711600000006	45.249161	Medievalis	2.MED	2.MED1	SAMN04329024	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	2	Europe	2009.0	12.0	0.0	46.901711600000006	45.249161	Non-Human	IonTorrent	Newbler v. 2.6	Meriones meridianus	Rodentia	NA
GCA_000970105.1_ASM97010v1_genomic	KIM 5	2007.0	-14	Iran	Kurdistan	32.6475314	54.56435160000001	35.672803	47.0124376	Medievalis	2.MED	2.MED1	SAMN03160723	KEEP: Assembly Modern	2	Asia	2007.0	14.0	0.0	35.672803	47.0124376	Human	454 GS FLX Titanium	NA	Homo sapiens	Human	PAIRED
GCA_001188735.1_ASM118873v1_genomic	1045	[1961:1976]	[-60:-45]	Azerbaijan	Baku	40.3936294	47.787250799999995	40.3754434	49.8326748	Medievalis	2.MED	2.MED1	SAMN03943674	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	2	Asia	1968.5	52.5	7.5	40.3754434	49.8326748	NA	NA	NA	NA	NA	NA
GCA_001188795.1_ASM118879v1_genomic	3067	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943655	KEEP: Assembly Modern Zhgenti 2015 Keller 2019 Placement	0	Asia	1981.5	39.5	15.5	41.52653525	43.2469570403887	NA	NA	NA	NA	NA	NA
GCA_001188775.1_ASM118877v1_genomic	3770	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943654	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia	1981.5	39.5	15.5	41.52653525	43.2469570403887	NA	NA	NA	NA	NA	NA
GCA_001188755.1_ASM118875v1_genomic	8787	1992.0	-29	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943569	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia	1992.0	29.0	0.0	41.52653525	43.2469570403887	NA	NA	NA	NA	NA	NA
GCA_001188325.1_YPY_1_genomic	14735	[1961:1976]	[-60:-45]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943539	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia	1968.5	52.5	7.5	41.52653525	43.2469570403887	NA	Illumina HiSeq	Newbler v. 2.3	NA	NA	NA
GCA_001188335.1_DYA_1_genomic	G1670	[1950:2000]	[-71:-21]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03943538	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia	1975.0	46.0	25.0	41.52653525	43.2469570403887	NA	Illumina HiSeq	Newbler v. 2.6	NA	NA	NA
GCA_001188815.1_ASM118881v1_genomic	2944	1975.0	-46	Russia	Kabardino-Balkaria	64.6863136	97.7453061	43.442828600000006	43.4204809	Medievalis	2.MED	2.MED1	SAMN03941711	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	2	Europe	1975.0	46.0	0.0	43.442828600000006	43.4204809	NA	NA	NA	NA	NA	NA
GCA_001261975.1_YPW_8_IHQD_genomic	KIM 10v	[1968:2015]	[-53:-6]	Iran	Kurdistan	32.6475314	54.56435160000001	35.672803	47.0124376	Medievalis	2.MED	2.MED1	SAMN03817042	KEEP: Assembly Modern	2	Asia	1991.5	29.5	23.5	35.672803	47.0124376	Human	Illumina HiSeq	Newbler v. 2.6	Homo sapiens	Human	PAIRED
GCA_001188935.1_ASM118893v1_genomic	1413	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03783058	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia	1981.5	39.5	15.5	41.52653525	43.2469570403887	NA	NA	NA	NA	NA	NA
GCA_001188715.1_ASM118871v1_genomic	1522	[1961:1976]	[-60:-45]	Armenia	Shirak Province	40.7696272	44.6736646	40.829434899999995	43.8276008	Caucasica	0.PE	0.PE2	SAMN03783057	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia	1968.5	52.5	7.5	40.829434899999995	43.8276008	NA	NA	NA	NA	NA	NA
GCA_001188695.1_ASM118869v1_genomic	1412	[1966:1997]	[-55:-24]	Georgia	Samtskhe-Javakheti	41.6809707	44.02873820000001	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN03782999	KEEP: Assembly Modern Zhgenti 2015 Keller 2019	0	Asia	1981.5	39.5	15.5	41.52653525	43.2469570403887	NA	NA	NA	NA	NA	NA
GCA_000006645.1_ASM664v1_genomic	KIM 10+	1968.0	-53	Iran	Kurdistan	32.6475314	54.56435160000001	35.672803	47.0124376	Medievalis	2.MED	2.MED1	SAMN02604093	KEEP: Assembly Modern Morelli 2010 Cui 2013 Keller 2019	2	Asia	1968.0	53.0	0.0	35.672803	47.0124376	Human	NA	NA	Homo sapiens	Human	NA
GCA_000022845.1_ASM2284v1_genomic	Z176003	1976.0	-45	China	Tibet	35.000074	104.999927	29.8556443	90.87498070000001	Antiqua	1.IN	1.IN2	SAMN02603873	KEEP: Assembly Modern	1	Asia	1976.0	45.0	0.0	29.8556443	90.87498070000001	Non-Human	NA	NA	Marmota himalayana	Rodentia	NA
GCA_000013825.1_ASM1382v1_genomic	Antiqua	1965.0	-56	Democratic Republic of the Congo	NA	-4.0324900999999995	22.457478747924338	NA	NA	Antiqua	1.ANT	1.ANT1	SAMN02598369	KEEP: Assembly Modern Morelli 2010 Cui 2013 Keller 2019	1	Africa	1965.0	56.0	0.0	-4.0324900999999995	22.457478747924338	Human	NA	NA	Homo sapiens	Human	NA
GCA_000269245.1_ASM26924v1_genomic	PY-113	2010.0	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141506	KEEP: Assembly Modern	1	South America	2010.0	11.0	0.0	-8.0	-78.5	Human	Illumina	Velvet v. 1.1.04	Homo sapiens	Human	NA
GCA_000269465.1_ASM26946v1_genomic	PY-101	2010.0	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141503	KEEP: Assembly Modern	1	South America	2010.0	11.0	0.0	-8.0	-78.5	Human	Illumina	Velvet v. 1.1.04	Homo sapiens	Human	NA
GCA_000269165.1_ASM26916v1_genomic	PY-98	2010.0	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141500	KEEP: Assembly Modern	1	South America	2010.0	11.0	0.0	-8.0	-78.5	Human	Illumina	Velvet v. 1.1.04	Homo sapiens	Human	NA
GCA_000268705.1_ASM26870v1_genomic	PY-32	2010.0	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141467	KEEP: Assembly Modern	1	South America	2010.0	11.0	0.0	-8.0	-78.5	Human	Illumina	Velvet v. 1.1.04	Homo sapiens	Human	NA
GCA_000268505.1_ASM26850v1_genomic	PY-16	2009.0	-12	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141463	KEEP: Assembly Modern	1	South America	2009.0	12.0	0.0	-8.0	-78.5	Human	Illumina	Velvet v. 1.1.04	Homo sapiens	Human	NA
GCA_000268465.1_ASM26846v1_genomic	PY-13	2008.0	-13	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141460	KEEP: Assembly Modern	1	South America	2008.0	13.0	0.0	-6.25	-78.833333	Human	Illumina	Velvet v. 1.1.04	Homo sapiens	Human	NA
GCA_000268625.1_ASM26862v1_genomic	PY-12	2008.0	-13	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141459	KEEP: Assembly Modern	1	South America	2008.0	13.0	0.0	-6.25	-78.833333	Human	Illumina	Velvet v. 1.1.04	Homo sapiens	Human	NA
GCA_000268605.1_ASM26860v1_genomic	PY-11	2007.0	-14	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141458	KEEP: Assembly Modern	1	South America	2007.0	14.0	0.0	-6.25	-78.833333	Human	Illumina	Velvet v. 1.1.04	Homo sapiens	Human	NA
GCA_000268445.1_ASM26844v1_genomic	PY-10	2006.0	-15	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141457	KEEP: Assembly Modern	1	South America	2006.0	15.0	0.0	-6.25	-78.833333	Human	Illumina	Velvet v. 1.1.04	Homo sapiens	Human	NA
GCA_000268425.1_ASM26842v1_genomic	PY-09	2006.0	-15	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141456	KEEP: Assembly Modern	1	South America	2006.0	15.0	0.0	-6.25	-78.833333	Human	Illumina	Velvet v. 1.1.04	Homo sapiens	Human	NA
GCA_001188675.1_ASM118867v1_genomic	790	[1961:1976]	[-60:-45]	Kyrgyzstan	NA	41.5089324	74.724091	NA	NA	Antiqua	0.ANT	0.ANT3	SAMN02769799	KEEP: Assembly Modern Zgenti 2015 Keller 2019	0	Asia	1968.5	52.5	7.5	41.5089324	74.724091	NA	454 GS FLX Titanium	NA	NA	NA	PAIRED
GCA_000311885.1_ASM31188v1_genomic	INS	2010.0	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02403946	KEEP: Assembly Modern	1	South America	2010.0	11.0	0.0	-8.0	-78.5	Human	SOLiD 3 plus	Bowtie v. 2.0	Homo sapiens	Human	NA
GCA_000182485.1_ASM18248v1_genomic	Nepal516	1967.0	-54	Nepal	Gandaki Pradesh	28.108392900000002	84.0917139	28.3840962	84.03632755245305	Antiqua	2.ANT	2.ANT1	SAMN02403941	KEEP: Assembly Modern Morelli 2010 Cui 2013 Keller 2019	2	Asia	1967.0	54.0	0.0	28.3840962	84.03632755245305	Human	NA	NA	Homo sapiens	Human	NA
GCA_000325485.1_ASM32548v1_genomic	YN663	1982.0	-39	China	Yunnan	35.000074	104.999927	25.0	102.0	Orientalis	1.ORI	1.ORI2	SAMN02403108	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1982.0	39.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Xenopsylla cneopis roths	Siphonaptera	NA
GCA_000325445.1_ASM32544v1_genomic	YN2588	2000.0	-21	China	Guangxi Zhuang	35.000074	104.999927	24.0	109.0	Orientalis	1.ORI	1.ORI2	SAMN02403106	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	2000.0	21.0	0.0	24.0	109.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Rattus flavipectus	Rodentia	NA
GCA_000325425.1_ASM32542v1_genomic	YN2551	2002.0	-19	China	Yunnan	35.000074	104.999927	25.0	102.0	Orientalis	1.ORI	1.ORI2	SAMN02403105	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	2002.0	19.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Rattus flavipectus	Rodentia	NA
GCA_000325405.1_ASM32540v1_genomic	YN2179	1995.0	-26	Myanmar	NA	17.1750495	95.9999652	NA	NA	Orientalis	1.ORI	1.ORI2	SAMN02403104	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1995.0	26.0	0.0	17.1750495	95.9999652	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Rattus flavipectus	Rodentia	NA
GCA_000325385.1_ASM32538v1_genomic	YN1683	1977.0	-44	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403103	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1977.0	44.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Apodemus speciosus	Rodentia	NA
GCA_000325365.1_ASM32536v1_genomic	YN1065	1954.0	-67	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403102	KEEP: Assembly Modern Cui 2013 Keller 2019 Placement	1	Asia	1954.0	67.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Stenischia humilis	Siphonaptera	NA
GCA_000325345.1_ASM32534v1_genomic	SHAN12	2006.0	-15	China	Shaanxi	35.000074	104.999927	35.8894105	109.13572849999998	Medievalis	2.MED	2.MED3	SAMN02403101	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	2006.0	15.0	0.0	35.8894105	109.13572849999998	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Meriones unguiculatus	Rodentia	NA
GCA_000325325.1_ASM32532v1_genomic	SHAN11	2006.0	-15	China	Shaanxi	35.000074	104.999927	35.8894105	109.13572849999998	Medievalis	2.MED	2.MED3	SAMN02403100	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	2006.0	15.0	0.0	35.8894105	109.13572849999998	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Nosopsyllus laeviceps kuzenkovi	Siphonaptera	NA
GCA_000325305.1_ASM32530v1_genomic	MGJZ9	1998.0	-23	Mongolia	Govi-Altai	46.825038799999994	103.8499736	45.3463139	95.9325806	Antiqua	3.ANT	3.ANT2	SAMN02403099	KEEP: Assembly Modern Cui 2013 Keller 2019 Placement	3	Asia	1998.0	23.0	0.0	45.3463139	95.9325806	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Orip silantiwii	Siphonaptera	NA
GCA_000325285.1_ASM32528v1_genomic	MGJZ7	1997.0	-24	Mongolia	Dornogovi	46.825038799999994	103.8499736	44.4179637	109.77837530000001	Antiqua	3.ANT	3.ANT2	SAMN02403098	KEEP: Assembly Modern Cui 2013 Keller 2019	3	Asia	1997.0	24.0	0.0	44.4179637	109.77837530000001	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Meriones meridianus	Rodentia	NA
GCA_000325265.1_ASM32526v1_genomic	MGJZ6	1997.0	-24	Mongolia	Dornogovi	46.825038799999994	103.8499736	44.4179637	109.77837530000001	Antiqua	3.ANT	3.ANT2	SAMN02403097	KEEP: Assembly Modern Cui 2013 Keller 2019	3	Asia	1997.0	24.0	0.0	44.4179637	109.77837530000001	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Meriones meridianus	Rodentia	NA
GCA_000325245.1_ASM32524v1_genomic	MGJZ3	1980.0	-41	Mongolia	Govi-Altai	46.825038799999994	103.8499736	45.3463139	95.9325806	Antiqua	3.ANT	3.ANT2	SAMN02403096	KEEP: Assembly Modern Cui 2013 Keller 2019	3	Asia	1980.0	41.0	0.0	45.3463139	95.9325806	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota sibirica	Rodentia	NA
GCA_000325225.1_ASM32522v1_genomic	MGJZ12	2002.0	-19	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Antiqua	4.ANT	4.ANT1	SAMN02403095	KEEP: Assembly Modern Cui 2013 Keller 2019	4	Asia	2002.0	19.0	0.0	48.5470083	89.8549358	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota sibirica	Rodentia	NA
GCA_000325205.1_ASM32520v1_genomic	MGJZ11	2000.0	-21	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Antiqua	3.ANT	3.ANT2	SAMN02403094	KEEP: Assembly Modern Cui 2013 Keller 2019	3	Asia	2000.0	21.0	0.0	48.5470083	89.8549358	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota sibirica	Rodentia	NA
GCA_000325185.1_ASM32518v1_genomic	M0000002	2001.0	-20	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Microtus	0.PE	0.PE4m	SAMN02403093	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia	2001.0	20.0	0.0	35.40709525	95.95211573241954	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Microtus fuscus	Rodentia	NA
GCA_000325165.1_ASM32516v1_genomic	K21985002	1985.0	-36	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	1.IN	1.IN1	SAMN02403092	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1985.0	36.0	0.0	42.4804953	85.4633464	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota himalayana	Rodentia	NA
GCA_000325125.1_ASM32512v1_genomic	J1978002	1978.0	-43	China	Ningxia	35.000074	104.999927	37.0000001	105.9999999	Medievalis	2.MED	2.MED3	SAMN02403090	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1978.0	43.0	0.0	37.0000001	105.9999999	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Spermophilus alaschanicus	Rodentia	NA
GCA_000325105.1_ASM32510v1_genomic	J1963002	1963.0	-58	China	Gansu	35.000074	104.999927	38.0000001	101.9999999	Medievalis	2.MED	2.MED3	SAMN02403089	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1963.0	58.0	0.0	38.0000001	101.9999999	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Citellophilus tesquorum sungaris	Siphonaptera	NA
