sample	strain	date	date_bp	country	province	country_lat	country_lon	province_lat	province_lon	biovar	branch_major	branch_minor	biosample_accession	biosample_comment	branch_number	continent	date_mean	date_bp_mean	date_err	lat	lon	host_human	sequencing_technology	assembly_method	host_raw	host_order	population_color	population	geometry	root_rtt_dist	clade_rtt_dist	population_rtt_dist	tstv	cds_sites	ns_sites	ss_sites	ns_ss_ratio	other_var	other_var_ratio	homo_het_sites	homo_sites	het_sites	het_ratio	external_branch_length	variant_qc	tstv_outlier
GCA_000324765.1_ASM32476v1_genomic	E1977001	1977.0	-44	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403073	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1977.0	44.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Ctenophthalmus quadratus	Siphonaptera	#ff4824	1.IN	POINT (102 25)	6.33403e-05	NA	3.6437e-06	1.6669999999999998	67.0	37.0	18.0	2.05556	0.0	0.0	67.0	67.0	0.0	0.0	7.067e-07	pass	0.0
GCA_000324745.1_ASM32474v1_genomic	D1991004	1991.0	-30	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403072	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1991.0	30.0	0.0	35.40709525	95.95211573241954	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota himalayana	Rodentia	#ff4824	1.IN	POINT (95.95211573241954 35.40709525)	6.377199999999999e-05	NA	4.0754e-06	1.618	79.0	43.0	18.0	2.38889	0.0	0.0	79.0	79.0	0.0	0.0	1.1778e-06	pass	0.0
GCA_000324725.1_ASM32472v1_genomic	D1982001	1982.0	-39	China	Gansu	35.000074	104.999927	38.0000001	101.9999999	Antiqua	1.IN	1.IN2	SAMN02403071	KEEP: Assembly Modern Cui 2013 Keller 2019 Placement	1	Asia	1982.0	39.0	0.0	38.0000001	101.9999999	Human	Illumina GA II	Soapdenovo v. 2009.07.14	Homo sapiens	Human	#ff4824	1.IN	POINT (101.9999999 38.0000001)	6.332449999999999e-05	NA	3.6279e-06	1.929	76.0	42.0	16.0	2.625	0.0	0.0	76.0	76.0	0.0	0.0	7.067e-07	pass	0.0
GCA_000324705.1_ASM32470v1_genomic	D1964002	1964.0	-57	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403070	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1964.0	57.0	0.0	35.40709525	95.95211573241954	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Canis faliaris	Carnivora	#ff4824	1.IN	POINT (95.95211573241954 35.40709525)	6.311249999999998e-05	NA	3.4159e-06	2.455	75.0	42.0	17.0	2.47059	0.0	0.0	75.0	75.0	0.0	0.0	4.711e-07	pass	0.0
GCA_000324685.1_ASM32468v1_genomic	D1964001	1964.0	-57	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403069	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1964.0	57.0	0.0	35.40709525	95.95211573241954	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota himalayana	Rodentia	#ff4824	1.IN	POINT (95.95211573241954 35.40709525)	6.426669999999999e-05	NA	4.5701000000000005e-06	1.656	81.0	48.0	16.0	3.0	0.0	0.0	81.0	81.0	0.0	0.0	1.6489e-06	pass	0.0
GCA_000324665.1_ASM32466v1_genomic	CMCCN010025	2000.0	-21	China	Sečuán	35.000074	104.999927	30.5000001	102.4999999	Microtus	0.PE	0.PE4m	SAMN02403068	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia	2000.0	21.0	0.0	30.5000001	102.4999999	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Microtus fuscus	Rodentia	#5148fc	0.PE	POINT (102.4999999 30.5000001)	6.2233e-05	NA	6.00025e-05	1.5490000000000002	381.0	207.0	81.0	2.55556	1.0	0.012345700000000001	381.0	381.0	0.0	0.0	2.36e-08	pass	0.0
GCA_000324645.1_ASM32464v1_genomic	CMCCK110001	1991.0	-30	China	Yunnan	35.000074	104.999927	25.0	102.0	Orientalis	1.ORI	1.ORI2	SAMN02403067	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1991.0	30.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Rattus flavipectus	Rodentia	#ff0000	1.ORI	POINT (102 25)	7.34129e-05	NA	6.625799999999999e-06	1.44	56.0	30.0	17.0	1.7647099999999998	0.0	0.0	56.0	56.0	0.0	0.0	9.274e-07	pass	0.0
GCA_000324625.1_ASM32462v1_genomic	CMCCK100001	1991.0	-30	China	Yunnan	35.000074	104.999927	25.0	102.0	Orientalis	1.ORI	1.ORI2	SAMN02403066	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1991.0	30.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Rattus flavipectus	Rodentia	#ff0000	1.ORI	POINT (102 25)	7.39622e-05	NA	7.1751e-06	1.094	66.0	41.0	15.0	2.73333	0.0	0.0	66.0	66.0	0.0	0.0	2.1201e-06	pass	0.0
GCA_000324605.1_ASM32460v1_genomic	CMCC99103	1970.0	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Medievalis	2.MED	2.MED3	SAMN02403065	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1970.0	51.0	0.0	43.2443242	114.3251664	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Meriones unguiculatus	Rodentia	#c5e88a	2.MED	POINT (114.3251664 43.2443242)	7.090349999999999e-05	NA	7.5116e-06	1.676	176.0	100.0	41.0	2.43902	0.0	0.0	176.0	176.0	0.0	0.0	1.4134e-06	pass	0.0
GCA_000324585.1_ASM32458v1_genomic	CMCC96007	1989.0	-32	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Antiqua	2.ANT	2.ANT3	SAMN02403064	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1989.0	32.0	0.0	43.2443242	114.3251664	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Meles meles	Carnivora	#97fca7	2.ANT	POINT (114.3251664 43.2443242)	6.706239999999999e-05	NA	5.555e-06	1.912	153.0	84.0	39.0	2.15385	0.0	0.0	153.0	153.0	0.0	0.0	9.423e-07	pass	0.0
GCA_000324565.1_ASM32456v1_genomic	CMCC96001	1957.0	-64	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Antiqua	2.ANT	2.ANT3	SAMN02403063	KEEP: Assembly Modern Cui 2013 Keller 2019 Placement	2	Asia	1957.0	64.0	0.0	43.2443242	114.3251664	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Vulpes vulpes	Carnivora	#97fca7	2.ANT	POINT (114.3251664 43.2443242)	6.7146e-05	NA	5.6386e-06	1.903	170.0	91.0	41.0	2.2195099999999996	0.0	0.0	170.0	170.0	0.0	0.0	1.0259e-06	pass	0.0
GCA_000324545.1_ASM32454v1_genomic	CMCC95001	1970.0	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Antiqua	2.ANT	2.ANT3	SAMN02403062	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1970.0	51.0	0.0	43.2443242	114.3251664	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Spermophilus dauricus	Rodentia	#97fca7	2.ANT	POINT (114.3251664 43.2443242)	6.757259999999998e-05	NA	6.065199999999999e-06	1.774	161.0	89.0	40.0	2.225	0.0	0.0	161.0	161.0	0.0	0.0	4.711e-07	pass	0.0
GCA_000324525.1_ASM32452v1_genomic	CMCC93014	1970.0	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Microtus	0.PE	0.PE4m	SAMN02403061	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia	1970.0	51.0	0.0	43.2443242	114.3251664	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Microtus brandti	Rodentia	#5148fc	0.PE	POINT (114.3251664 43.2443242)	6.668509999999998e-05	NA	6.44546e-05	1.446	408.0	223.0	93.0	2.39785	0.0	0.0	408.0	408.0	0.0	0.0	5.418e-06	pass	0.0
GCA_000324505.1_ASM32450v1_genomic	CMCC92010	1971.0	-50	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Antiqua	2.ANT	2.ANT3	SAMN02403060	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1971.0	50.0	0.0	43.2443242	114.3251664	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Spermophilus dauricus	Rodentia	#97fca7	2.ANT	POINT (114.3251664 43.2443242)	6.785859999999999e-05	NA	6.3511999999999994e-06	1.672	166.0	90.0	40.0	2.25	0.0	0.0	166.0	166.0	0.0	0.0	7.571e-07	pass	0.0
GCA_000324485.1_ASM32448v1_genomic	CMCC92004	1957.0	-64	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Medievalis	2.MED	2.MED3	SAMN02403059	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1957.0	64.0	0.0	43.2443242	114.3251664	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Ophthalmopsylla kiritschenkoi	Siphonaptera	#c5e88a	2.MED	POINT (114.3251664 43.2443242)	6.93045e-05	NA	5.9126e-06	1.726	166.0	97.0	40.0	2.425	0.0	0.0	166.0	166.0	0.0	0.0	1.6489e-06	pass	0.0
GCA_000324465.1_ASM32446v1_genomic	CMCC91090	1970.0	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Microtus	0.PE	0.PE4m	SAMN02403058	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia	1970.0	51.0	0.0	43.2443242	114.3251664	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Microtus brandti	Rodentia	#5148fc	0.PE	POINT (114.3251664 43.2443242)	6.391829999999999e-05	NA	6.16878e-05	1.5119999999999998	380.0	209.0	84.0	2.4881	0.0	0.0	380.0	380.0	0.0	0.0	1.1778e-06	pass	0.0
GCA_000324445.1_ASM32444v1_genomic	CMCC90027	1970.0	-51	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Medievalis	2.MED	2.MED3	SAMN02403057	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1970.0	51.0	0.0	43.2443242	114.3251664	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Meriones unguiculatus	Rodentia	#c5e88a	2.MED	POINT (114.3251664 43.2443242)	6.883339999999998e-05	NA	5.4414999999999995e-06	1.871	169.0	94.0	41.0	2.29268	0.0	0.0	169.0	169.0	0.0	0.0	1.1778e-06	pass	0.0
GCA_000324425.1_ASM32442v1_genomic	CMCC87001	1982.0	-39	China	Yunnan	35.000074	104.999927	25.0	102.0	Orientalis	1.ORI	1.ORI2	SAMN02403056	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1982.0	39.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Rattus flavipectus	Rodentia	#ff0000	1.ORI	POINT (102 25)	7.18421e-05	NA	5.055e-06	1.7	53.0	30.0	15.0	2.0	0.0	0.0	53.0	53.0	0.0	0.0	2.36e-08	pass	0.0
GCA_000324405.1_ASM32440v1_genomic	CMCC84046	1984.0	-37	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403055	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1984.0	37.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Eothenomys miletus	Rodentia	#ff4824	1.IN	POINT (102 25)	6.59079e-05	NA	6.211299999999999e-06	1.656	82.0	48.0	21.0	2.28571	0.0	0.0	82.0	82.0	0.0	0.0	3.2979e-06	pass	0.0
GCA_000324385.1_ASM32438v1_genomic	CMCC84038	1982.0	-39	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403054	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1982.0	39.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Apodemus chevrieri	Rodentia	#ff4824	1.IN	POINT (102 25)	6.36561e-05	NA	3.9595e-06	1.9580000000000002	66.0	36.0	17.0	2.11765	0.0	0.0	66.0	66.0	0.0	0.0	9.423e-07	pass	0.0
GCA_000324365.1_ASM32436v1_genomic	CMCC84033	1979.0	-42	China	Yunnan	35.000074	104.999927	25.0	102.0	Antiqua	1.IN	1.IN3	SAMN02403053	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1979.0	42.0	0.0	25.0	102.0	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Eothenomys miletus	Rodentia	#ff4824	1.IN	POINT (102 25)	6.42825e-05	NA	4.5859e-06	1.412	78.0	43.0	20.0	2.15	0.0	0.0	78.0	78.0	0.0	0.0	1.6489e-06	pass	0.0
GCA_000324345.1_ASM32434v1_genomic	CMCC8211	1982.0	-39	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02403052	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia	1982.0	39.0	0.0	42.4804953	85.4633464	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Citellophilus tesquorum	Siphonaptera	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	6.0143600000000005e-05	NA	1.7515500000000002e-05	1.895	242.0	137.0	61.0	2.2459	0.0	0.0	242.0	242.0	0.0	0.0	7.067e-07	pass	0.0
GCA_000324325.1_ASM32432v1_genomic	CMCC71001	1961.0	-60	China	Gansu	35.000074	104.999927	38.0000001	101.9999999	Antiqua	3.ANT	3.ANT1	SAMN02403051	KEEP: Assembly Modern Cui 2013 Keller 2019	3	Asia	1961.0	60.0	0.0	38.0000001	101.9999999	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota himalayana	Rodentia	#3ae8d7	3.ANT	POINT (101.9999999 38.0000001)	5.93368e-05	NA	3.9776e-06	1.8	118.0	63.0	31.0	2.03226	0.0	0.0	118.0	118.0	0.0	0.0	1.1778e-06	pass	0.0
GCA_000324305.1_ASM32430v1_genomic	CMCC67001	1959.0	-62	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Antiqua	2.ANT	2.ANT3	SAMN02403050	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1959.0	62.0	0.0	43.2443242	114.3251664	Human	Illumina GA II	Soapdenovo v. 2009.07.14	Homo sapiens	Human	#97fca7	2.ANT	POINT (114.3251664 43.2443242)	6.95166e-05	NA	8.0092e-06	1.839	167.0	89.0	41.0	2.17073	0.0	0.0	167.0	167.0	0.0	0.0	5.1824e-06	pass	0.0
GCA_000324285.1_ASM32428v1_genomic	CMCC640047	1964.0	-57	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403049	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1964.0	57.0	0.0	35.40709525	95.95211573241954	Human	Illumina GA II	Soapdenovo v. 2009.07.14	Homo sapiens	Human	#ff4824	1.IN	POINT (95.95211573241954 35.40709525)	6.14164e-05	NA	1.7198e-06	1.875	64.0	37.0	16.0	2.3125	0.0	0.0	64.0	64.0	0.0	0.0	9.423e-07	pass	0.0
GCA_000324265.1_ASM32426v1_genomic	CMCC64001	1957.0	-64	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Antiqua	2.ANT	2.ANT3	SAMN02403048	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1957.0	64.0	0.0	43.2443242	114.3251664	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Rhipicephalus sanguineus	Ixodida	#97fca7	2.ANT	POINT (114.3251664 43.2443242)	6.99877e-05	NA	8.4803e-06	1.889	172.0	93.0	40.0	2.325	0.0	0.0	172.0	172.0	0.0	0.0	3.5335e-06	pass	0.0
GCA_000324245.1_ASM32424v1_genomic	CMCC51020	1954.0	-67	China	Jilin	35.000074	104.999927	42.9995032	125.9816054	Antiqua	2.ANT	2.ANT3	SAMN02403047	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1954.0	67.0	0.0	42.9995032	125.9816054	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Rattus norvegicus	Rodentia	#97fca7	2.ANT	POINT (125.9816054 42.9995032)	6.791479999999999e-05	NA	6.4074e-06	1.915	162.0	89.0	37.0	2.40541	0.0	0.0	162.0	162.0	0.0	0.0	1.4134e-06	pass	0.0
GCA_000324225.1_ASM32422v1_genomic	CMCC49003	1976.0	-45	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02403046	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia	1976.0	45.0	0.0	42.4804953	85.4633464	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Citellus undulatus	Rodentia	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.4160600000000005e-05	NA	1.15325e-05	2.026	223.0	127.0	53.0	2.39623	0.0	0.0	223.0	223.0	0.0	0.0	4.4757e-06	pass	0.0
GCA_000324205.1_ASM32420v1_genomic	CMCC43032	1980.0	-41	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02403045	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia	1980.0	41.0	0.0	42.4804953	85.4633464	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Oropsylla silantiewi	Siphonaptera	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	6.16065e-05	NA	1.89784e-05	1.774	248.0	141.0	66.0	2.13636	0.0	0.0	248.0	248.0	0.0	0.0	2.1209e-06	pass	0.0
GCA_000324185.1_ASM32418v1_genomic	CMCC42007	1967.0	-54	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02403044	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia	1967.0	54.0	0.0	42.4804953	85.4633464	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota baibacina	Rodentia	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	6.01908e-05	NA	1.7562700000000004e-05	1.6669999999999998	229.0	133.0	56.0	2.375	0.0	0.0	229.0	229.0	0.0	0.0	7.067e-07	pass	0.0
GCA_000324165.1_ASM32416v1_genomic	CMCC38001	1979.0	-42	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT3	SAMN02403043	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia	1979.0	42.0	0.0	42.4804953	85.4633464	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota baibacina	Rodentia	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.6325099999999994e-05	NA	1.3696999999999996e-05	2.214	129.0	74.0	31.0	2.3871	0.0	0.0	129.0	129.0	0.0	0.0	7.067e-07	pass	0.0
GCA_000324145.1_ASM32414v1_genomic	CMCC348002	1998.0	-23	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN02403042	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1998.0	23.0	0.0	29.8556443	90.8749807	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.617189999999997e-05	NA	4.664500000000001e-06	1.8230000000000002	164.0	94.0	36.0	2.61111	0.0	0.0	164.0	164.0	0.0	0.0	2.356e-07	pass	0.0
GCA_000324125.1_ASM32412v1_genomic	CMCC347001	1996.0	-25	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN02403041	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1996.0	25.0	0.0	29.8556443	90.8749807	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota himalayana	Rodentia	#97fca7	2.ANT	POINT (90.87498069999999 29.8556443)	6.560639999999998e-05	NA	4.099000000000001e-06	1.6119999999999999	162.0	91.0	37.0	2.45946	0.0	0.0	162.0	162.0	0.0	0.0	9.423e-07	pass	0.0
GCA_000324105.1_ASM32410v1_genomic	CMCC31004	1990.0	-31	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	1.IN	1.IN2	SAMN02403040	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1990.0	31.0	0.0	29.8556443	90.8749807	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota himalayana	Rodentia	#ff4824	1.IN	POINT (90.87498069999999 29.8556443)	6.33008e-05	NA	3.6042e-06	1.3430000000000002	74.0	43.0	16.0	2.6875	0.0	0.0	74.0	74.0	0.0	0.0	1.6489e-06	pass	0.0
GCA_000324085.1_ASM32408v1_genomic	CMCC27002	1991.0	-30	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403039	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1991.0	30.0	0.0	35.40709525	95.95211573241954	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota himalayana	Rodentia	#ff4824	1.IN	POINT (95.95211573241954 35.40709525)	6.330089999999999e-05	NA	3.6043e-06	1.893	75.0	41.0	16.0	2.5625	0.0	0.0	75.0	75.0	0.0	0.0	4.711e-07	pass	0.0
GCA_000324065.1_ASM32406v1_genomic	CMCC21106	2001.0	-20	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT3	SAMN02403038	KEEP: Assembly Modern Cui 2013 Keller 2019 Placement	0	Asia	2001.0	20.0	0.0	42.4804953	85.4633464	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota baibacina	Rodentia	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.76933e-05	NA	1.5065199999999996e-05	2.0709999999999997	119.0	68.0	30.0	2.26667	0.0	0.0	119.0	119.0	0.0	0.0	9.423e-07	pass	0.0
GCA_000324045.1_ASM32404v1_genomic	CMCC18019	2001.0	-20	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Microtus	0.PE	0.PE4m	SAMN02403037	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia	2001.0	20.0	0.0	35.40709525	95.95211573241954	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Microtus fuscus	Rodentia	#5148fc	0.PE	POINT (95.95211573241954 35.40709525)	6.421910000000001e-05	NA	6.19886e-05	1.485	381.0	204.0	83.0	2.45783	1.0	0.012048200000000002	381.0	381.0	0.0	0.0	1.6489e-06	pass	0.0
GCA_000324025.1_ASM32402v1_genomic	CMCC125002	1964.0	-57	China	Ningxia	35.000074	104.999927	37.0000001	105.9999999	Medievalis	2.MED	2.MED3	SAMN02403036	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1964.0	57.0	0.0	37.0000001	105.9999999	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Spermophilus alaschanicus	Rodentia	#c5e88a	2.MED	POINT (105.9999999 37.0000001)	6.789119999999998e-05	NA	4.4992999999999994e-06	1.879	176.0	101.0	39.0	2.58974	0.0	0.0	176.0	176.0	0.0	0.0	4.711e-07	pass	0.0
GCA_000324005.1_ASM32400v1_genomic	CMCC12003	1961.0	-60	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Medievalis	2.MED	2.MED3	SAMN02403035	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1961.0	60.0	0.0	35.40709525	95.95211573241954	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota himalayana	Rodentia	#c5e88a	2.MED	POINT (95.95211573241954 35.40709525)	6.906909999999999e-05	NA	5.6772000000000005e-06	1.984	169.0	96.0	39.0	2.4615400000000003	0.0	0.0	169.0	169.0	0.0	0.0	2.36e-08	pass	0.0
GCA_000323985.1_ASM32398v1_genomic	CMCC114001	1952.0	-69	China	Fujian	35.000074	104.999927	26.5450001	117.842778	Orientalis	1.ORI	1.ORI1	SAMN02403034	KEEP: Assembly Modern Cui 2013 Keller 2019	1	Asia	1952.0	69.0	0.0	26.5450001	117.842778	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Mus musculus	Rodentia	#ff0000	1.ORI	POINT (117.842778 26.5450001)	7.01794e-05	NA	3.3922999999999997e-06	1.611	43.0	26.0	8.0	3.25	0.0	0.0	43.0	43.0	0.0	0.0	3.2979e-06	fail	0.0
GCA_000323965.1_ASM32396v1_genomic	CMCC11001	1954.0	-67	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN1	SAMN02403033	KEEP: Assembly Modern Cui 2013 Keller 2019 Placement	1	Asia	1954.0	67.0	0.0	35.40709525	95.95211573241954	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Marmota himalayana	Rodentia	#ff4824	1.IN	POINT (95.95211573241954 35.40709525)	6.110999999999999e-05	NA	1.4134e-06	1.571	67.0	38.0	16.0	2.375	0.0	0.0	67.0	67.0	0.0	0.0	1.4134e-06	pass	0.0
GCA_000323945.1_ASM32394v1_genomic	CMCC107004	2003.0	-18	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Medievalis	2.MED	2.MED3	SAMN02403032	KEEP: Assembly Modern Cui 2013 Keller 2019 Placement	2	Asia	2003.0	18.0	0.0	43.2443242	114.3251664	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Citellophilus tesquorum mongolicus	Siphonaptera	#c5e88a	2.MED	POINT (114.3251664 43.2443242)	7.310309999999999e-05	NA	9.7112e-06	1.676	179.0	104.0	45.0	2.3111099999999998	0.0	0.0	179.0	179.0	0.0	0.0	4.0576e-06	pass	0.0
GCA_000323925.1_ASM32392v1_genomic	CMCC106002	1996.0	-25	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Antiqua	2.ANT	2.ANT3	SAMN02403031	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1996.0	25.0	0.0	43.2443242	114.3251664	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Citellophilus tesquorum	Siphonaptera	#97fca7	2.ANT	POINT (114.3251664 43.2443242)	6.67134e-05	NA	5.206e-06	2.036	163.0	90.0	39.0	2.30769	0.0	0.0	163.0	163.0	0.0	0.0	2.356e-07	pass	0.0
GCA_000323905.1_ASM32390v1_genomic	CMCC104003	1989.0	-32	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Antiqua	2.ANT	2.ANT3	SAMN02403030	KEEP: Assembly Modern Cui 2013 Keller 2019	2	Asia	1989.0	32.0	0.0	43.2443242	114.3251664	Non-Human	Illumina GA II	Soapdenovo v. 2009.07.14	Spermophilus dauricus	Rodentia	#97fca7	2.ANT	POINT (114.3251664 43.2443242)	6.720809999999999e-05	NA	5.7007e-06	1.933	165.0	91.0	38.0	2.39474	0.0	0.0	165.0	165.0	0.0	0.0	7.067e-07	pass	0.0
